Station_Location,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
COLORADO TOTAL,54 55,23.0,,100.0,29.0,2.0,,11.0,20.0,22.0,23.0,39.0,42.0,57.0,90.4,103,state_total,COLORADO TOTAL,,,state_aggregate,True,False
UTAH TOTAL,54 55,26.0,,70.0,16.0,1.0,3.0,4.0,6.0,10.0,11.0,22.0,29.0,31.0,94.6,103,state_total,UTAH TOTAL,,,state_aggregate,True,False
ALASKA TOTAL,54 55,13.0,,700.0,111.0,,,1.0,1.0,1.0,11.0,21.0,23.0,528.0,94.4,103,state_total,ALASKA TOTAL,,,state_aggregate,True,False
CALIFORNIA TOTAL,55 56,107.0,,300.0,16.0,,,1.0,4.0,8.0,10.0,20.0,22.0,31.0,93.5,103,state_total,CALIFORNIA TOTAL,,,state_aggregate,True,False
OREGON TOTAL,54,20.0,,50.0,20.0,1.0,5.0,10.0,11.0,21.0,23.0,28.0,30.0,31.0,94.4,103,state_total,OREGON TOTAL,,,state_aggregate,False,False
NEW ENGLNDO TOTAL,55 56,65.0,,100.0,12.0,,,1.0,1.0,5.0,10.0,19.0,22.0,38.0,87.7,103,,NEW ENGLNDO TOTAL,,0.0,unmatched,True,False
MID ATLNTC TOTAL,54 56,424.0,,140.0,7.0,,,,1.0,1.0,1.0,,12.0,27.0,93.3,103,,MID ATLNTC TOTAL,,0.0,unmatched,True,False
MTO EAST TOTAL,54 56,95.0,,100.0,18.0,,1.0,1.0,2.0,6.0,11.0,22.0,38.0,,94.7,103,,MTO EAST TOTAL,,0.0,unmatched,True,False
SOUTH EAST TOTAL,55 56,69.0,,200.0,27.0,,1.0,7.0,,23.0,28.0,30.0,41.0,57.0,90.5,103,region_total,SOUTH EAST TOTAL,,,skip,True,False
MID WEST TOTAL,55 56,215.0,,300.0,28.0,,1.0,2.0,9.0,20.0,22.0,30.0,41.0,64.0,90.9,103,region_total,MID WEST TOTAL,,,skip,True,False
GRT PLAINS TOT AL,54 56,71.0,,200.0,21.0,1.0,1.0,,10.0,20.0,21.0,23.0,29.0,51.0,92.8,103,,GRT PLAINS TOT AL,,0.0,unmatched,True,False
GULF SOUTH TOT AL,54,165.0,,1500.0,75.0,1.0,1.0,4.0,7.0,10.0,20.0,23.0,39.0,98.0,94.3,103,,GULF SOUTH TOT AL,,,skip,False,False
ROCKY MNTN TOT AL,54 55,49.0,,100.0,22.0,2.0,3.0,7.0,10.0,19.0,21.0,28.0,38.0,53.0,93.3,103,,ROCKY MNTN TOT AL,,0.0,unmatched,True,False
PACIFIC COAST TOTAL,54 56,140.0,,700.0,26.0,,1.0,1.0,5.0,9.0,11.0,,23.0,36.0,95.3,103,region_total,PACIFIC COAST TOTAL,,,skip,True,False
PACIFIC COAST TOTAL,54 56,1313.0,,1500.0,25.0,,,1.0,1.0,6.0,11.0,21.0,29.0,,94.8,103,,PACIFIC COAST TOTAL,,,skip,True,False
