Station_Location,Resolved_Name,Station_Order,Years,Total_Samples,Annual_Max,Annual_Avg,Annual_Min,Jan_N,Feb_N,Mar_N,Apr_N,May_N,Jun_N,Jul_N,Aug_N,Sep_N,Oct_N,Nov_N,Dec_N,Jan_Max,Feb_Max,Mar_Max,Apr_Max,May_Max,Jun_Max,Jul_Max,Aug_Max,Sep_Max,Oct_Max,Nov_Max,Dec_Max,Jan_Avg,Feb_Avg,Mar_Avg,Apr_Avg,May_Avg,Jun_Avg,Jul_Avg,Aug_Avg,Sep_Avg,Oct_Avg,Nov_Avg,Dec_Avg,Jan_Min,Feb_Min,Mar_Min,Apr_Min,May_Min,Jun_Min,Jul_Min,Aug_Min,Sep_Min,Oct_Min,Nov_Min,Dec_Min,Avg_Confidence,Match_Score,Match_Type,Page_Num
SA NG AMON COUNTY MLE,Sangamon County,242.0,57,13.0,87.0,26.2,13.0,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,23.0,24.0,22.0,19.0,87.0,24.0,25.0,25.0,,,,,23.0,23.0,18.0,16.0,62.0,24.0,19.0,25.0,,,,,23.0,22.0,14.0,14.0,37.0,24.0,13.0,25.0,61.7,85.0,high_confidence,68
HU RON COUNTY MICH,Huron County,243.0,57,30.0,226.0,37.3,,,,,,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,,,,17.0,20.0,219.0,15.0,226.0,96.0,23.0,12.0,,,,,17.0,15.0,74.0,,82.0,52.0,13.0,8.0,,,,,,,,,,,,,93.8,97.1,high_confidence,68
MIINI-LMUM,MiINI-LMUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2,0.0,unmatched,68
PE RRYS MEMORIAL OHI 0,PE RRYS MEMORIAL OHI 0,,57,8.0,64.0,26.0,5.0,,,,,,,,,,2.0,2.0,4.0,,,,,,,,,,64.0,12.0,17.0,,,,,,,,,,55.0,11.0,12.0,,,,,,,,,,47.0,11.0,5.0,82.5,0.0,unmatched,68
EL LIS COUNTY KANSAS,Ellis County,246.0,57,11.0,1316.0,184.0,24.0,,,,,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,,,,,,86.0,62.0,1316.0,83.0,,,36.0,,,,,,86.0,59.0,670.0,83.0,,,22.0,,,,,,86.0,57.0,24.0,83.0,,,,85.0,91.9,high_confidence,68
SHANNON COUNTY MO,Shannon County,247.0,57,14.0,239.0,57.0,,,,,,,,,1.0,4.0,,4.0,5.0,,,,,,,,100.0,239.0,113.0,29.0,26.0,,,,,,,,100.0,89.0,62.0,17.0,17.0,,,,,,,,,,,,,86.5,100.0,exact,69
MI N1MUM,MI N1MUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,0.0,unmatched,69
TH OMAS COUNTY NEBR,Thomas County,248.0,57,11.0,560.0,89.0,,,,,,,,,,2.0,4.0,2.0,3.0,,,,,,,,,142.0,123.0,9.0,560.0,,,,,,,,,100.0,47.0,8.0,201.0,,,,,,,,,,,,,88.2,97.3,high_confidence,69
MITNTMUM,MitNtMUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,0.0,unmatched,69
WA RO COUNTY N,Ward County,249.0,57,13.0,36.0,11.7,4.0,,,,,,,,,,4.0,4.0,5.0,,,,,,,,,,36.0,14.0,16.0,,,,,,,,,,19.0,7.0,9.0,,,,,,,,,,5.0,5.0,4.0,89.4,82.8,low_confidence,69
BL ACK HILLS FRST S D,Black Hills,250.0,,5.0,730.0,139.7,17.0,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,730.0,17.0,27.0,,,,,,,,,,381.0,17.0,21.0,,,,,,,,,,33.0,17.0,,80.3,83.3,low_confidence,69
PT WORONZOF ALASKA,Pt. Woronzof,258.0,56 57,44.0,38.0,10.5,,,3.0,,4.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,7.0,34.0,38.0,,26.0,18.0,4.0,4.0,2.0,26.0,10.0,12.0,8.0,34.0,18.0,,11.0,5.0,2.0,2.0,1.0,20.0,8.0,8.0,7.0,,,,,,,,,,,,,87.4,100.0,exact,69
MTNTMUM,MtNtMUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,0.0,unmatched,69
GR AND CANYON ARIZ,Grand Canyon National Park,255.0,57,18.0,830.0,142.7,8.0,,,,,,2.0,3.0,,4.0,5.0,4.0,,,,,,,154.0,558.0,135.0,830.0,350.0,,35.0,,,,,,87.0,362.0,84.0,322.0,99.0,24.0,21.0,,,,,,21.0,130.0,23.0,42.0,8.0,15.0,9.0,95.0,69.4,low_confidence,69
WA IMANOLO HAWAII,Waimanalo,259.0,57,21.0,86.0,18.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,18.0,17.0,9.0,34.0,34.0,19.0,5.0,4.0,86.0,72.0,5.0,9.0,16.0,16.0,3.0,20.0,25.0,,4.0,3.0,58.0,41.0,3.0,9.0,,16.0,,7.0,17.0,6.0,4.0,3.0,31.0,10.0,2.0,9.0,58.0,90.9,high_confidence,69
