Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Col_17,Col_18,Col_19,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
TEXAS TOTAL,54 55,,,1500.0,89.0,,1.0,3.0,5.0,10.0,206.0,,38.0,73.0,,,,,92.1,103,state_total,Texas Total,,,state_aggregate,False,True
COLORADO TOTAL,54 55,,,,,,,11.0,20.0,22.0,23.0,39.0,42.0,57.0,,,,,90.4,103,state_total,Colorado Total,,,state_aggregate,False,True
UTAH TOTAL,54 55,,,,,,3.0,4.0,6.0,10.0,11.0,22.0,29.0,31.0,,,,,94.6,103,state_total,Utah Total,,,state_aggregate,False,True
ALASKA TOTAL,54 55,,,700.0,111.0,,,1.0,1.0,1.0,11.0,21.0,23.0,528.0,,,,,94.4,103,state_total,Alaska Total,,,state_aggregate,False,True
CALIFORNIA TOTAL,55 56,,,300.0,16.0,,,1.0,4.0,8.0,10.0,20.0,22.0,31.0,,,,,93.5,103,state_total,California Total,,,state_aggregate,False,True
OREGON TOTAL,54,,,,,,5.0,10.0,11.0,21.0,23.0,28.0,30.0,31.0,,,,,94.4,103,state_total,Oregon Total,,,state_aggregate,False,False
NEW ENGLNDO TOTAL,55 56,,,100.0,12.0,,,1.0,1.0,5.0,10.0,19.0,22.0,38.0,,,,,87.7,103,,NEW ENGLNDO TOTAL,,0.0,unmatched,False,True
MID ATLNTC TOTAL,54 56,,,140.0,7.0,,,,1.0,1.0,1.0,,12.0,27.0,,,,,93.3,103,,MID ATLNTC TOTAL,,0.0,unmatched,False,True
MTO EAST TOTAL,54 56,,,100.0,18.0,,1.0,1.0,2.0,6.0,11.0,22.0,38.0,,,,,,94.7,103,,MtO EAST TOTAL,,0.0,unmatched,False,True
SOUTH EAST TOTAL,55 56,,,200.0,27.0,,1.0,7.0,,23.0,28.0,30.0,41.0,57.0,,,,,90.5,103,region_total,South East Total,,,skip,False,True
MID WEST TOTAL,55 56,,,300.0,28.0,,1.0,2.0,9.0,20.0,22.0,30.0,41.0,64.0,,,,,90.9,103,region_total,Mid West Total,,,skip,False,True
GRT PLAINS TOT AL,54 56,,,,,,1.0,,10.0,20.0,21.0,23.0,29.0,51.0,,,,,92.8,103,,GRT PLAINS TOT AL,,0.0,unmatched,False,True
GULF SOUTH TOT AL,54 535,,,,,,1.0,4.0,7.0,10.0,20.0,23.0,39.0,98.0,,,,,94.3,103,,GULF SOUTH TOT AL,,,skip,False,True
ROCKY MNTN TOT AL,54 55,,,,,,3.0,7.0,10.0,19.0,21.0,28.0,38.0,53.0,,,,,93.3,103,,ROCKY MNTN TOT AL,,0.0,unmatched,False,True
PACIFIC COAST TOTAL,54 56,,,700.0,26.0,,1.0,1.0,5.0,9.0,11.0,,23.0,36.0,,,,,95.3,103,region_total,Pacific Coast Total,,,skip,False,True
PACIFIC COAST TOTAL,54 56,,,1500.0,25.0,,,1.0,1.0,6.0,11.0,21.0,29.0,,,,,,94.8,103,,,,,skip,False,True
=== TABLE 36: PAGES 104-104 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 36: Pages 104-104 ===,,,skip,False,False
SUBURBAN,,,,,,,,,,,,,,,,,,,95.0,104,,SUBURBAN,,,skip,False,False
MIDOLESEX CNTY MASS,,55,23.0,,50.0,,,,1.0,1.0,8.0,9.0,10.0,20.0,23.0,,,,93.7,104,,Middlesex County,219.0,90.0,high_confidence,False,False
N J,,55 56,17.0,,,,,,,,1.0,1.0,,,1.0,,,,93.6,104,,N J,,0.0,unmatched,True,False
KANAWHA CO W VA,,55,17.0,,60.0,14.0,,,1.0,1.0,1.0,11.0,22.0,31.0,42.0,,,,89.3,104,,Kanawha County,221.0,88.2,high_confidence,False,False
DENVER COUNTY COLO,,54,10.0,,90.0,28.0,,,11.0,,23.0,29.0,31.0,39.0,42.0,,,,94.5,104,,Denver County,227.0,100.0,exact,False,False
DENVER COUNTY COLO,,54 56,67.0,,90.0,11.0,,,1.0,1.0,,8.0,11.0,,31.0,,,,92.7,104,,,,,skip,True,False
NONURBAN,,,,,,,,,,,,,,,,,,,91.0,104,,NONURBAN,,,skip,False,False
PT WORONZOF ALASKA,,55 56,12.0,,20.0,,,,,,,,,,20.0,,,,94.6,104,,Pt. Woronzof,258.0,100.0,exact,True,False
=== TABLE 37: PAGES 105-107 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 37: Pages 105-107 ===,,,skip,False,False
WATERBURY CONN,55 56,,,,,,,,,,,,,,,,,,94.8,105,,Waterbury,1.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,2.0,,5.0,3.0,3.0,3.0,4.0,,4.0,,,,,,,,95.4,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,,10.0,20.0,20.0,10.0,30.0,30.0,,40.0,,,,,,,,95.0,105,,nan,,0.0,unmatched,False,False
AVERAGE,,,,4.0,,20.0,3.0,15.0,17.0,,12.0,23.0,,,,,,,95.6,105,,Anchorage,187.0,62.5,low_confidence,False,False
AVERAGE,,,,,,20.0,,7.0,10.0,10.0,,20.0,,,,,,,91.6,105,,nan,,0.0,unmatched,False,False
BO STON MASS,55,,,,,,,,,,,,,,,,,,94.8,105,,Boston,6.0,95.7,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,,,,2.0,2.0,4.0,,2.0,2.0,,,,,,,95.0,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,,6.0,20.0,,,60.0,,,,,,,,,94.0,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,,6.0,10.0,,,60.0,,,,,,,,,91.9,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,,6.0,,,,60.0,,,,,,,,,92.0,105,,MINIMUM,,0.0,unmatched,False,False
EV ERETT MAS,,,,,,,,,,,,,,,,,,,91.7,105,,Everett,8.0,91.7,high_confidence,False,False
NUMBER OF SAMPLES,,,3.0,,,,3.0,3.0,,2.0,,1.0,2.0,,,,,,94.6,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,60.0,40.0,,100.0,50.0,,20.0,20.0,40.0,,50.0,,,,,,95.0,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,33.0,13.0,,50.0,18.0,,10.0,13.0,40.0,,30.0,,,,,,92.3,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,40.0,,,,,6.0,40.0,,10.0,,,,,,92.8,105,,MINIMUM,,0.0,unmatched,False,False
NE W YORK NY,54 56,,,,,,,,,,,,,,,,,,88.2,105,,New York,30.0,91.7,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,1.0,4.0,1.0,7.0,,4.0,,3.0,4.0,5.0,,,,,,93.8,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,14.0,,140.0,19.0,14.0,,24.0,36.0,39.0,,,,,,,,91.2,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,4.0,,35.0,19.0,4.0,,12.0,18.0,,7.0,,,,,,,89.3,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIEMUM,,,,,,19.0,,,,,,,,,,,,,74.0,105,,MINIEMUM,,0.0,unmatched,False,False
PHILADELPHIA,55 56,,,,,,,,,,,,,,,,,,95.5,105,,Philadelphia,41.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,13.0,13.0,,18.0,,13.0,13.0,,,8.0,9.0,,,,,,94.6,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,15.0,22.0,,74.0,37.0,,35.0,,,10.0,13.0,,,,,,94.8,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,4.0,5.0,,6.0,6.0,,,,,2.0,2.0,,,,,,94.5,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,,,,,,,,,,,,,,,13.0,105,,MINIMUM,,0.0,unmatched,False,False
ER IE PA,56,,,,,,,,,,,,,,,,,,87.2,105,,Erie,56.0,93.3,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,2.0,3.0,2.0,1.0,1.0,,3.0,4.0,,3.0,,,,,,95.6,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,6.0,6.0,,,,30.0,30.0,30.0,100.0,,,,,,95.2,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,2.0,3.0,,,,10.0,20.0,186.0,,,,,,,92.8,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINTMUM,,,,,,,,,,,,7.0,209.0,,,,,,85.0,105,,MINtMUM,,0.0,unmatched,False,False
TTSBURGH P SAMPLES,56,,,,,,,,,,,,,,,,,,83.8,105,,Pittsburgh,48.0,71.0,low_confidence,False,False
NUMBER OF,,,3.0,3.0,,,3.0,,,2.0,2.0,2.0,,,,,,,95.4,105,,NUMBER OF,,0.0,unmatched,False,False
MAXIMUM,,,40.0,70.0,,,20.0,,,40.0,,30.0,40.0,,,,,,95.4,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,20.0,36.0,,,15.0,,,22.0,25.0,25.0,40.0,,,,,,94.9,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,10.0,10.0,,,6.0,,,5.0,20.0,20.0,40.0,,,,,,93.9,105,,MINIMUM,,0.0,unmatched,False,False
WIL LLIAMSPORT PA,55 56,,,,,,,,,,,,,,,,,,83.0,105,,Williamsport,50.0,93.8,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,1.0,,3.0,2.0,,1.0,3.0,,3.0,,,,,,,95.1,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,60.0,,50.0,30.0,,20.0,30.0,40.0,,20.0,,,,,,,93.3,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,33.0,,,,,20.0,30.0,,,6.0,,,,,,,91.3,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,50.0,,20.0,,20.0,30.0,,,,,,,,,,95.4,105,,MINIMUM,,0.0,unmatched,False,False
WA SHINGTON OC,55 56,,,,,,,,,,,,,,,,,,88.8,105,,Washington,61.0,85.7,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,1.0,3.0,2.0,,3.0,,,1.0,,,,,,,94.1,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,20.0,20.0,40.0,,20.0,,20.0,,,,,,,,95.7,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,20.0,13.0,35.0,,,8.0,20.0,,,,,,,,94.9,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,20.0,,30.0,,,7.0,20.0,,,,,,,,95.1,105,,MINIMUM,,0.0,unmatched,False,False
LO UISVILLE KY,54 55,,,,,,,,,,,,,,,,,,92.4,105,,Louisville,64.0,96.3,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,1.0,1.0,1.0,3.0,13.0,13.0,,6.0,,6.0,,,,,,91.4,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,39.0,,,,95.0,,,87.0,,,56.0,,,,,,92.5,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,16.0,,,,60.0,,,10.0,19.0,,15.0,,,,,,93.8,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,3.0,,,,20.0,,,,2.0,8.0,,,,,,,87.5,105,,MINIMUM,,0.0,unmatched,False,False
CH ARLESTON W VA,55,,,,,,,,,,,,,,,,,,91.8,105,,Charleston,77.0,96.8,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,1.0,,2.0,2.0,2.0,,1.0,3.0,,,,,,,,94.9,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,50.0,60.0,,40.0,90.0,,70.0,100.0,,,,,,,,,94.7,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,50.0,60.0,,20.0,50.0,,70.0,100.0,,,,,,,,,91.4,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,50.0,60.0,,,10.0,,70.0,100.0,,,,,,,,,78.8,105,,MINIMUM,,0.0,unmatched,False,False
TA MPA FLA,55,,,,,,,,,,,,,,,,,,95.2,105,,Tampa,84.0,94.7,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,,2.0,,,,,,,94.7,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,50.0,,30.0,,20.0,30.0,40.0,,20.0,,7.0,,,,,,95.3,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,50.0,,20.0,,20.0,,35.0,,,,,,,,,,95.0,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINEMUM,,,50.0,,,,20.0,,30.0,,20.0,,7.0,,,,,,87.7,105,,MINEMUM,,0.0,unmatched,False,False
ATLANTA GA,55 56,,,,,,,,,,,,,,,,,,94.5,105,,Atlanta,85.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,1.0,,,,1.0,3.0,,,1.0,1.0,1.0,,,,,,93.6,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,50.0,50.0,40.0,,20.0,20.0,80.0,,100.0,,,,,,,,91.8,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,50.0,30.0,20.0,,20.0,,80.0,,100.0,,,,,,,,94.6,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,50.0,20.0,,,20.0,,80.0,,100.0,,,,,,,,88.2,105,,MINIMUM,,0.0,unmatched,False,False
CHATTANOOGA TENN,55 56,,,,,,,,,,,,,,,,,,85.2,105,,Chattanooga,92.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,,,,,,1.0,4.0,4.0,5.0,,,,,,,,94.6,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,38.0,,,,,10.0,30.0,30.0,60.0,,100.0,,,,,,95.0,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,23.0,,,,,10.0,17.0,,31.0,,53.0,,,,,,94.9,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,10.0,,30.0,,10.0,,,,,7.0,,,,,,91.8,105,,MINIMUM,,0.0,unmatched,False,False
CHICAGO ILL,55,,,,,,,,,,,,,,,,,,83.7,105,,Chicago,99.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,3.0,,,,11.0,,,,10.0,10.0,,,,,,,93.9,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,80.0,60.0,80.0,,70.0,,100.0,,100.0,,,,,,,,95.0,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,40.0,15.0,46.0,18.0,12.0,,45.0,,,,,,,,,,93.8,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,10.0,,,,,,20.0,,,,,,,,,,81.3,105,,MINIMUM,,0.0,unmatched,False,False
EAST ST LOUIS HEL,55,,,,,,,,,,,,,,,,,,72.0,105,,East St. Louis,104.0,88.2,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,3.0,,4.0,,,2.0,3.0,,,,,,93.6,105,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,50.0,,,,50.0,200.0,,300.0,,80.0,300.0,,,,,,94.1,105,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,35.0,,,,36.0,200.0,,113.0,,55.0,126.0,,,,,,95.2,105,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,20.0,30.0,,20.0,20.0,200.0,,,,30.0,40.0,,,,,,94.5,105,,MINIMUM,,0.0,unmatched,False,False
EAST CHICAGO,56,,,,,,,,,,,,,,,,,,94.7,106,,East Chicago,107.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,5.0,,,,6.0,10.0,,7.0,,8.0,8.0,,,,,,94.2,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,30.0,200.0,20.0,,40.0,,40.0,,200.0,,,,,,,,93.2,106,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,8.0,,,,12.0,,20.0,22.0,68.0,,,,,,,,91.5,106,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,,2.0,,,,20.0,20.0,,,,,,,,95.5,106,,MINIMUM,,0.0,unmatched,False,False
OM NCINNATI OHIO,55,,,,,,,,,,,,,,,,,,76.5,106,,Cincinnati,126.0,71.4,low_confidence,False,False
NUMBER OF,,,,2.0,2.0,2.0,2.0,2.0,3.0,,,2.0,2.0,,,,,,95.7,106,,NUMBER OF,,0.0,unmatched,False,False
MAXIMUM,,,,,,,66.0,,40.0,42.0,,20.0,100.0,,,,,,93.6,106,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,,,43.0,,30.0,,43.0,,65.0,,,,,,94.7,106,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,20.0,17.0,,20.0,,20.0,,26.0,,30.0,,,,,,88.7,106,,MINIMUM,,0.0,unmatched,False,False
WL NNEAPOLIS MIAN,54 55,,,,,,,,,,,,,,,,,,78.4,106,,Minneapolis,147.0,78.8,low_confidence,False,True
NUMBER OF SAMPLES,,,1.0,1.0,1.0,,2.0,,5.0,,,,,,,,,,94.8,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,10.0,70.0,20.0,,20.0,,60.0,,,30.0,,,,,,,91.1,106,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,10.0,70.0,20.0,,10.0,,23.0,,23.0,,,,,,,,94.6,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,10.0,70.0,20.0,,,,,7.0,,,7.0,,,,,,89.1,106,,MIN I MUM,,0.0,unmatched,False,False
KA NSAS CITY WO,55 56,,,,,,,,,,,,,,,,,,84.2,106,,Kansas City,150.0,89.7,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,3.0,3.0,3.0,2.0,2.0,4.0,,1.0,1.0,1.0,,,,,,94.7,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,30.0,16.0,20.0,20.0,30.0,,100.0,,6.0,20.0,30.0,,,,,,93.1,106,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,28.0,,13.0,8.0,19.0,,40.0,,6.0,20.0,30.0,,,,,,95.2,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,27.0,6.0,10.0,,8.0,8.0,,5.0,6.0,20.0,30.0,,,,,,94.8,106,,MIN MUM,,0.0,unmatched,False,False
OP,55 56,,,,,,,,,,,,,,,,,,91.0,106,,OP,,0.0,unmatched,False,True
SAMPLES,,,2.0,,2.0,3.0,2.0,2.0,3.0,,1.0,3.0,,,,,,,95.4,106,,SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,50.0,,,20.0,40.0,,590.0,,,20.0,200.0,,,,,,90.7,106,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,40.0,,,6.0,30.0,,30.0,30.0,,16.0,120.0,,,,,,95.6,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,30.0,,,,20.0,,20.0,30.0,,10.0,40.0,,,,,,91.2,106,,MIN MUM,,0.0,unmatched,False,False
NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,,,,95.4,106,,New Orleans,162.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,3.0,3.0,4.0,4.0,4.0,6.0,,4.0,4.0,5.0,,,,,,,94.7,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX 1 MUM,,,200.0,10.0,,60.0,40.0,90.0,,200.0,,300.0,,,,,,,91.7,106,,MAX 1 MUM,,0.0,unmatched,False,False
AVERAGE,,,75.0,6.0,17.0,16.0,20.0,24.0,,57.0,,74.0,83.0,,,,,,89.7,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,5.0,,9.0,,10.0,,5.0,,10.0,,,,,,,,91.0,106,,MIN I MUM,,0.0,unmatched,False,False
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,,,,95.2,106,,Houston,177.0,91.7,high_confidence,False,True
NUMBER OF SAMPLES,,,5.0,,,,6.0,7.0,,6.0,6.0,9.0,,,,,,,92.5,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX T MUM,,,43.0,,,,5.0,40.0,,190.0,,,1500.0,,,,,,85.9,106,,MAX t MUM,,0.0,unmatched,False,False
AVERAGE,,,21.0,,,,3.0,13.0,15.0,886.0,,26.0,442.0,,,,,,89.4,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,3.0,3.0,,3.0,,,3.0,7.0,,2.0,,,,,,,92.6,106,,MIN I MUM,,0.0,unmatched,False,False
BELLA I RE TEXAS,54 55,,,,,,,,,,,,,,,,,,86.5,106,,Bellaire,179.0,85.7,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,,,2.0,2.0,1300.0,,200.0,,3.0,,,,,,95.7,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,9.0,,,,,1400.0,,70.0,,10.0,20.0,,,,,,95.2,106,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,6.0,,,,,1300.0,,,75.0,,9.0,,,,,,95.4,106,,Anchorage,187.0,62.5,low_confidence,False,False
MION MUM,,,4.0,,,,,1200.0,,40.0,,,3.0,,,,,,89.5,106,,MioN MUM,,0.0,unmatched,False,False
DENVER COOL,54 55,,,,,,,,,,,,,,,,,,88.8,106,,Denver,182.0,90.9,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,95.3,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,20.0,,,,40.0,,90.0,,40.0,,20.0,,,,,,93.5,106,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,,,,,21.0,,65.0,,30.0,50.0,,,,,,,93.2,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN T MUM,,,2.0,,,,3.0,3.0,40.0,,20.0,50.0,,,,,,,90.3,106,,MIN t MUM,,0.0,unmatched,False,False
SALT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,,,,89.0,106,,Salt Lake City,185.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,95.7,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,30.0,,,,4.0,7.0,70.0,,,30.0,,,,,,,91.9,106,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,20.0,,,,4.0,,60.0,,,30.0,,,,,,,95.9,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,10.0,3.0,,3.0,4.0,,50.0,,,30.0,,,,,,,93.3,106,,MIN I MUM,,0.0,unmatched,False,False
SAN FRANCISCO CALIF,55 56,,,,,,,,,,,,,,,,,,94.0,106,,San Francisco,204.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,2.0,,,,2.0,5.0,,3.0,3.0,5.0,,,,,,,95.7,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX T MUM,,,20.0,10.0,30.0,20.0,20.0,50.0,,20.0,,5.0,,,,,,,93.9,106,,MAX t MUM,,0.0,unmatched,False,False
AVERAGE,,,14.0,5.0,30.0,16.0,,21.0,,6.0,,1.0,,,,,,,95.0,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN T MUM,,,8.0,,30.0,8.0,10.0,,,,,,,,,,,,91.9,106,,MIN t MUM,,0.0,unmatched,False,False
PASADENA CALIF,55 36,,,,,,,,,,,,,,,,,,89.2,106,,Pasadena,199.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,2.0,1.0,3.0,3.0,2.0,3.0,,2.0,2.0,,,,,,,,94.8,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,10.0,9.0,30.0,20.0,5.0,10.0,,9.0,,,,,,,,,94.6,106,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,5.0,9.0,20.0,12.0,2.0,8.0,,4.0,,,,,,,,,95.0,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN J MUM,,,,9.0,10.0,,,8.0,,,,,,,,,,,84.8,106,,MIN J MUM,,0.0,unmatched,False,False
SAN JOSE CALIF,55 56,,,,,,,,,,,,,,,,,,94.6,106,,San Jose,206.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,2.0,2.0,,3.0,3.0,3.0,3.0,,,2.0,3.0,,,,,,95.8,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,,,,20.0,20.0,,34.0,42.0,,,8.0,,,,,,92.1,106,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,,,,10.0,6.0,,25.0,,,,2.0,,,,,,95.7,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,,,,,,,10.0,,10.0,,,,,,,,83.2,106,,MIN i MUM,,0.0,unmatched,False,False
SAN LEANORO CALIF,55 56,,,,,,,,,,,,,,,,,,84.8,106,,San Leandro,207.0,94.1,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,,,,2.0,4.0,4.0,,3.0,7.0,,,,,,,95.1,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX 1 MUM,,,20.0,20.0,20.0,20.0,40.0,300.0,,30.0,100.0,,,,,,,,90.4,106,,MAX 1 MUM,,0.0,unmatched,False,False
AVERAGE,,,20.0,10.0,20.0,20.0,40.0,150.0,,30.0,43.0,,,,,,,,95.2,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,20.0,,20.0,20.0,40.0,,20.0,30.0,190.0,,,,,,,,88.9,106,,MIN MUM,,0.0,unmatched,False,False
PORTLAND OREGON,54,,,,,,,,,,,,,,,,,,93.3,106,,Portland,212.0,88.9,high_confidence,False,False
NUMBER OF SAMPLES,,,,3.0,1.0,,,2.0,7.0,,,,,,,,,,91.2,106,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,,30.0,10.0,,,20.0,50.0,50.0,,,,,,,,,95.2,106,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,,13.0,10.0,,,20.0,23.0,,,,,,,,,,95.9,106,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,,,10.0,,,20.0,,,10.0,,,,,,,,91.9,106,,MIN I MUM,,0.0,unmatched,False,False
MIDOLESEX CNTY MASS,55,,,,,,,,,,,,,,,,,,83.8,107,,Middlesex County,219.0,90.0,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,2.0,,1.0,3.0,,3.0,3.0,,2.0,,,,,,,94.9,107,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,5.0,50.0,,10.0,9.0,,30.0,,,20.0,20.0,,,,,,93.5,107,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,9.0,25.0,,10.0,3.0,,13.0,,10.0,10.0,,,,,,,95.4,107,,Anchorage,187.0,62.5,low_confidence,False,False
MINITMUM,,,9.0,,,10.0,,,,,10.0,,,,,,,,74.0,107,,MINItMUM,,0.0,unmatched,False,False
KANAWHA CO W VA,,,,,,,,,,,,,,,,,,,75.2,107,,Kanawha County,221.0,88.2,high_confidence,False,False
