Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Col_17,Col_18,Col_19,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
MINIMUM,,,196.0,33.0,4.0,,,50.0,164.0,,162.0,,131.0,,,,,,91.5,99,,MINIMUM,,0.0,unmatched,False,False
SAN FRANCISCO CALIF,55 37,,,,,,,,,,,,,,,,,,87.2,99,,San Francisco,204.0,100.0,exact,False,True
WUMBER OF SAMPLES,,,3.0,,,,2.0,5.0,,3.0,3.0,5.0,,,,,,,92.3,99,,WUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,60.0,62.0,108.0,74.0,74.0,78.0,,73.0,122.0,167.0,205.0,,,,,,88.6,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,54.0,47.0,108.0,63.0,71.0,,56.0,,92.0,105.0,205.0,,,,,,93.2,99,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,44.0,35.0,108.0,58.0,69.0,,56.0,,59.0,62.0,205.0,,,,,,92.7,99,,MINIMUM,,0.0,unmatched,False,False
PASADENA CALIF,54 56,,,,,,,,,,,,,,,,,,93.0,99,,Pasadena,199.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,7.0,,7.0,6.0,9.0,,,4.0,6.0,,,,,,,,92.6,99,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,256.0,,,,321.0,,,,,,,,,,,,93.7,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,121.0,,,,145.0,161.0,167.0,344.0,,,,,,,,,92.1,99,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,1.0,,,,3.0,20.0,76.0,,141.0,,,,,,,,86.8,99,,MINIMUM,,0.0,unmatched,False,False
BERKELEY CALIF,54,,,,,,,,,,,,,,,,,,92.7,99,,Berkeley,191.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,5.0,,2.0,2.0,2.0,3.0,,3.0,4.0,5.0,,,,,,,94.8,99,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,250.0,,7.0,9.0,5.0,,8.0,,6.0,74.0,97.0,,,,,,94.2,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,82.0,,6.0,4.0,4.0,,5.0,,4.0,17.0,33.0,,,,,,93.3,99,,Anchorage,187.0,62.5,low_confidence,False,False
AVERAGE,,,4.0,,,,4.0,,2.0,3.0,,2.0,2.0,,,,,,94.7,99,,nan,,0.0,unmatched,False,False
SAW JOSE CALIF,54 56,,,,,,,,,,,,,,,,,,90.4,99,,San Jose,206.0,92.9,high_confidence,False,True
NUMBER OF SAMPLES,,,6.0,,,,5.0,5.0,5.0,229.0,,7.0,,,,,,,94.7,99,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,111.0,,,,140.0,,,,74.0,1867.0,,,,,,,82.6,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,44.0,,,,66.0,67.0,69.0,75.0,,38.0,,,,,,,94.5,99,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,4.0,,11.0,,7.0,,2.0,3.0,,3.0,,,,,,,90.6,99,,MINIMUM,,0.0,unmatched,False,False
SAN LEANDRO CALIF,55 56,,,,,,,,,,,,,,,,,,86.0,99,,San Leandro,207.0,100.0,exact,False,True
WUMBER OF SAMPLES,,,1.0,,,,2.0,4.0,4.0,,3.0,7.0,,,,,,,93.9,99,,WUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,45.0,63.0,,101.0,110.0,,121.0,,115.0,151.0,,,,,,,93.3,99,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,54,45.0,54.0,,101.0,99.0,,73.0,85.0,103.0,,,,,,,,91.1,99,,Anchorage,187.0,62.5,low_confidence,False,False
AVERAGE,,,45.0,46.0,,101.0,88.0,,,,86.0,,64.0,,,,,,94.1,99,,nan,,0.0,unmatched,False,False
HONOLULU,57,,,,,,,,,,,,,,,,,,77.5,99,,Honolulu,209.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,2.0,3.0,2.0,1.0,3.0,3.0,,,3.0,,,,,,,92.6,99,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,73.0,,653.0,61.0,46.0,52.0,,,,42.0,,,,,,,92.3,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,64.0,,,,46.0,,,37.0,,36.0,37.0,,,,,,94.8,99,,Anchorage,187.0,62.5,low_confidence,False,False
AVERAGE,,54,56.0,,,,46.0,,29.0,33.0,,30.0,36.0,,,,,,95.4,99,,nan,,0.0,unmatched,False,False
PORTLAND OREGON,54,,,,,,,,,,,,,,,,,,94.0,99,,Portland,212.0,88.9,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,,,,,2.0,7.0,,,20.0,,,,,,,93.7,99,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,5.0,,,,,103.0,184.0,,388.0,,,,,,,,93.8,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,4.0,,,,,96.0,108.0,133.0,142.0,144.0,,,,,,,95.9,99,,Anchorage,187.0,62.5,low_confidence,False,False
MINTTMUM,,,4.0,,,,,89.0,,69.0,,,,,,,,,90.0,99,,MINtTMUM,,0.0,unmatched,False,False
SEATTLE WASH,57,,,,,,,,,,,,,,,,,,94.7,99,,Seattle,218.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,1.0,,3.0,,2.0,2.0,3.0,,,,,,,,,94.3,99,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,26.0,,,,,28.0,,76.0,,,,,,,,,91.0,99,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,20.0,,,,,22.0,,206.0,,,,,,,,,93.1,99,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,15.0,71.0,,1.0,,16.0,,2.0,34.0,,,,,,,,88.9,99,,MiniMuM,,0.0,unmatched,False,False
SUBURBAN,,,,,,,,,,,,,,,,,,,95.0,100,,SUBURBAN,,,skip,False,False
MIOOLESEX CNTY MASS,55,,,,,,,,,,,,,,,,,,90.2,100,,Middlesex County,219.0,85.0,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,2.0,,1.0,3.0,,3.0,3.0,,2.0,,,,,,,93.8,100,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,75.0,102.0,,48.0,101.0,,,88.0,,123.0,,,,,,,89.7,100,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,75.0,67.0,,48.0,67.0,,48.0,74.0,,97.0,,,,,,,93.7,100,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,75.0,32.0,,48.0,44.0,,43.0,54.0,,71.0,,,,,,,92.8,100,,MINIMUM,,0.0,unmatched,False,False
LA KEHURST N J,56,,,,,,,,,,,,,,,,,,91.8,100,,Lakehurst,220.0,96.3,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,3.0,,2.0,1.0,1.0,,2.0,,2.0,2.0,,,,,,94.2,100,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,78.0,,225.0,75.0,107.0,,,145.0,,208.0,,,,,,,92.8,100,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,78.0,,146.0,53.0,107.0,,,102.0,,179.0,,,,,,,90.8,100,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,78.0,12.0,96.0,31.0,107.0,,,59.0,70.0,151.0,157.0,,,,,,86.3,100,,MINIMUM,,0.0,unmatched,False,False
KA NAWHA CO WW VA,54 55,,,,,,,,,,,,,,,,,,83.3,100,,Kanawha County,221.0,83.3,low_confidence,False,True
NUMBER OF SAMPLES,,,3.0,2.0,,5.0,3.0,3.0,,,,1.0,1.0,,,,,,94.3,100,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,257.0,101.0,,281.0,192.0,234.0,,,157.0,,94.0,,,,,,92.8,100,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,191.0,86.0,186.0,107.0,85.0,155.0,204.0,,118.0,,94.0,,,,,,93.0,100,,Anchorage,187.0,62.5,low_confidence,False,False
MINIT MUM,,,95.0,72.0,186.0,,6.0,89.0,204.0,,79.0,,94.0,,,,,,75.4,100,,MINIT MUM,,0.0,unmatched,False,False
HA MILTON COUNTY OHIO,54,,,,,,,,,,,,,,,,,,94.4,100,,Hamilton County,224.0,89.5,high_confidence,False,False
NUMBER OF SAMPLES,,,,4.0,,5.0,3.0,4.0,4.0,4.0,,3.0,,,,,,,95.5,100,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,,,107.0,,,10.0,,7.0,,,,,,,95.3,100,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,,,63.0,,,5.0,,5.0,,,,,,,93.2,100,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,,,5.0,6.0,,3.0,,4.0,,,,,,,95.4,100,,MINIMUM,,0.0,unmatched,False,False
DE NVER COUNTY COLO,54 535,,,,,,,,,,,,,,,,,,90.8,100,,Denver County,227.0,97.3,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,1.0,,,,1.0,,2.0,,1.0,1.0,,,,,,94.6,100,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,63.0,38.0,31.0,,,35.0,,24.0,71.0,,,,,,,,90.7,100,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,63.0,38.0,51.0,,,35.0,,23.0,55.0,,,,,,,,93.6,100,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,63.0,38.0,,,,35.0,,22.0,39.0,47.0,,,,,,,91.0,100,,MINIMUM,,0.0,unmatched,False,False
NONURBAN,,,,,,,,,,,,,,,,,,,91.0,100,,NONURBAN,,,skip,False,False
PT WORONZOF ALASKA,55 56,,,,,,,,,,,,,,,,,,91.2,100,,Pt. Woronzof,258.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,,1.0,,2.0,,,2.0,,,1.0,1.0,,,,,,92.4,100,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,22.0,,46.0,,73.0,,,48.0,60.0,,,,,,,93.6,100,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,22.0,45.0,43.0,,73.0,,,48.0,60.0,,,,,,,93.7,100,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,45.0,39.0,,73.0,,,48.0,60.0,,,,,,,93.0,100,,MINIMUM,,0.0,unmatched,False,False
=== TABLE 34: PAGES 101-102 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 34: Pages 101-102 ===,,,skip,False,False
WATERBURY CONN,,,,,40.0,10.0,,1.0,1.0,1.0,10.0,,,,,,,,90.0,101,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,,,,,10.0,,,1.0,1.0,7.0,,,,,,,,91.0,101,,nan,,0.0,unmatched,False,False
WATERBURY CONN,1,55 56,36.0,,40.0,10.0,,,1.0,1.0,9.0,10.0,20.0,22.0,23.0,,,,93.5,101,,nan,,0.0,unmatched,True,False
BOSTON MASS,1,55,23.0,,60.0,6.0,,,,1.0,1.0,1.0,1.0,7.0,23.0,,,,95.1,101,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,100.0,19.0,,1.0,1.0,1.0,6.0,11.0,23.0,41.0,53.0,,,,93.6,101,,Everett,8.0,100.0,exact,False,False
ELIZABETH N J,1,55 56,20.0,,5.0,,,,,,1.0,1.0,1.0,,1.0,,,,89.4,101,,Elizabeth,21.0,100.0,exact,True,False
PAULSBORO WN J,1,55 56,23.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,90.5,101,,Paulsboro,22.0,96.3,high_confidence,True,False
CAMDEN N OJ,1,55 56,19.0,,9.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,91.2,101,,Camden,19.0,95.2,high_confidence,True,False
PERTH AMBOY N J,1,55 56,21.0,,10.0,,,,,,1.0,1.0,1.0,1.0,,,,,92.5,101,,Perth Amboy,18.0,100.0,exact,True,False
TRENTON N J,1,55 56,16.0,,39.0,6.0,,,,1.0,1.0,1.0,1.0,14.0,19.0,,,,94.3,101,,Trenton,28.0,100.0,exact,True,False
JERSEY CITY N J,1,55 56,21.0,,52.0,8.0,,,,1.0,1.0,1.0,7.0,16.0,31.0,,,,94.6,101,,Jersey City,27.0,100.0,exact,True,False
NEW YORK WN Y,2,56,39.0,,140.0,10.0,,,1.0,1.0,1.0,1.0,7.0,17.0,29.0,,,,90.8,101,,New York,31.0,100.0,exact,False,False
NEW YORK WN Y,3,54 55,18.0,,140.0,10.0,,,,1.0,1.0,1.0,6.0,7.0,14.0,,,,95.1,101,,nan,,0.0,unmatched,True,False
NEW YORK WN Y,,54 56,,,39.0,10.0,,,1.0,1.0,1.0,13.0,17.0,27.0,31.0,,,,95.7,101,,nan,,0.0,unmatched,True,False
PHILADELPHIA PA,,,94.0,,53.0,6.0,,,,1.0,1.0,1.0,6.0,12.0,23.0,,,,91.8,101,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,56,11.0,,11.0,3.0,,,,1.0,1.0,1.0,7.0,8.0,10.0,,,,94.9,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,1,55 56,105.0,,536.0,6.0,,,,1.0,1.0,1.0,6.0,11.0,21.0,,,,94.0,101,,nan,,0.0,unmatched,True,False
PHILADELPHIA PA,4,56,11.0,,74.0,10.0,,,1.0,1.0,1.0,5.0,11.0,14.0,17.0,,,,93.8,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,5,56,,,5.0,1.0,,,,1.0,,1.0,1.0,1.0,4.0,,,,95.4,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,6,,11.0,,37.0,4.0,,,,1.0,1.0,1.0,1.0,5.0,6.0,,,,91.0,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,7,,11.0,,50.0,8.0,,,1.0,1.0,6.0,7.0,10.0,11.0,12.0,,,,93.5,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,,55,94.0,,53.0,6.0,,,,1.0,1.0,1.0,6.0,,23.0,,,,95.4,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,,56,53.0,,74.0,5.0,,,,1.0,1.0,1.0,5.0,8.0,12.0,,,,89.5,101,,nan,,0.0,unmatched,False,False
PHILADELPHIA PA,,55 56,47.0,,74.0,6.0,,,,1.0,1.0,1.0,5.0,10.0,18.0,,,,93.5,101,,nan,,0.0,unmatched,True,False
ALTOONA PA,1,56,13.0,,20.0,4.0,,,1.0,1.0,1.0,1.0,7.0,9.0,11.0,,,,93.9,101,,Altoona,57.0,100.0,exact,False,False
BRISTOL PA,1,55 56,18.0,,15.0,,,,,,1.0,1.0,1.0,1.0,,,,,94.9,101,,Bristol,58.0,100.0,exact,True,False
CHESTER PA,,55 56,18.0,,33.0,5.0,,,,1.0,1.0,1.0,6.0,10.0,17.0,,,,95.2,101,,Chester,55.0,100.0,exact,True,False
ERIE PA,1,56,25.0,,100.0,16.0,,,1.0,1.0,6.0,7.0,22.0,28.0,31.0,,,,91.7,101,,Erie,56.0,100.0,exact,False,False
PITTSBURGH PA,1,56,21.0,,70.0,20.0,1.0,6.0,8.0,10.0,21.0,22.0,28.0,31.0,40.0,,,,94.4,101,,Pittsburgh,48.0,100.0,exact,False,False
WILLEAMSPORT PA,1,55 56,23.0,,60.0,18.0,,1.0,1.0,1.0,20.0,22.0,28.0,31.0,53.0,,,,92.7,101,,Williamsport,50.0,93.3,high_confidence,True,False
WASHINGTON OC,2,56,17.0,,40.0,14.0,1.0,1.0,6.0,190.0,,20.0,,22.0,23.0,,,,92.8,101,,Washington,62.0,93.3,high_confidence,False,False
LOUISVILLE KY,1,54,17.0,,95.0,33.0,3.0,3.0,8.0,14.0,31.0,38.0,42.0,54.0,57.0,,,,93.9,101,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,55,21.0,,66.0,18.0,,1.0,2.0,3.0,6.0,8.0,23.0,42.0,62.0,,,,95.2,101,,nan,,0.0,unmatched,False,False
LOUISVILLE KY,1,54 55,38.0,,95.0,25.0,1.0,2.0,3.0,6.0,8.0,27.0,39.0,52.0,62.0,,,,95.0,101,,nan,,0.0,unmatched,True,False
LOUISVILLE KY,2,54,13.0,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,94.3,101,,nan,,0.0,unmatched,False,False
LOUISVILLE KY,2,55,10.0,,5.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,94.3,101,,nan,,0.0,unmatched,False,False
LOUISVILLE KY,2,54 55,23.0,,5.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,95.0,101,,nan,,0.0,unmatched,True,False
LOUISVILLE KY,,54,31.0,,95.0,19.0,,1.0,2.0,2.0,3.0,12.0,27.0,40.0,54.0,,,,93.5,101,,nan,,0.0,unmatched,False,False
LOUISVILLE KY,,,31.0,,66.0,12.0,,1.0,1.0,2.0,2.0,3.0,6.0,23.0,,,,,93.1,101,,nan,,0.0,unmatched,False,False
LOUISVILLE KY,,54 55,62.0,,95.0,16.0,,1.0,1.0,2.0,3.0,6.0,12.0,38.0,57.0,,,,91.9,101,,nan,,0.0,unmatched,True,False
CHARLESTON W VA,4,55,16.0,,100.0,31.0,,1.0,1.0,10.0,11.0,39.0,42.0,66.0,77.0,,,,90.4,101,,Charleston,77.0,100.0,exact,False,False
TAMPA FLA,1,,21.0,,50.0,18.0,,1.0,1.0,1.0,21.0,28.0,29.0,31.0,42.0,,,,91.9,101,,Tampa,84.0,100.0,exact,False,False
ATLANTA GA,1,55 56,16.0,,200.0,45.0,1.0,1.0,21.0,21.0,23.0,42.0,53.0,66.0,89.0,,,,92.9,101,,Atlanta,85.0,100.0,exact,True,False
CHATTANOOGA TENN,3,55,14.0,,55.0,14.0,,1.0,1.0,6.0,7.0,10.0,23.0,29.0,42.0,,,,94.2,101,,Chattanooga,94.0,100.0,exact,False,False
CHATTANOOGA TENN,4,55 56,18.0,,100.0,31.0,1.0,10.0,10.0,28.0,29.0,30.0,31.0,42.0,66.0,,,,94.4,101,,nan,,0.0,unmatched,True,False
CHATTANOOGA TENN,,,32.0,,100.0,23.0,,1.0,,10.0,23.0,28.0,30.0,39.0,,,,,93.6,101,,nan,,0.0,unmatched,False,False
CHICAGO ILEL,1,55,28.0,,100.0,17.0,,,1.0,1.0,6.0,11.0,23.0,31.0,53.0,,,,83.9,101,,Chicago,99.0,100.0,exact,False,False
CHICAGO ILEL,2,55,20.0,,100.0,43.0,1.0,11.0,31.0,38.0,41.0,53.0,60.0,66.0,83.0,,,,94.2,101,,nan,,0.0,unmatched,False,False
CHICAGO ILEL,4,55,29.0,,100.0,12.0,,,1.0,1.0,5.0,6.0,9.0,11.0,42.0,,,,95.2,101,,nan,,0.0,unmatched,False,False
CHICAGO ILEL,,55,77.0,,100.0,22.0,,1.0,1.0,5.0,10.0,20.0,37.0,51.0,64.0,,,,93.4,101,,nan,,0.0,unmatched,False,False
EAST ST LOUIS PEL,1,55 56,15.0,,300.0,101.0,31.0,38.0,42.0,51.0,55.0,57.0,89.0,201.0,315.0,,,,89.6,101,,East St. Louis,104.0,92.6,high_confidence,True,False
EAST ST LOUIS PEL,2,55 56,14.0,,80.0,28.0,1.0,8.0,20.0,21.0,22.0,23.0,31.0,42.0,66.0,,,,91.1,101,,nan,,0.0,unmatched,True,False
EAST ST LOUIS PEL,,55 56,29.0,,300.0,66.0,8.0,21.0,23.0,31.0,41.0,51.0,,77.0,201.0,,,,92.9,101,,nan,,0.0,unmatched,True,False
EAST CHICAGO INO,,,,,200.0,,,,,0.0,11.0,21.0,,42.0,103.0,,,,90.2,102,,East Chicago,107.0,93.8,high_confidence,False,False
EAST CHICAGO INO,2,55 56,26.0,,220.0,25.0,,1.0,1.0,2.0,21.0,28.0,29.0,38.0,41.0,,,,95.3,102,,nan,,0.0,unmatched,True,False
EAST CHICAGO INO,3,55 56,2.0,,40.0,11.0,,1.0,1.0,2.0,6.0,11.0,21.0,22.0,29.0,,,,91.9,102,,nan,,0.0,unmatched,True,False
EAST CHICAGO INO,4,55 56,20.0,,20.0,7.0,,,1.0,1.0,2.0,3.0,14.0,20.0,22.0,,,,94.8,102,,nan,,0.0,unmatched,True,False
EAST CHICAGO INO,,55 56,86.0,,220.0,20.0,,1.0,1.0,4.0,10.0,20.0,22.0,29.0,39.0,,,,94.7,102,,nan,,0.0,unmatched,True,False
CINCINNATI OHIO,1,55,23.0,,100.0,31.0,1.0,12.0,20.0,22.0,29.0,30.0,38.0,42.0,63.0,,,,94.4,102,,Cincinnati,126.0,93.3,high_confidence,False,False
MINNEAPOLIS MINN,1,54,21.0,,70.0,20.0,,1.0,6.0,7.0,20.0,21.0,23.0,31.0,57.0,,,,93.5,102,,Minneapolis,147.0,100.0,exact,False,False
KANSAS CITY MO,2,56,,,100.0,23.0,6.0,8.0,10.0,17.0,21.0,23.0,28.0,29.0,30.0,,,,95.4,102,,Kansas City,151.0,100.0,exact,False,False
KANSAS CITY MO,4,55 56,,,20.0,6.0,,1.0,1.0,,5.0,5.0,,,11.0,,,,94.9,102,,nan,,0.0,unmatched,True,False
KANSAS CITY MO,,55 56,27.0,,100.0,17.0,1.0,5.0,6.0,9.0,11.0,20.0,22.0,28.0,29.0,,,,92.5,102,,nan,,0.0,unmatched,True,False
ST LOUUITS MO,1,56,23.0,,200.0,27.0,,1.0,11.0,20.0,22.0,23.0,28.0,31.0,53.0,,,,87.3,102,,St. Louis,154.0,96.2,high_confidence,False,False
NEW ORLEANS LA,1,54 55,24.0,,200.0,27.0,,1.0,8.0,9.0,10.0,,21.0,23.0,96.0,,,,94.8,102,,New Orleans,162.0,100.0,exact,True,False
NEW ORLEANS LA,2,54 55,22.0,,300.0,50.0,1.0,5.0,10.0,,20.0,23.0,31.0,66.0,201.0,,,,92.5,102,,nan,,0.0,unmatched,True,False
NEW ORLEANS LA,,54,46.0,,300.0,38.0,1.0,4.0,9.0,10.0,11.0,21.0,23.0,42.0,98.0,,,,95.1,102,,nan,,0.0,unmatched,False,False
FT WORTH TEXAS,1,54 55,24.0,,40.0,7.0,,,,1.0,1.0,1.0,11.0,21.0,23.0,,,,91.2,102,,Ft. Worth,174.0,85.7,high_confidence,True,False
HOUSTON TEXAS,1,54,64.0,,1500.0,73.0,1.0,3.0,4.0,6.0,10.0,20.0,23.0,39.0,77.0,,,,93.6,102,,Houston,177.0,96.2,high_confidence,False,False
BELLAIRE TEXAS,1,55,31.0,,1400.0,186.0,1.0,3.0,5.0,10.0,21.0,23.0,38.0,42.0,1198.0,,,,95.1,102,,Bellaire,179.0,92.3,high_confidence,False,False
DENVER COL,1,54 55,23.0,,100.0,29.0,2.0,10.0,,20.0,22.0,23.0,39.0,42.0,57.0,,,,92.5,102,,Denver,182.0,95.2,high_confidence,True,False
SALT LAKE UTAH,2,54 55,26.0,,70.0,16.0,1.0,3.0,4.0,6.0,10.0,11.0,22.0,29.0,31.0,,,,93.4,102,,Salt Lake City,185.0,84.8,low_confidence,True,False
ANCHORAGE ALASKA,1,54 55,13.0,,700.0,111.0,,,1.0,1.0,1.0,11.0,,23.0,528.0,,,,90.7,102,,Anchorage,187.0,100.0,exact,True,False
SAN FRANCISCO CALIF,1,55,32.0,,50.0,9.0,,,1.0,1.0,4.0,8.0,10.0,21.0,23.0,,,,92.7,102,,San Francisco,204.0,100.0,exact,False,False
PASADENA CALIF,1,55 56,20.0,,30.0,8.0,,1.0,1.0,5.0,8.0,9.0,10.0,11.0,,,,,94.9,102,,Pasadena,199.0,100.0,exact,True,False
SAN JOSE CALIF,1,55 56,25.0,,42.0,8.0,,,1.0,1.0,1.0,8.0,10.0,11.0,34.0,,,,93.6,102,,San Jose,206.0,100.0,exact,True,False
SAN LEANDRO CALIF,1,55,30.0,,300.0,38.0,1.0,1.0,10.0,19.0,21.0,22.0,28.0,39.0,96.0,,,,93.0,102,,San Leandro,207.0,100.0,exact,False,False
PORTLAND OREGON,1,54 55,20.0,,50.0,20.0,1.0,,10.0,,21.0,23.0,28.0,30.0,31.0,,,,95.1,102,,Portland,212.0,93.3,high_confidence,True,False
=== TABLE 35: PAGES 103-103 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 35: Pages 103-103 ===,,,skip,False,False
CONNECTICUT TOTAL,,,,,,,,,,,,,,,,,,,95.5,103,state_total,Connecticut Total,,,state_aggregate,False,False
MASSACHUSETTS TOTAL,55,,,100.0,13.0,,,1.0,1.0,1.0,6.0,,23.0,42.0,,,,,94.6,103,state_total,Massachusetts Total,,,state_aggregate,False,False
NEW JERSEY TOTAL,55 56,,,52.0,2.0,,,,,1.0,1.0,,,,,,,,94.6,103,state_total,New Jersey Total,,,state_aggregate,False,True
NEW YORK TOTAL,54 56,,,140.0,10.0,,,1.0,1.0,1.0,1.0,,17.0,29.0,,,,,94.9,103,state_total,New York Total,,,state_aggregate,False,True
PENNSYLVANIA TOTAL,35 56,,,100.0,9.0,,,1.0,1.0,1.0,1.0,,18.0,29.0,,,,,93.5,103,state_total,Pennsylvania Total,,,state_aggregate,False,True
DTS COLUMBIA TOTAL,55 56,,,,,,1.0,6.0,10.0,20.0,20.0,21.0,22.0,23.0,,,,,94.4,103,,Columbia,90.0,61.5,low_confidence,False,True
KENTUCKY TOTAL,54 55,,,95.0,16.0,,1.0,1.0,2.0,3.0,6.0,12.0,38.0,57.0,,,,,94.5,103,state_total,Kentucky Total,,,state_aggregate,False,True
WEST VIRGINA TOTAL,,,,100.0,31.0,,1.0,1.0,10.0,11.0,39.0,42.0,66.0,77.0,,,,,94.4,103,,WEST VIRGINA TOTAL,,0.0,unmatched,False,False
FLORIDA TOTAL,55,,,50.0,18.0,,1.0,1.0,,21.0,28.0,29.0,31.0,42.0,,,,,93.3,103,state_total,Florida Total,,,state_aggregate,False,False
GEORGIA TOTAL,55 56,,,,,,1.0,,21.0,23.0,42.0,53.0,66.0,89.0,,,,,94.9,103,state_total,Georgia Total,,,state_aggregate,False,True
TENNESSEE TOTAL,55 56,,,100.0,23.0,,1.0,7.0,10.0,23.0,28.0,30.0,39.0,,,,,,92.6,103,state_total,Tennessee Total,,,state_aggregate,False,True
PLLINOIS TOTAL,55 56,,,300.0,34.0,,1.0,1.0,10.0,21.0,30.0,41.0,55.0,77.0,,,,,89.8,103,,PLLINOIS TOTAL,,0.0,unmatched,False,True
INDIANA TOTAL,55 56,,,220.0,20.0,,1.0,1.0,4.0,10.0,20.0,22.0,29.0,39.0,,,,,93.5,103,state_total,Indiana Total,,,state_aggregate,False,True
OHIO TOTAL,55,,,,,,12.0,20.0,22.0,29.0,30.0,38.0,42.0,63.0,,,,,92.5,103,state_total,Ohio Total,,,state_aggregate,False,False
MINNESOTA TOTAL,54 55,,,70.0,20.0,,1.0,6.0,7.0,20.0,21.0,23.0,31.0,57.0,,,,,93.3,103,state_total,Minnesota Total,,,state_aggregate,False,True
MISSOURI TOTAL,55 56,,,,,,5.0,8.0,,20.0,21.0,23.0,29.0,39.0,,,,,93.6,103,state_total,Missouri Total,,,state_aggregate,False,True
LOUISIANA TOTAL,55,,,,,,4.0,9.0,10.0,11.0,21.0,23.0,42.0,98.0,,,,,92.9,103,state_total,Louisiana Total,,,state_aggregate,False,False
