Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
NUMBER OF SAMPLES,,2,2,2,2,3,,2,3,1,2,,1,,,95.5,13
MAXIMUM,,301,260,356,136,327,246,181,181,122,121,306,461,,,92.2,13
AVERAGE,,208,168,298,116,213,184,135,154,122,113,186,481,,,94.7,13
MINIMUM,,115,77,240,97,100,141,89,125,122,105,108,461,,,93.8,13
ELIZABETH N SAMPLES,55 56,,,,,,,,,,,,,,,91.6,14
NUMBER OF,,3,4,4,8,2,2,4,4,4,,2,,,,95.4,14
MUM,,106,89,137,isi,136,105,140,99,213,86,250,217,,,88.2,14
AVERAGE,,71,65,98,99,112,101,102,91,139,86,183,117,,,93.8,14
MINIMUM,,52,37,71,51,88,97,71,78,105,86,116,55,,,86.5,14
PA ULSBORO N,55 56,,,,,,,,,,,,,,,92.4,14
NUMBER OF SAMPLES,,4,4,4,8,7,3,4,3,4,4,3,4,,,94.5,14
MAXIMUM,,224,187,236,142,138,110,104,129,168,138,133,146,,,91.8,14
AVERAGE,,139,134,157,107,106,81,87,98,104,77,123,105,,,93.1,14
MINIMUM,,73,86,122,53,Be,64,69,56,77,38,112,51,,,88.6,14
CA MDEN N J,55 37,,,,,,,,,,,,,,,85.0,14
NUMBER OF SAMPLES,,6,6,6,9,9,4,5,6,6,4,7,6,,,94.1,14
MAXIMUM,,272,368,352,288,318,265,224,216,235,165,376,345,,,93.7,14
AVERAGE,,219,176,233,171,244,174,157,148,128,135,190,233,,,91.7,14
MINUMUM,,179,54,130,73,163,61,118,101,75,80,108,150,,,87.2,14
PE RTH AMBOY N J,55 56,,,,,,,,,,,,,,,93.3,14
NUMBER OF SAMPLES,,5,3,4,7,6,4,4,3,3,2,3,4,,,92.1,14
MAXIMUM,,165,177,156,217,217,143,94,83,71,102,172,170,,,92.2,14
AVERAGE,,88,113,111,113,119,94,84,69,61,85,110,125,,,91.2,14
MINIMUM,,33,71,47,64,77,42,79,62,49,69,66,83,,,92.2,14
TR ENTON N J,55 56,,,,,,,,,,,,,,,91.5,14
NUMBER OF SAMPLES,,4,4,3,5,6,3,2,2,,3,3,4,,,93.7,14
MAXIMUM,,115,730,128,266,124,81,107,89,,971,190,256,,,95.0,14
AVERAGE,,B89,306,118,134,94,70,97,86,,376,156,165,,,92.6,14
MiNiMUM,,39,72,109,83,70,55,,83,,56,105,120,,,88.9,14
JERSEY CITY N J,54 57,,,,,,,,,,,,,,,94.3,14
NUMBER OF SAMPLES,,5,6,6,10,10,6,7,6,5,7,8,5,,,92.9,14
MAXIMUM,,343,,,313,314,262,278,210,193,180,329,311,,,94.2,14
AVERAGE,,195,169,178,182,186,160,167,147,129,119,2e4,205,,,93.1,14
MINIMUM,,95,125,110,80,131,100,122,94,71,96,163,123,,,91.8,14
EAST ORANGE N J,,,,,,,,,,,,,,,,94.2,14
NUMBER OF SAMPLES,,2,2,3,1,2,1,2,2,2,,1,2,,,95.7,14
MAXIMUM,,54,266,30,166,196,153,159,145,366,,35,171,,,94.7,14
AVERAGE,,51,172,28,166,131,153,97,138,259,,35,142,,,92.8,14
MINIMUM,,49,79,26,166,67,153,36,131,153,,35,113,,,95.2,14
NEWARK N J,57,,,,,,,,,,,,,,,94.5,14
NUMBER OF SAMPLES,,,2,2,3,1,2,1,1,2,2,,,,,95.2,14
MAXIMUM,,169,126,340,338,93,180,95,113,77,83,,,,,90.5,14
AVERAGE,,163,,225,212,93,135,95,113,66,74,,,,,92.6,14
MINIMUM,,157,116,110,108,93,,95,11 3,55,65,,,,,93.0,14
NEW YORK N Y,53 57,,,,,,,,,,,,,,,92.8,14
NUMBER OF SAMPLES,,17,20,29,22,20,24,23,24,24,20,20,19,,,93.3,14
MAXIMUM,,346,379,323,302,372,328,291,259,370,466,642,333,,,92.6,14
AVERAGE,,197,189,172,197,225,190,187,171,215,243,208,203,,,91.2,14
MI,,84,71,57,70,94,44,75,93,ai,97,79,78,,,86.1,14
Bl GHAMTON NY,,,,,,,,,,,,,,,,69.0,14
NUMBER OF SAMPLES,,2,2,3,1,3,2,2,2,2,3,2,2,,,90.5,14
MAXIMUM,,126,142,224,140,113,79,69,120,66,86,90,115,,,92.7,14
AVERAGE,,91,118,147,140,90,72,62,106,60,71,81,107,,,94.2,14
MINIMUM,,56,94,98,140,,65,56,92,54,54,73,99,,,93.6,14
BU FF ALO N Y,57,,,,,,,,,,,,,,,78.5,14
NUMBER OF SAMPLES,,2,2,2,2,2,3,2,1,2,1,1,1,,,93.1,14
MAXIMUM,,95,148,388,292,607,568,388,140,155,258,130,117,,,93.0,14
AVERAGE,,B85,109,306,230,343,318,293,140,148,258,130,117,,,94.2,14
,,75,70,224,168,80,190,198,140,141,258,130,117,,,91.8,14
sc HENECTADY N Y,57,,,,,,,,,,,,,,,90.4,14
NUMBER OF SAMPLES,,1,2,3,2,2,1,2,2,2,2,2,,,,93.0,14
MAX1MUM,,68,93,94,82,126,82,72,110,60,143,103,49,,,93.5,14
AVERAGE,,68,79,76,66,108,,64,76,49,116,77,49,,,95.5,14
MINIEMUM,,68,65,55,50,94,,57,43,38,90,51,49,,,84.3,14
SYRACUSE N Y,97,,,,,,,,,,,,,,,78.8,14
NUMBER OF SAMPLES,,2,3,2,1,3,1,3,2,2,2,3,2,,,93.3,14
MAXIMUM,,70,198,253,107,153,128,197,109,133,136,347,146,,,92.1,14
AVERAGE,,55,108,179,107,118,128,119,101,110,88,181,107,,,91.2,14
,,40,44,105,107,65,128,64,93,87,40,86,69,,,95.3,14
UT ICA N Y,57,,,,,,,,,,,,,,,82.6,14
NUMBER OF SAMPLES,,2,2,2,2,2,1,3,1,3,2,2,,,,94.8,14
MAXIMUM,,1 21,228,192,175,69,129,162,174,173,127,is4,210,,,91.1,14
AVERAGE,,93,163,160,146,63,129,91,174,114,116,106,,,,94.4,14
MINIMUM,,66,98,12.9,118,58,129,44,174,72,105,586,66,,,92.1,14
PH PA,53,,,,,,,,,,,,,,,89.7,14
NUMBER OF SAMPLES,,76,94,103,97,108,102,103,85,103,92,123,112,,,89.3,14
MAXIMUM,,910,742,684,4,774,396,385,444,463,483,710,761,,,85.8,14
AVERAGE,,262,236,230,262,250,193,184,188,,203,237,285,,,94.8,14
MINIMUM,,50,66,66,56,37,44,51,,59,29,71,63,,,91.2,14
AL TOONA PA,35 56,,,,,,,,,,,,,,,87.4,14
NUMBER OF SAMPLES,,,1,1,2,3,3,,3,3,5,3,3,,,94.8,14
MAX 1I1MUM,,,134,120,,181,i28,,132,127,411,166,125,,,79.7,14
AVERAGE,,,134,120,87,142,92,,97,88,196,139,100,,,94.9,14
MINIMUM,,,134,120,86,115,61,,78,67,Bea,87,82,,,89.7,14
BRISTOL PA,56,,,,,,,,,,,,,,,91.7,15
NUMBER OF SAMPLES,,,,3,5,6,4,4,3,4,,,4,,,92.8,15
MAXIMUM,,,177,124,138,148,1186,186,109,111,105,136,229,,,93.0,15
AVERAGE,,,126,96,65,106,,122,87,88,60,,139,,,90.2,15
MOM,,,91,,52,65,46,87,71,62,27,83,75,,,90.5,15
CHESTER PA,55 56,,,,,,,,,,,,,,,94.5,15
NUMBER OF SAMPLES,,,4,1,6,7,3,4,4,4,,2,4,,,88.8,15
MAXI MUM,,,222,94,168,323,155,198,179,180,126,273,179,,,92.8,15
AVERAGE,,,174,94,102,132,143,150,140,137,84,246,241,,,92.8,15
Mini MoM,,,tel,94,38,47,131,101,87,93,40,220,100,,,82.2,15
ERIE PA,56,,,,,,,,,,,,,,,91.3,15
NUMBER OF SAMPLES,,4,5,3,4,4,4,4,4,4,,4,5,,,94.6,15
MAXIMUM,,82,88,B89,82,64,100,66,85,91,110,77,550,,,86.4,15
AVERAGE,,79,65,73,,53,69,45,57,71,,,231,,,91.8,15
MIMS MUM,,73,41,55,44,45,25,33,432,39,39,33,31,,,85.1,15
PITTSBURGH,55 57,,,,,,,,,,,,,,,78.0,15
WOUMBER OF SAMPLES,,4,6,5,6,6,7,19,16,6,7,6,6,,,92.1,15
MAXIMUM,,99,253,253,311,348,449,180,276,232,,309,191,,,94.5,15
AVERAGE,,83,123,194,176,196,241,92,159,160,176,167,117,,,92.8,15
MINT MOM,,67,45,120,103,120,103,58,92,98,69,79,78,,,84.8,15
WILCLAMSPORT,55 56,,,,,,,,,,,,,,,72.7,15
NUMBER OF SAMPLES,,,3,4,3,4,4,4,5,4,5,7,3,,,92.2,15
MAXi MUM,,,515,289,264,314,310,229,191,,418,258,268,,,93.3,15
AVERAGE,,,364,222,223,200,205,140,164,175,254,197,201,,,94.3,15
MIM,,,284,153,193,145,135,74,121,158,116,85,131,,,86.2,15
ALLEWTOUN P,57,,,,,,,,,,,,,,,64.0,15
WAX UMBER OF SAMPLES,,,,1,1,3,2,2,3,1,3,2,3,,,88.4,15
,,,,110,87,152,145,98,214,58,195,87,129,,,95.4,15
AVERAGE,,,,110,87,114,133,69,157,58,116,87,107,,,94.5,15
MiNi Mule,,,,110,87,73,122,41,107,58,48,87,71,,,83.3,15
JOHNSTOWN PA,57,,,,,,,,,,,,,,,65.0,15
NUMBER OF SAMPLES,,,,,1,1,3,1,2,1,1,1,,,,94.9,15
MAXIMUM,,,,,244,132,126,124,268,239,223,103,,,,94.8,15
AVERAGE,,,,,244,132,88,124,248,239,223,103,,,,93.9,15
MINIMUM,,,,,244,i32,33,124,228,239,223,103,,,,91.8,15
LANCASTER PA,57,,,,,,,,,,,,,,,93.7,15
NUMBER OF SAMPLES,,,,,1,1,2,2,2,2,1,,,,,91.8,15
MAXI MUM,,,,,199,127,170,98,91,73,126,,,,,90.6,15
AVERAGE,,,,,199,127,152,92,85,69,126,,,,,93.0,15
MINIMUM,,,,,199,127,135,87,80,65,126,,,,,90.0,15
SCRANTON PA,57,,,,,,,,,,,,,,,94.0,15
NUMBER OF SAMPLES,,2,2,3,,2,2,2,2,2,3,2,2,,,93.1,15
MAXIMUM,,74,271,178,90,287,129,105,179,127,466,315,271,,,91.9,15
AVERAGE,,70,239,121,84,198,123,83,134,126,349,293,238,,,94.0,15
MINIMUM,,67,208,92,79,109,118,62,89,126,132,271,205,,,92.1,15
WASHINGTON OF.,57,,,,,,,,,,,,,,,71.7,15
NUMBER SAMPLES,,9,13,14,14,14,15,,16,12,15,11,10,,,93.9,15
MAXIMUM,,218,321,224,459,215,186,188,258,163,,276,236,,,94.5,15
AVERAGE,,130,203,138,159,142,118,129,108,122,143,160,133,,,94.5,15
MIMI MUM,,74,110,68,82,63,44,S57,,86,41,58,78,,,79.8,15
LOUISVILLE K,54 57,,,,,,,,,,,,,,,92.8,15
NUMBER OF SAMPLES,,8,8,5,10,7,8,i7,19,18,9,7,13,,,93.7,15
MAXIMUM,,166,188,231,275,318,288,272,358,335,306,353,384,,,93.9,15
AVERAGE,,136,143,143,155,154,142,170,154,173,213,218,176,,,90.1,15
MINIMUM,,97,113,48,95,78,91,101,65,59,96,129,92,,,90.2,15
BALTIMORE MD,56 57,,,2,,,,,,,,,,,,87.2,15
NUMBER OF SAMPLES,,2,2,,3,2,7,5,8,6,5,7,5,,,92.6,15
MAXIMUM,,254,166,176,301,233,295,191,447,220,461,423,729,,,94.0,15
AVERAGE,,185,146,150,207,161,164,136,,146,209,270,372,,,94.3,15
MINIMUM,,116,126,125,106,90,103,102,77,105,96,125,175,,,90.5,15
CHARLOTTE we,57,,,,,,,,,,,,,,,87.0,15
NUMBER OF SAMPLES,,2,2,2,2,2,3,2,2,2,1,2,3,,,94.7,15
MAXIMUM,,171,161,141,131,113,84,90,132,174,141,129,322,,,89.2,15
AVERAGE,,163,124,,124,86,68,78,113,119,141,117,231,,,93.8,15
MINT Ul,,155,88,113,117,59,45,67,95,65,141,105,132,,,84.8,15
WINSTON SALEM NC,57,,,,,,,,,,,,,,,92.5,15
OF SAMPLES,,2,2,2,3,2,2,2,3,1,3,2,,,,93.4,15
MAXIMUM,,189,228,162,106,109,86,99,119,37,87,140,128,,,88.8,15
AYERAGE,,143,142,129,88,85,75,95,81,37,74,99,116,,,92.8,15
Mint MON,,98,56,96,71,62,64,91,28,37,61,59,105,,,87.5,15
SAN JUAN PUERTO RICO,57,,,,,,,,,,,,,,,76.0,15
WUMBER OF SAMPLES,,3,1,2,1,,2,2,,2,3,2,1,,,91.4,15
MAXIMUM,,76,132,101,87,,84,53,61,68,1a4,75,53,,,87.4,15
AVERAGE,,62,132,93,87,,82,49,56,67,81,66,,,,88.1,15
MiNi Mu,,54,132,85,87,,81,45,52,67,54,,,,,82.5,15
NORFOLK VA,57,,,,,,,,,,,,,,,92.0,15
NUMBER OF SAMPLES,,2,2,3,1,2,2,3,2,2,1,3,,,,95.6,15
MAXi MUM,,135,160,115,107,168,123,115,109,147,91,121,142,,,94.1,15
AVERAGE,,128,127,107,107,150,114,101,94,120,91,,111,,,94.4,15
Mini MUM,,121,95,99,107,1353,106,79,80,94,91,60,81,,,81.4,15
RICHMOND VA,,,,,,,,,,,,,,,,93.0,16
WUMBER OF SAMPLES,,2,,2,102,2,,2,2,2,,1,3,,,90.9,16
MAXIMUM,,99,,157,,106,81,115,95,137,119,50,165,,,91.5,16
AVERAGE,,99,162,108,97,86,65,92,60,104,94,50,1232,,,88.9,16
MINIMUM,,99,133,60,91,66,50,69,66,72,71,,64,,,91.6,16
CHARLESTON WF,53 57,,,,,,,,,,,,,,,78.5,16
MUMBER OF SAMPLES,,6,8,6,10,13,10,12,11,13,13,9,13,,,93.2,16
MAXIMUM,,502,696,793,561,422,493,475,386,546,635,497,764,,,89.5,16
AVERAGE,,257,365,312,240,255,320,194,188,290,251,192,303,,,93.2,16
MiNi MUM,,66,77,81,62,91,63,63,75,60,44,568,67,,,85.0,16
WHEELING W,56 57,,,,,,,,,,,,,,,90.2,16
NUMBER OF SAMPLES,,2,2,2,3,1,2,6,4,4,,3,2,,,95.2,16
,,344,,215,217,157,178,197,212,163,419,278,292,,,94.8,16
AVERAGE,,248,242,187,174,157,176,137,165,139,297,,231,,,95.0,16
MUM,,152,207,159,137,157,175,96,126,101,208,165,170,,,89.2,16
BIRMINGHAM ALA,,,,,,,,,,,,,,,,76.0,16
NUMBER OF SAMPLES,,2,3,1,2,3,2,2,1,2,,2,2,,,95.8,16
MAXIMUM,,171,195,78,177,243,88,166,166,197,285,118,154,,,88.6,16
AVERAGE,,165,130,78,113,124,72,131,166,139,170,116,126,,,91.5,16
MINIMUM,,159,87,78,50,54,56,97,166,82,101,115,99,,,93.3,16
TAMPA FLA,57,,,,,,,,,,,,,,,93.7,16
WUMBER OF SAMPLES,,14,13,14,13,12,,14,14,13,13,11,15,,,91.3,16
MAXIMUM,,123,158,171,151,132,141,108,115,110,100,172,377,,,92.7,16
AVERAGE,,a5,109,103,87,95,86,70,67,71,74,118,122,,,92.8,16
MINIMUM,,39,78,48,33,44,40,50,34,54,31,590,57,,,91.6,16
MiAMI FLA,57,,,,,,,,,,,,,,,78.7,16
NUMBER OF SAMPLES,,2,2,1,2,3,1,3,2,2,,3,2,,,94.5,16
MAXIMUM,,86,65,99,65,64,69,106,56,59,64,89,58,,,91.9,16
AVERAGE,,,62,99,57,50,69,79,45,53,56,70,31,,,85.6,16
,,79,59,99,49,39,69,Si,31,47,49,,45,,,94.2,16
ATLAMTA GA,53 57,,,,,,,,,,,,,,,93.5,16
NUMBER OF SAMPLES,,17,22,21,17,14,14,19,18,11,12,7,15,,,92.5,16
MAXIMUM,,306,256,319,159,203,,216,197,212,421,242,261,,,93.2,16
AVERAGE,,163,146,143,111,116,119,109,122,127,175,153,145,,,92.7,16
MINIMUM,,53,31,33,50,56,83,55,685,64,as,78,82,,,85.5,16
COLUMBUS GA,57,,,,,,,,,,,,,,,95.3,16
WUMBER OF SAMPLES,,3,2,3,1,3,2,2,2,2,,2,2,,,94.9,16
MAXIMUM,,90,128,145,138,132,53,125,120,104,209,101,158,,,94.2,16
AVERAGE,,75,118,106,138,83,45,107,116,83,159,88,114,,,93.4,16
Mint MUM,,60,108,68,138,44,37,90,112,63,a2,76,70,,,83.4,16
JACKSON MIS 8,57,,,,,,,,,,,,,,,56.2,16
NUMBER OF SAMPLES,,2,2,2,2,2,1,3,3,1,,2,1,,,95.4,16
MAXi MUM,,84,33,198,55,66,42,147,128,64,79,65,59,,,90.9,16
AVERAGE,,70,26,156,54,60,42,103,110,64,70,40,,,,94.4,16
MINT MUM,,56,19,114,54,54,42,74,90,64,54,15,59,,,83.2,16
COLUMBIA SC,57,,,,,,,,,,,,,,,82.7,16
NUMBER OF SAMPLES,,2,2,2,1,2,3,2,3,1,,3,1,,,94.4,16
MAX MUM,,133,99,209,79,93,104,104,135,78,175,156,139,,,88.6,16
AVERAGE,,105,97,180,79,90,74,97,122,78,128,132,139,,,93.0,16
Mint MUM,,77,96,152,79,87,55,90,100,78,82,98,139,,,87.6,16
GREENVILLE SC,57,,,,,,,,,,,,,,,90.7,16
WUMBER OF SAMPLES,,2,2,2,2,4,3,3,2,3,,2,2,,,94.8,16
MAXI MUM,,116,187,95,159,100,98,91,142,265,1532,177,126,,,82.2,16
AVERAGE,,99,140,75,118,83,T3,TO,103,169,112,166,103,,,92.9,16
,,82,93,,78,61,59,46,64,77,72,,80,,,91.6,16
CHATTANOOGA TENA,54 57,,,,,,,,,,,,,,,87.5,16
NUMBER OF SAMPLES,,23,16,20,17,9,7,15,15,17,,a1,37,,,92.4,16
MAXIMUM,,302,565,398,323,325,258,267,385,394,394,644,,,,94.4,16
AVERAGE,,146,211,186,195,213,152,145,167,190,235,193,138,,,95.4,16
MINIMUM,,35,61,6 4,54,,83,33,,69,96,69,25,,,88.5,16
KNOXVILLE,,,,,,,,,,,,,,,,93.0,16
NUMBER OF SAMPLES,,2,2,2,3,1,3,2,2,3,,2,,,,95.8,16
MAXIMUM,,131,232,168,224,124,87,111,159,143,139,159,245,,,94.2,16
AVERAGE,,122,171,,160,124,76,94,130,121,139,157,198,,,93.1,16
MINT MUM,,114,111,91,79,124,68,78,102,109,139,156,108,,,83.9,16
NASHVILLE TENN,57,,,,,,,,,,,,,,,95.0,16
NUMBER OF SAMPLES,,4,2,2,2,,2,2,2,3,,2,,,,95.8,16
MAXIMUM,,178,93,129,198,123,159,163,255,176,317,116,128,,,94.9,16
AVERAGE,,153,65,116,156,96,124,123,209,131,221,103,116,,,91.1,16
Mini Mun,,144,717,1053,114,80,90,84,164,,125,91,105,,,83.5,16
CHICAGO tl,54 57,,,,,,,,,,,,,,,89.0,16
NUMBER OF SAMPLES,,25,33,23,17,24,36,30,37,35,29,36,30,,,95.3,16
MAXIMUM,,386,626,519,503,,385,443,398,362,584,563,865,,,91.1,16
AVERAGE,,217,308,224,253,224,205,156,166,159,278,248,392,,,94.4,16
MINIMUM,,35,43,68,78,72,68,42,14,15,,66,30,,,91.5,16
EAST ST LOUIS Le,55 56,,,,,,,,,,,,,,,72.2,16
NUMBER OF SAMPLES,,8,8,,8,9,6,8,15,8,,7,8,,,95.1,16
MAXIMUM,,,407,608,441,242,297,337,313,357,302,338,328,,,93.2,16
AVERAGE,,251,200,260,289,176,189,207,164,189,151,208,186,,,94.5,16
MintMUM,,128,72,102,119,68,120,107,89,82,32,97,84,,,90.8,16
SPRINGFIELD LL,,,,,,,,,,,,,,,,45.0,17
NUMBER OF SAMPLES,,,,,,,6a,,148,100,473,2418,,,,78.8,17
MAXt MUM,,,,,,,,,,,,,,,,74.0,17
AVERAGE,,,,102,69,77,62,98,118,97,107,210,77,,,94.0,17
MINIMUM,,,,78,60,67,62,86,118,95,43,210,45,,,91.2,17
EAST CHICAGO,55 57,,,,,,,,,,,,,,,85.8,17
NUMBER OF SAMPLES,,,14,28,22,27,14,23,14,19,25,20,15,,,92.8,17
MAXIMUM,,470,290,978,720,852,427,298,479,432,489,439,700,,,92.4,17
AVERAGE,,295,172,291,325,286,211,185,263,248,286,199,216,,,92.6,17
,,104,,105,66,79,118,82,168,118,74,73,63,,,91.3,17
EVANSVILLE INO,57,,,,,,,,,,,,,,,81.7,17
WUMBER OF SAMPLES,,2,2,3,1,3,2,2,2,2,2,1,3,,,94.3,17
WAXt MUM,,143,107,133,141,170,68,78,105,127,105,13,124,,,89.6,17
AVERAGE,,141,100,106,141,110,66,75,90,100,97,13,968,,,93.0,17
MINIMUM,,139,93,990,141,75,65,73,76,,90,13,,,,90.7,17
FORT WAYNE ino,57,,,,,,,,,,,,,,,73.5,17
NUMBER OF SAMPLES,,2,3,2,2,2,2,3,1,2,4,3,2,,,95.2,17
MAXIMUM,,127,304,206,135,105,91,114,136,136,244,189,162,,,89.5,17
AVERAGE,,108,212,172,126,95,85,95,136,105,184,146,135,,,94.5,17
MINIMUM,,B9,132,138,117,85,79,70,136,72,110,121,109,,,87.2,17
1nO,,,,,,,,,,,,,,,,34.0,17
MUMBER OF SAMPLES,,1,2,1,2,3,2,2,3,2,4,2,2,,,94.3,17
MAXIMUM,,176,127,217,166,200,140,123,260,178,158,151,155,,,94.1,17
AVERAGE,,176,123,217,144,162,134,111,212,132,140,128,133,,,91.6,17
MINIMUM,,176,119,217,123,,128,100,177,87,125,106,111,,,90.9,17
OETROIT MIC,53 57,,,,,,,,,,,40,,,,91.8,17
NUMBER OF SAMPLES,,1,7,12,15,14,13,6,9,11,6,,4,,,91.1,17
MAXIMUM,,106,374,447,584,298,743,375,224,227,344,716,221,,,86.4,17
AVERAGE,,106,252,179,192,149,223,158,117,154,209,305,170,,,95.3,17
MINIMUM,,106,95,47,23,24,48,48,50,86,92,38,146,,,91.8,17
