Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
ERIE PA,1,56,25,,5,2,1,1,1,1,2,2,2,2,3,,,94.8,114
PITTSBURGH PA,1,56,21,2,10,4,,2,2,3,4,5,5,6,7,,,89.8,114
PA,1,55 56,23,,6,2,1,1,2,2,,2,3,3,5,,,94.3,114
WASHINGTON oc,2,55 56,17,,5,2,1,1,1,1,2,2,2,3,3,,,94.0,114
KY,1,54,17,,38,7,1,1,2,3,3,4,6,7,8,,,95.1,114
,1,55,21,,26,3,2,3,4,4,5,5,6,12,22,,,91.4,114
,1,54 35,38,,38,7,1,2,3,4,5,5,6,8,22,,,93.6,114
,2,54,13,,6,3,1,2,2,2,2,3,3,3,5,,,92.9,114
,2,,10,,16,3,,1,1,1,2,3,4,5,7,,,92.3,114
,2,54 55,23,,16,3,,1,1,2,2,3,3,4,6,,,93.4,114
,,54,31,,38,5,1,1,2,2,3,3,5,6,7,,,95.5,114
,,55,31,,26,6,1,2,3,4,4,5,6,10,,,,95.3,114
,,54 55,62,,38,6,1,1,2,3,3,4,5,7,17,,,94.6,114
BALTIMORE MD,1,57,18,,34,3,,,,,1,1,1,1,1,,,95.2,114
CHARLESTON W VA,4,55,16,,3,1,1,1,1,1,2,2,2,2,3,,,90.9,114
TAMPA FLA,1,55,21,,6,2,1,1,1,1,2,2,2,2,3,,,94.6,114
ATLANTA GA,1,55 56,16,,30,6,1,1,2,2,3,5,6,8,21,,,92.9,114
CHATTANOOGA TENN,3,55,14,,4,1,,1,1,,2,2,2,2,3,,,94.0,114
,4,55 56,18,,7,2,1,1,1,2,2,2,4,4,5,,,94.1,114
,,55 56,32,,7,2,1,1,1,1,2,2,2,3,5,,,94.2,114
CHICAGO PUL,1,55,268,,199,12,2,2,3,3,4,5,8,9,10,,,89.4,114
,2,55,20,2,40,16,3,5,6,7,9,10,,30,38,,,95.7,114
,4,55,29,,100,9,1,2,2,3,4,6,7,8,10,,,93.3,114
,,,77,,199,12,1,2,3,4,6,7,9,10,22,,,93.5,114
EAST sT LOUIS ILL,1,55 56,15,3,70,17,3,4,5,6,10,10,21,22,41,,,91.8,114
,2,55 56,14,2,20,5,1,2,2,2,3,3,5,6,10,,,93.9,114
,,55 56,29,2,70,,2,2,3,4,5,6,10,20,22,,,94.9,114
EAST CHICAGO IND,1,,19,,20,8,,,,,9,,,,20,,,90.7,115
,2,55 56,26,1,20,7,1,2,3,4,5,7,8,10,20,,,93.8,115
,3,55 36,21,,20,4,1,2,2,3,3,3,4,,10,,,89.3,115
,4,55 56,20,,30,6,1,1,2,2,3,4,5,7,22,,,94.7,115
,,55 56,86,,30,6,1,2,2,3,4,5,7,10,20,,,93.4,115
CINCINNATI OHIO,1,,23,2,140,12,2,2,3,3,4,5,,9,21,,,94.3,115
YOUNGSTOWN ORIO,1,57,12,,70,16,,1,1,3,14,15,21,28,36,,,93.7,115
MILWAUKEE w 1s,1,57,19,,43,4,,,,1,1,1,1,1,22,,,87.2,115
MINNEAPOLIS MINN,1,54 55,21,,4,1,1,1,1,1,2,2,2,2,3,,,94.5,115
KANSAS CITY MO,2,56,18,2,9,3,1,2,2,2,3,3,4,5,6,,,94.6,115
,4,55 56,9,,2,,,,1,1,1,1,1,1,2,,,94.5,115
,,55 56,27,,9,2,1,1,1,2,2,2,3,4,5,,,95.3,115
ST MO,1,55 56,23,2,30,7,2,3,3,4,5,5,7,8,22,,,92.8,115
NEW ORLEANS LA,1,54 55,24,,5,1,,,,1,1,1,1,1,2,,,94.7,115
,2,54 55,,,10,1,,,,1,1,1,1,2,2,,,95.0,115
,,54 55,46,,10,1,,,,1,1,1,1,1,2,,,93.9,115
FT WORTH TEXAS,1,54 55,24,,3,1,,1,1,,1,2,2,2,2,,,93.9,115
HOUSTON TEXAS,1,54 55,64,,599,1i,,,1,1,2,2,3,3,5,,,92.3,115
BELLAIRE TEXAS,1,54,17,,5,2,1,1,1,2,2,2,2,4,4,,,94.8,115
,1,55,14,,5,1,,1,1,1,1,2,2,3,4,,,90.8,115
,1,54 95,31,,5,2,,1,1,1,2,2,2,3,4,,,91.5,115
DENVER COL,1,54 55,23,,70,11,,1,3,3,6,8,10,10,30,,,93.8,115
SALT LAKE city UTAH,2,54 55,26,,20,3,,,1,1,1,3,4,5,5,,,91.2,115
ANCHORAGE ALASKA,1,54 55,13,,,,,,,,1,1,1,1,1,,,94.0,115
SAN FRANCISCO CALIF,1,56,32,,3,,,,,1,1,,1,2,2,,,95.2,115
PASADENA CALIF,1,55 56,20,,7,2,1,1,1,2,2,2,2,3,3,,,94.6,115
SAN JOSE CALIF,1,55 56,25,,5,1,,1,1,1,1,2,2,2,3,,,93.9,115
SAN LEANDRO CALIF,1,55 56,30,2,6,3,1,2,2,2,2,3,3,4,5,,,94.5,115
PORTLAND OREGON,1,54 55,20,1,20,6,1,2,3,4,4,5,7,8,10,,,92.8,115
SEATTLE WASH,1,,20,,10,,,,,,1,1,1,1,1,,,94.4,115
