Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
NUMBER OF SAWPLES,,,1,1,1,2,,2,1,4,2,2,2,,,93.9,211
MAX IMUM,,,42,28,8,7,,33,3,18,21,22,55,,,88.2,211
AVERAGE,,,42,28,8,4,,17,3,9,11,16,45,,,94.5,211
MIN 1MUM,,,42,28,8,2,,2,3,5,2,10,35,,,87.2,211
CHESTER PA,55 56,,,,,,,,,,,,,,,94.0,211
NUMBER OF SAMPLES,,,1,,2,2,2,2,3,4,1,,1,,,93.3,211
MAX 1MUM,,,53,,160,10,11,20,39,32,12,,19,,,91.7,211
AVERAGE,,,53,,85,7,9,13,25,17,12,,19,,,91.9,211
MIN 1 MUM,,,53,,11,4,8,7,10,7,12,,19,,,77.2,211
Pi TTSBURGH PA,56,,,,,,,,,,,,,,,80.2,211
NUMBER OF SAMPLES,,3,3,3,,,3,2,,2,2,2,1,,,95.2,211
MAX i MUM,,2,2,4,,,3,2,,3,3,7,2,,,81.1,211
AVERAGE,,,1,3,,,2,2,,2,2,4,2,,,95.9,211
MIN 1 MUM,,,,2,,,2,2,,2,2,2,2,,,78.1,211
Wi LLIAMSPORT PA,55 56,,,,,,,,,,,,,,,84.8,211
NUMBER OF SAMPLES,,,3,,2,3,2,1,1,3,2,,2,,,94.7,211
MAX 1MUM,,,8,7,8,9,2,2,3,4,4,10,9,,,92.2,211
AVERAGE,,,5,,5,4,1,2,3,4,3,7,8,,,92.5,211
Mtn 1MUM,,,4,7,3,2,,2,3,4,2,4,7,,,87.6,211
WA SHINGTON DC,54 56,,,,,,,,,,,,,,,92.0,211
NUMBER OF SAMPLES,,1,4,1,5,6,6,4,7,6,3,,,,,95.3,211
MAX,,200,100,20,70,BO,80,90,90,80,100,100,,,,93.9,211
AVERAGE,,200,50,20,19,44,18,22,ai,21,33,100,,,,93.8,211
MIN IMUM,,200,16,20,1,,,,,,,100,,,,84.6,211
LOUILSVILLE KY,54 55,,,,,,,,,,,,,,,78.5,212
NUMBER OF SAMPLES,,2,3,1,5,4,4,13,13,12,6,1,6,,,93.1,212
MAX I MUM,,3,6,8,3,3,18,23,7,25,7,4,19,,,92.1,212
AVERAGE,,2,4,8,1,,7,5,2,4,3,4,4,,,95.8,212
MIN MUM,,2,3,8,,,,,,,2,4,,,,94.4,212
BA LTtmMORE wD,57,,,,,,,,,,,,,,,70.5,212
NUMBER OF SAMPLES,,1,2,2,3,1,3,2,3,1,,,,,,95.8,212
MAX MUM,,100,180,430,260,68,100,130,140,94,,,,,,94.9,212
AVERAGE,,100,170,310,164,68,76,96,91,94,,,,,,95.7,212
a I MUM,,100,160,190,52,68,42,63,49,94,,,,,,83.9,212
CH ARLESTON W VA,54 55,,,,,,,,,,,,,,,91.5,212
NUMBER OF SAMPLES,,,1,1,4,4,3,2,1,1,3,2,1,,,94.4,212
MAX 1 MUM,,,10,3,60,9,20,6,9,10,10,10,20,,,90.4,212
AVERAGE,,,10,3,19,3,7,,9,10,4,5,20,,,94.6,212
MIN I MUM,,,10,3,2,,,,9,10,,,20,,,88.4,212
TA MPA FLA,54 55,,,,,,,,,,,,,,,92.8,212
NUMBER OF SAMPLES,,2,1,1,5,,2,2,2,3,,2,1,,,95.1,212
MAX I MUM,,3,10,,2,94,2,2,7,,4,2,3,,,90.4,212
AVERAGE,,2,10,,1,20,1,2,4,4,4,2,3,,,94.8,212
MIN MUM,,2,10,,,,,2,2,,4,2,3,,,91.8,212
ATLANTA GA,54 56,,,,,,,,,,,,,,,95.2,212
HUMBER OF SAMPLES,,1,2,3,3,2,1,3,1,,,1,1,,,93.0,212
MAX MUM,,6,380,3,2,,2,2,1,,4,3,20,,,92.1,212
AVERAGE,,6,191,1,1,,2,,1,,4,3,20,,,95.3,212
MIN 1 MUM,,6,3,,,,2,,1,,4,3,20,,,88.8,212
CHATTANOOGA TENN,55 56,,,,,,,,,,,,,,,79.0,212
NUMBER OF SAMPLES,,1,5,3,2,2,,1,4,4,5,3,2,,,93.9,212
MAX 1 MUM,,,3,2,2,3,,2,2,2,40,,3,,,91.7,212
AVERAGE,,,,1,1,2,,2,1,2,9,,3,,,93.4,212
MIN I MUM,,,,,,2,,2,,2,,,3,,,87.9,212
CHICAGO ILL,54 55,,,,,,,,,,,,,,,88.0,212
NUMBER OF SAMPLES,,4,7,6,,12,20,14,9,8,16,13,8,,,93.7,212
MAX I MUM,,10,65,50,90,40,10,10,10,60,30,30,54,,,88.8,212
AVERAGE,,4,18,21,43,7,4,1,2,9,7,11,16,,,94.8,212
MIN MUM,,,,2,10,,,,,,,,,,,88.2,212
EAST ST LOUt 8 ILL,56,,,,,,,,,,,,,,,75.5,212
NUMBER OF SAMPLES,,4,2,2,2,2,3,1,4,3,1,2,3,,,94.8,212
MAX I MUM,,7,4,6,4,3,3,4,3,3,,6,4,,,92.3,212
AVERAGE,,4,3,4,4,1,2,4,2,1,,4,3,,,95.7,212
MIN J MUM,,2,3,2,4,,2,4,2,,,3,2,,,90.1,212
EA CHICAGO,56,,,,,,,,,,,,,,,86.7,212
NUMBER OF SAMPLES,,6,5,14,7,4,6,10,5,7,6,8,8,,,94.0,212
MAX I MUM,,80,20,140,140,30,30,10,8,20,20,50,35,,,89.8,212
AVERAGE,,35,9,40,44,16,12,2,4,8,9,11,12,,,94.2,212
MIN I MUM,,2,2,,10,7,,,2,2,3,1,2,,,89.8,212
ci NCINNATI OHIO,54 55,,,,,,,,,,,,,,,84.4,212
NUMBER OF SAMPLES,,3,6,13,15,i1,19,8,9,12,8,3,6,,,94.5,212
MAX i MUM,,154,10,15,6,,6,3,2,2,10,7,7,,,89.4,212
AVERAGE,,52,2,3,1,1,,,,,2,4,2,,,94.8,212
MIN I MUM,,,,,,,,,,,,2,,,,82.8,212
YOUNGSTOWN OHIO,57,,,,,,,,,,,,,,,93.7,212
NUMBER OF SAMPLES,,,,1,2,1,1,2,2,1,2,,,,,95.1,212
MAX I MUM,,,,5,7,,,9,13,4,16,,,,,90.7,212
AVERAGE,,,,5,6,7,,8,10,4,13,,,,,95.4,212
MIN 1 MUM,,,,5,5,7,,7,7,4,10,,,,,88.4,212
wl LWAUKEE 18,57,,,,,,,,,,,,,,,57.0,212
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,95.5,212
MAX 1 MUM,,48,48,23,38,11,5,15,7,43,9,,,,,89.0,212
AVERAGE,,43,34,16,25,9,5,10,6,26,9,,,,,95.3,212
WIN I MUM,,39,20,10,18,8,5,8,6,10,9,,,,,87.9,212
wl NNEAPOLIS MIAN,54,,,,,,,,,,,,,,,80.2,212
NUMBER OF SAMPLES,,1,2,3,,4,3,,5,4,3,2,1,,,93.1,212
MAX MUM,,30,20,10,7,,2,,2,4,7,10,30,,,95.3,212
AVERAGE,,30,15,6,3,,,,1,2,3,8,30,,,95.5,212
MIN j MUM,,30,10,2,,,,,,2,,7,30,,,88.4,212
KANSAS city SAMPLES,54 56,,,,,,,,,,,,,,,86.4,212
NUMBER OF,,4,3,5,,5,3,2,4,1,1,1,1,,,95.1,212
MAX I MUM,,40,24,14,3,3,10,1,6,2,2,10,10,,,90.3,212
AVERAGE,,18,12,8,1,,4,,3,2,2,10,10,,,94.2,212
MIN MUM,,4,6,,,,,,2,2,2,10,10,,,95.1,212
8T LOUIS WM 0,55 56,,,,,,,,,,,,,,,81.7,212
NUMBER OF SAMPLES,,2,2,,2,3,2,2,3,1,1,3,2,,,92.2,212
MAX MUM,,10,9,,20,2,2,2,3,3,3,4,9,,,95.6,212
AVERAGE,,7,7,,11,2,2,1,2,3,3,3,7,,,95.4,212
MIN MUM,,4,6,,3,2,2,,2,3,3,2,6,,,95.1,212
NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,92.4,212
NUMBER OF SAMPLES,,2,3,3,4,6,6,6,4,4,4,5,3,,,95.4,212
MAX I MUM,,,6,7,,3,4,8,5,4,8,2,4,,,92.2,212
AVERAGE,,,3,2,,1,,2,2,1,2,,2,,,95.6,212
MIN t MUM,,1,2,,,,,,,,,,,,,68.6,212
HOUSTON TEXAS,55,,,,,,,,,,,,,,,95.3,213
NUMBER OF SAMPLES,,1,5,6,4,8,14,7,3,6,6,9,,,,92.1,213
MAX I MUM,,,7,6,3,5,6,5,3,7,4,2,3,,,89.0,213
AVERAGE,,,3,2,1,1,1,3,2,3,1,,1,,,95.6,213
MIAN MUM,,,,,,,,,,2,,,,,,90.3,213
BELLA RE TEXAS,54 55,,,,,,,,,,,,,,,95.0,213
NUMBER OF SAMPLES,,3,2,4,2,3,3,2,3,3,4,2,3,,,95.9,213
MAX MUM,,4,5,10,5,6,4,,10,2,2,2,7,,,95.3,213
AVERAGE,,2,4,8,5,4,3,5,6,2,1,2,4,,,93.8,213
MUN 1 MUM,,2,3,7,5,1,2,5,,2,,2,2,,,89.4,213
DENVER COL,54 55,,,,,,,,,,,,,,,93.0,213
NUMBER OF SAMPLES,,2,2,2,2,2,,2,2,2,2,1,2,,,94.9,213
MAX i MUM,,3,7,7,,3,3,3,5,3,4,6,4,,,93.3,213
AVERAGE,,2,5,5,2,3,,1,4,2,,6,2,,,95.9,213
MIN MUM,,2,3,3,,3,,,3,2,3,6,,,,94.8,213
SALT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,93.7,213
HUMBER OF SAMPLES,,3,3,2,2,2,6,2,,2,2,2,3,,,93.4,213
MAX I MUM,,10,40,20,6,10,7,,4,3,,8,9,,,88.5,213
AVERAGE,,8,19,11,5,6,2,4,3,3,,7,6,,,92.6,213
MitN MUM,,6,7,,4,3,,4,,3,,6,,,,85.9,213
ANCHORAGE ALASKA,54 55,,,,,,,,,,,,,,,95.2,213
NUMBER OF SAMPLES,,1,3,,8,4,7,1,3,3,3,1,,,,94.5,213
MAX I MUM,,,10,11,63,19,10,,10,2,3,3,3,,,88.8,213
AVERAGE,,,6,,15,6,5,,3,,1,3,1,,,95.6,213
MIN MUM,,,,,,,,,,,,3,,,,86.7,213
SAN FRANCISCO CALIF,56,,,,,,,5,,,,,,,,87.4,213
NUMBER OF SAMPLES,,3,,2,1,3,2,,2,3,3,,1,,,93.6,213
MAX MUM,,20,2,7,5,8,3,,1,2,3,8,10,,,93.1,213
AVERAGE,,1i,1,3,5,3,2,,,,1,2,10,,,94.8,213
MIN I MUM,,3,,,5,1,2,,,,,,10,,,87.9,213
nan CAL,54 56,,,,,,,,,,,,,,,95.2,213
E OF,,4,5,1,4,5,5,7,2,4,6,,,,,94.6,213
MAX 1 MUM,,70,50,10,10,8,5,9,,15,20,,,,,92.2,213
AVERAGE,,30,10,10,6,4,1,2,,8,5,,,,,94.8,213
MIN I,,,,10,3,,,,,4,,,,,,76.8,213
"BERKELEY,",54 55,,,,,,,,,,,,,,,93.7,213
CALI,,,,,,,,,,,,,,,,87.0,213
NUMBER OF SAMPLES,,3,4,,2,2,2,3,2,3,4,5,,,,95.2,213
MAX I MUM,,8,10,,13,,6,5,2,1,2,30,27,,,89.6,213
AVERAGE,,2,6,,,,3,2,1,,,10,7,,,95.4,213
Mi W MUM,,,,,,,,,1,,,,,,,77.2,213
SAN JOSE CALIF,54 56,,,,,,,,,,,,,,,95.6,213
NUMBER OF SAMPLES,,4,6,2,2,5,5,,5,6,4,7,6,,,93.6,213
MAX 1 MUM,,7,3,2,14,5,8,8,,11,5,10,5,,,89.4,213
AVERAGE,,3,,2,7,2,3,3,5,4,2,3,1,,,95.8,213
MiN I MUM,,,,2,,,,,,,,,,,,79.2,213
SAN LEANORO CALIF,56,,,,,,,,,,,,,,,88.5,213
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,,,,93.1,213
MAX MUM,,5,2,4,3,4,9,30,5,4,7,10,5,,,95.1,213
AVERAGE,,3,2,3,3,4,6,12,3,4,6,6,5,,,95.4,213
MIN I MUM,,1,2,3,3,4,4,6,2,4,6,2,5,,,90.7,213
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,95.5,213
NUMBER OF SAMPLES,,1,2,9,4,3,,2,7,5,21,20,,,,92.2,213
MAX 1 MUM,,80,13,60,20,16,,40,40,50,80,29,,,,90.9,213
AVERAGE,,80,12,20,,8,,35,23,30,13,8,,,,94.8,213
MIN MUM,,80,11,2,3,2,,30,6,10,,,,,,88.0,213
SEATTLE WASH,57,,,,,,,,,,,,,,,95.7,213
NUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,3,1,,,,,95.5,213
MAX I MUM,,130,81,88,23,72,32,50,63,42,50,,,,,87.8,213
AVERAGE,,101,73,88,17,50,20,37,37,32,50,,,,,94.8,213
MIN t MUM,,72,66,88,11,34,8,25,11,19,50,,,,,91.0,213
SUBURBAN,,,,,,,,,,,,,,,,95.0,214
MIDDLESEX CNTY MASS,55,,,,,,,,,,,,,,,87.2,214
NUMBER OF SAMPLES,,,1,2,,1,,2,3,3,1,2,,,,92.4,214
M AX 1MUM,,90,9,70,,10,50,,7,50,20,40,20,,,82.5,214
A VERAGE,,49,9,39,,10,24,30,5,21 5,20,24,,,,89.3,214
M,,,9,9,,10,,10,2,,20,3,20,,,94.1,214
LA KEHURST N J,55 56,,,,,,,,,,,,,,,91.5,214
N UMBER OF SAMPLES,,,,3,3,2,,1,,2,1,2,,,,94.7,214
M AX IMUM,,40,1,33,180,8,10,3,,,2,37,15,,,77.8,214
A VERAGE,,37,1,21,64,4,10,3,,4,2,33,15,,,90.9,214
M,,34,1,,6,,10,3,,3,2,9,15,,,90.4,214
KA N AWHA co W VA,54 55,,,,,,,,,,,,,,,78.8,214
N UMBER OF SAMPLES,,,3,2,1,4,,3,1,,2,1,,,,93.8,214
M AX1iMUM,,,3,2,2,9,,2,3,,4,,,,,85.1,214
A VERAGE,,,1,1,2,3,,,3,,2,,,,,95.1,214
M,,,,,2,,,,3,,,,,,,94.7,214
HA M COUNTY OHIO,54,,,,,,,,,,,,,,,94.4,214
UMBER OF SAMPLES,,,1,2,,1,,4,4,4,4,3,,,,93.4,214
AX,,,,14,,,,2,5,9,,,,,,81.0,214
VERAGE,,,,3,,,,,1,2,,,60,,,91.0,214
,,,,6,,,,,,,,,40,,,96.0,214
NONURBAN,,,,,,,,,,,,,,,,88.0,214
PT WORONZOF ALASKA,95,,,,,,,,,,,,,,,85.8,214
NUMBER OF SAMPLES,,,,1,,2,,1,2,1,1,1,,,,92.9,214
MAXIMUM,,10,,1,,8,,,3,2,3,,20,,,94.2,214
AVERAGE,,10,,1,5,8,,,2,2,3,8,20,,,94.4,214
MINIMUM,,10,,1,5,8,,7,2,2,3,8,20,,,93.2,214
