Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
NUMBER OF SAMPLES,,4,2,2,2,2,3,1,4,3,1,2,3,,,95.4,194
MAX MUM,,5,4,40,6,9,20,30,9,20,,6,9,,,95.5,194
AVERAGE,,2,2,21,5,4,10,30,6,10,,5,4,,,93.8,194
MIN I MUM,,,,3,4,,,30,5,,,4,,,,83.6,194
EAST CHICAGO,55 56,,,,,,,,,,,,,,,94.2,194
NUMBER OF SAMPLES,,6,5,14,7,4,6,10,,7,6,8,8,,,95.4,194
MAX t MUM,,30,7,60,70,,80,60,20,200,40,20,40,,,86.0,194
AVERAGE,,9,3,19,25,27,29,13,14,41,23,6,11,,,95.7,194
MIEN I MUM,,,,,4,20,,3,5,3,3,,,,,86.8,194
DETRO T MICH,53 54,,,,,,,,,,,,,,,88.6,194
NUMBER OF SAMPLES,,,1,3,4,2,1,,,,,21,,,,93.1,194
MAX 1 MUM,,,,BO,5,,2,,,,,16,,,,85.6,194
AVERAGE,,,,26,1,,2,,,,,3,,,,95.2,194
MIN I MUM,,,,,,,2,,,,,,,,,83.0,194
ci NCINNATI OHIO,54 55,,,,,,,,,,,,,,,82.6,194
NUMBER OF SAMPLES,,3,8,52,20,22,19,8,9,12,8,3,6,,,93.7,194
MAX 1 MUM,,10,7,90,43,70,100,73,50,115,120,41,30,,,87.1,194
AVERAGE,,6,2,4,11,4,10,12,14,23,21,15,18,,,95.3,194
MIN I MUM,,1,,,,,,1,1,,2,,,,,80.3,194
YOUNGSTOWN OHIO,57,,,,,,,,,,,,,,,92.0,194
NUMBER OF SAMPLES,,,,1,2,1,1,2,2,1,2,,,,,95.2,194
MAX t MUM,,,,,9,7,4,7,7,5,10,,,,,86.9,194
AVERAGE,,,,5,7,7,4,6,6,5,8,,,,,92.6,194
MIN MUM,,,,5,5,7,4,6,6,5,6,,,,,93.9,194
Mi LWAUKEE wWlS,57,,,,,,,,,,,,,,,77.2,194
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,95.2,194
MAX MUM,,8,10,8,,8,5,7,5,9,4,,,,,93.8,194
AVERAGE,,6,7,6,7,6,5,6,4,7,4,,,,,94.5,194
MIN 1 MUM,,4,5,4,5,,5,6,3,5,4,,,,,89.4,194
Mi NNEAPOLIS MINN,54,,,,,,,,,,,,,,,84.8,194
NUMBER OF SAMPLES,,1,4,4,5,4,3,,5,4,3,2,,,,94.8,194
MAX MUM,,20,5,,,,,,10,5,30,20,9,,,93.8,194
AVERAGE,,20,1,1,,,,,3,2,11,10,,,,95.4,194
MIN i MUM,,20,,,,,,,,,,,9,,,84.4,194
KANSAS CITY SAMPLES,54 56,,,,,,,,,,,,,,,91.6,195
NUMBER OF,,4,3,8,7,,3,2,4,1,1,,1,,,95.1,195
MAXIMUM,,,5,15,4,,1,,7,,,,690,,,90.4,195
AVERAGE,,,1,1,,,,,3,,,,60,,,95.4,195
MINIMUM,,,,,,,,,,,,,60,,,94.5,195
8T LOUIS MO,55 56,,,,,,,,,,,,,,,87.0,195
NUMBER OF SAMPLES,,2,2,,2,3,2,2,3,1,1,3,2,,,95.9,195
MAXIMUM,,40,10,,30,20,40,8,80,10,7,10,6,,,93.2,195
AVERAGE,,25,7,,20,15,24,4,36,10,7,8,3,,,92.4,195
MIN 1 MUM,,10,4,,10,6,9,,8,10,7,7,,,,90.3,195
NEW ORLEANS,54 55,,,,,,,,,,,,,,,72.5,195
NUMBER OF SAMPLES,,2,3,3,4,6,6,6,4,4,4,,3,,,95.9,195
MAXIMUM,,3,4,3,,,,3,4,8,5,5,10,,,93.3,195
AVERAGE,,1,1,1,,,,2,1,2,1,1,5,,,93.9,195
MiNi MUM,,,,,,,,,,,,,3,,,54.7,195
FT WORTH TEXAS,54 55,,,,,,,,,,,,,,,88.6,195
NUMBER OF SAMPLES,,2,3,4,4,5,2,2,2,2,2,2,2,,,95.0,195
MAXIMUM,,5,5,,,,4,,,,,10,4,,,95.3,195
AVERAGE,,2,1,,,,2,,,,,5,2,,,93.5,195
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,93.5,195
NUMBER OF SAMPLES,,1,,9,5,8,14,7,3,6,6,9,7,,,92.3,195
MAXIMUM,,,60,50,5,20,20,50,20,90,70,14,35,,,89.5,195
AVERAGE,,,10,9,1,6,4,10,11,39,16,2,9,,,94.9,195
MINIMUM,,,,,,,,,5,9,,,,,,94.7,195
BELLAIRE TE,54 55,,,,,,,,,,,,,,,95.0,195
NUMBER OF SAMPLES,,3,3,4,2,3,3,2,3,3,4,2,3,,,93.7,195
MAXIMUM,,10,,3,,3,,5,10,20,10,10,,,,95.8,195
AVERAGE,,6,,,,1,,,6,9,6,5,6,,,95.4,195
MINIMUM,,4,,,,,,5,4,4,2,,5,,,95.4,195
DENVER COL,54 55,,,,,,,,,,,,,,,93.8,195
NUMBER OF SAMPLES,,2,2,2,2,2,5,2,2,2,2,,2,,,95.3,195
MAXIMUM,,20,10,50,9,20,5,10,20,20,20,20,30,,,92.8,195
AVERAGE,,15,9,35,4,15,2,10,15,14,20,20,25,,,95.4,195
MINIMUM,,10,9,20,,10,,10,10,9,20,20,20,,,95.6,195
SALT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,94.8,195
NUMBER OF SAMPLES,,3,3,2,2,2,6,2,2,2,2,,3,,,93.4,195
MAXIMUM,,20,30,20,70,,3,7,9,10,10,20,20,,,93.7,195
AVERAGE,,11,14,13,35,3,,3,7,9,8,13,15,,,91.5,195
MINTMUM,,6,3,7,,,,,6,9,6,6,,,,85.1,195
ANCHORAGE ALASKA,54 55,,,,,,,,,,,,,,,94.2,195
NUMBER OF SAMPLES,,1,4,4,8,,7,1,3,3,3,1,3,,,93.3,195
MAXIMUM,,5,1,,2,,4,2,2,5,5,5 5,,,,93.1,195
AVERAGE,,5,,,,,,2,1,3,2,,,,,95.0,195
MINIMUM,,,,,,,,2,,2,,5,1,,,82.0,195
LOS ANGELES CALIF,54,,,,,,,,,,,,,,,95.2,195
NUMBER OF SAMPLES,,,1,4,4,,2,2,,,,,,,,92.0,195
MAXIMUM,,,8,17,8,,1,,,,,,,,,93.4,195
AVERAGE,,,8,6,3,,,,,,,,,,,95.5,195
MINT MUM,,,8,,,,,,,,,,,,,44.7,195
SAN FRANCISCO CALIF,55 56,,,,,,,,,,,,,,,94.4,195
NUMBER OF SAMPLES,,3,2,2,1,3,2,5,2,3,3,,1,,,95.5,195
MAXIMUM,,3,3,,60,3,4,,,,,,,,,95.5,195
AVERAGE,,2,1,,60,1,2,,,,,,,,,95.8,195
MINIMUM,,,,,60,,,,,,,,,,,94.5,195
PASADENA CALIF,54 56,,,,,,,,,,,,,,,95.0,195
NUMBER OF SAMPLES,,4,6,3,6,5,,7,2,4,6,,,,,95.8,195
MAXIMUM,,10,6,4,4,3,2,6,4,5,14,,,,,93.5,195
AVERAGE,,5,2,1,,1,,2,2,3,3,,,,,95.4,195
MINIMUM,,,,,,,,,,,,,,,,82.0,195
BERKELEY CALIF,54 55,,,,,,,,,,,,,,,86.0,195
NUMBER OF SAMPLES,,3,5,,2,2,2,3,2,3,4,5,4,,,95.1,195
MAXIMUM,,,6,,5,4,6,3,2,6,5,7,8,,,95.3,195
AVERAGE,,1,2,,2,2,3,1,1,3,2,1,5,,,95.3,195
MINIMUM,,,,,,1,1,,,1,,,3,,,85.6,195
SAN JOSE CALIF,54 56,,,,,,,,,,,,,,,94.4,195
NUMBER OF SAMPLES,,4,6,4,2,5,5,5,5,6,4,7,6,,,95.3,195
MAXIMUM,,11,3,,,6,5,4,2,13,,5,5,,,91.3,195
AVERAGE,,3,1,,,2,1,1,,3,,1,2,,,95.3,195
MINIT MUM,,,,,,,,,,,,,,,,16.0,195
SAN LEANDRO CALIF,55 56,,,,,,,,,,,,,,,85.2,195
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,94.9,195
MAXIMUM,,20,20,9,4,6,30,30,10,10,20,50,,,,94.7,195
AVERAGE,,12,20,4,4,6,20,13,7,10,16,16,,,,93.4,195
MiN 1 MUM,,7,20,,4,6,10,,5,10,10,7,,,,83.9,195
PORTLAND OREGON,54,,,,,,,,,,,,,,,93.3,195
NUMBER OF SAMPLES,,1,2,9,4,3,,2,7,,21,20,,,,94.5,195
MAXIMUM,,10,,6,,,,8,30,9,20,20,,,,94.1,195
AVERAGE,,10,,,,,,,7,3,5,,,,,92.6,195
MINIMUM,,10,,,,,,3,,,,1,,,,82.0,195
SEATTLE WASH,57,,,,,,,,,,,,,,,90.3,195
NUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,3,1,,,,,95.9,195
MAXIMUM,,7,3,4,6,5,5,4,5,9,7,,,,,91.4,195
AVERAGE,,6,3,4,5,4,4,3,4,4,7,,,,,95.0,195
MINT MUM,,6,3,4,4,4,3,3,4,,7,,,,,82.4,195
CNTY MASS,,,,,,,,,,,,,,,,94.5,196
NUMB TMUM OF SAMPLES,,2,1,2,,,3,2,3,3,1,2,3,,,91.3,196
MAX,,30,2,,,,7,3,,5,,,6,,,87.4,196
AVERAGE,,16,2,2,,,3,1,,1,,,3,,,92.1,196
MINIMUM,,7,2,,,,,,,,,,,,,77.7,196
LA KEHURST N J,55 56,,,,,,,,,,,,,,,91.7,196
NUMBER OF SAMPLES,,2,1,3,3,,1,1,,2,1,2,1,,,95.2,196
MAX,,2,,3,1,,,,,,,,,,,78.8,196
AVERAGE,,1,,1,,,,,,,,,,,,89.7,196
MI NEMUM,,,,,,,,,,,,,,,,11.0,196
KA NAWHA co WwW VA,54 55,,,,,,,,,,,,,,,85.9,196
NUMBER OF SAMPLES,,1,3,2,1,,3,3,1,,2,1,1,,,95.5,196
MAXIMUM,,,4,,,,,,,,6,,3,,,93.5,196
AVERAGE,,,1,,,,,,,,3,,3,,,95.5,196
MINIMUM,,,,,,,,,,,,,3,,,95.0,196
HA MILTON COUNRY OHIO,54,,,,,,,,,,,,,,,93.8,196
NUMBER OF SAMPLES,,,1,4,2,,3,4,4,4,4,3,2,,,95.8,196
MAXIMUM,,,2,2,,,1,2,4,3,2,3,1,,,94.2,196
AVERAGE,,,2,,,,,,1,1,,1,,,,94.4,196
MINIMUM,,,2,,,,,,,,,1,,,,74.0,196
DE NVER COUNTY COLO,54 55,,,,,,,,,,,,,,,92.3,196
NUMBER OF SAMPLES,,,1,1,1,,,1,,2,2,1,1,,,93.7,196
MAXIMUM,,,,,,,,,,3,,,,,,90.5,196
AVERAGE,,,,,,,,,,3,,,,,,96.0,196
MINIMUM,,,,,,,,,,3,,,,,,94.0,196
