Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
MAX I MUM,,559,567,449,4353,314,322,314,232,435,580,480,625,,,90.2,28
AVER AGE,,349,379,280,255,244,217,184,201,271,247,250,270,,,94.7,28
MIEN MUM,,140,156,130,91,170,60,89,146,214,125,128,123,,,93.7,28
TA MPA FLA,53 55,,,,,,,,,,,,,,,95.4,28
NUMB ER OF SAMPLES,,8,8,9,7,5,5,4,,4,,4,,,,93.2,28
MAX I MUM,,312,262,,242,,254,142,105,105,200,275,377,,,90.0,28
AVER AGE,,205,214,146,91,,139,124,93,88,153,168,164,,,94.1,28
MIN MUM,,127,155,32,25,37,70,108,75,83,104,100,70,,,91.1,28
ATLANTA GA,53 55,,,,,,,,,,,,,,,95.0,28
NUMBER OF SAMPLES,,11,16,14,10,9,9,5,,3,,3,,,,94.5,28
MAX I MUM,,449,475,390,185,409,236,288,406,298,280,728,474,,,90.5,28
AVER AGE,,235,268,199,,212,176,184,237,207,267,393,255,,,94.6,28
MIN I MUM,,56,121,28,73,95,81,122,151,74,244,186,120,,,86.3,28
CHATTA NOOGA TENN,54 55,,,,,,,,,,,,,,,91.8,28
NUMB ER OF SAMPLES,,17,il,4,6,3,3,,,,,12,30,,,93.2,28
MAX MUM,,543,727,281,228,313,223,,,,,465,509,,,92.7,28
AVER AGE,,199,334,201,159,267,160,,,,,260,202,,,92.7,28
MIN 1 MUM,,48,87,150,53,235,94,,,,,98,46,,,90.0,28
CH PEL,54 55,,,,,,,,,,,,,,,79.2,28
NUMBER OF SAMPLES,,13,17,1g,11,18,35,17,15,,10,14,16,,,91.9,28
MAX MUM,,156,890,643,567,1090,680,660,776,445,1409,1190,777,,,92.7,28
AVERAGE,,403,477,347,297,312,271,272,312,190,726,497,407,,,94.5,28
MIN I MUM,,43,69,125,138,96,100,89,125,29,114,133,,,,91.5,28
EA ST Cc HIECAGO IND,55,,,,,,,,,,,,,,,75.7,28
NUMBER OF SAMPLES,,,,8,7,4,6,2,,,,,,,,92.4,28
MAX t MUM,,,,725,533,528,558,86,,,,,,,,89.9,28
AVER AGE,,,,303,355,322,262,76,,,,,,,,93.4,28
MIEN MUM,,,,144,35,106,73,67,,,,,,,,91.4,28
DETRO t T MICH,53 54,,,,,,,,,,,,,,,82.3,28
NUMBER OF SAMPLES,,,5,3,3,2,2,2,,1,,33,,,,94.9,28
MAX I MUM,,,480,769,503,473,800,368,,296,,1045,,,,90.9,28
AVER AGE,,,402,575,416,381,508,304,,296,,543,,,,93.8,28
MIN t MUM,,,290,254,323,290,216,240,,296,,106,,,,91.2,28
cl NCINNATI OHIO,53 35,,,,,,,,,,,,,,,79.0,28
NUMBER OF SAMPLES,,19,33,80,28,24,23,17,14,23,15,26,30,,,95.1,28
MAX MUM,,617,648,891,531,743,530,270,233,401,720,1430,462,,,93.4,28
AVERAGE,,262,255,284,2253,256,230,138,153,200,256,439,247,,,92.1,28
MIN MUM,,70,103,21,44,35,29,60,100,99,99,53,54,,,91.9,28
MINNEAPOLIS MINN,,,,,,,,,,,6,,,,,90.0,29
NUMBER OF SAMPLES,,7,8,9,7,8,10,3,4,4,,,7,,,95.1,29
MAXIMUM,,494,283,343,350,248,210,171,135,279,675,376,296,,,91.6,29
AVERAGE,,231,209,174,125,154,102,124,100,140,270,166,160,,,94.8,29
MINIMUM,,102,163,76,65,74,50,89,78,68,131,63,90,,,91.2,29
KA NSAS city MO,55,,,,,,,,,,,,,,,76.6,29
NUMBER OF SAMPLES,,6,3,9,132,9,11,5,4,2,8,5,5,,,94.7,29
MAXIMUM,,458,187,430,,264,292,164,,285,323,189,424,,,94.9,29
AVERAGE,,208,143,171,91,119,110,118,118,184,175,138,179,,,93.8,29
,,44,119,44,38,16,24,66,49,84,101,77,59,,,92.2,29
NE W ORLEANS LA,95,,,,,,,,,,,,,,,84.2,29
NUMBER OF SAMPLES,,8,7,7,8,10,15,11,6,9,5,280,,,,93.9,29
MAXIMUM,,357,315,284,269,233,269,541,302,199,188,,423,,,94.4,29
AVERAGE,,217,152,,137,133,134,161,170,107,1253,128,206,,,92.0,29
MINUMUM,,65,63,41,86,14,62,56,78,48,60,50,5i,,,89.7,29
FT WORTH TEXAS,53 55,,,,,,,,,,,,,,,88.6,29
NUMBER OF SAMPLES,,3,7,11,5,7,10,4,4,6,4,7,5,,,94.8,29
MAXIMUM,,190,292,370,129,193,190,90,139,204,162,392,309,,,93.3,29
AVERAGE,,171,201,,96,117,120,77,86,111,124,229,296,,,90.5,29
Mi NtMUM,,152,126,16,75,58,58,58,47,32,86,133,110,,,81.4,29
LA KEWORTH TEXAS,53 595,,,,,,,,,,,,,,,84.2,29
NUMBER OF SAMPLES,,4,5,5,5,7,8,4,3,4,3,5,5,,,95.5,29
MAXIMUM,,78,150,130,366,203,200,51,146,193,87,1538,230,,,90.5,29
AVERAGE,,74,95,65,138,103,68,49,97,93,78,129,139,,,95.2,29
MINEMUM,,66,63,,35,58,19,44,66,44,T2,109,34,,,90.2,29
TEXAS,53 55,,,,,,,,,,,,,,,81.7,29
NUMBER OF SAMPLES,,7,7,10,6,8,14,6,6,4,1156,10,12,,,93.9,29
MAXIMUM,,194,319,573,304,369,266,91,248,275,,600,619,,,94.4,29
AVERAGE,,159,179,230,119,170,114,70,154,177,298,269,305,,,90.2,29
MINIMUM,,87,,67,26,78,6,44,83,75,105,117,53,,,93.8,29
BELLAIRE TEXAS,53 35,,,,,,,,,,,,,,,87.0,29
NUMBER OF SAMPLES,,4,3,5,2,4,4,2,3,3,4,3,4,,,95.9,29
MAXIMUM,,148,115,,95,180,260,104,143,193,195,317,311,,,94.5,29
AVERAGE,,i15,72,160,91,135,146,90,117,123,125,195,144,,,93.6,29
MINITMUM,,74,44,126,88,67,65,76,100,56,87,101,62,,,87.8,29
DE NVER COL,o4 395,,,,,,,,,,,,,,,85.0,29
NUMBER OF SAMPLES,,3,4,5,3,4,12,5,5,3,2,3,,,,94.0,29
MAX,,238,181,440,207,218,240,e224,227,127,374,339,,,,87.8,29
AVERAGE,,igi1,155,260,172,127,118,150,168,115,273,282,,,,90.2,29
,,153,144,153,120,86,65,69,174,101,172,243,,,,94.1,29
SA LT LAKE CciTy UTAH,55,,,,,,,,,,,,,,,82.8,29
NUMBER OF SAMPLES,,6,5,4,3,4,,4,4,4,2,4,5,,,93.5,29
MAX MUM,,929,630,o77,306,131,188,155,184,195,268,578,932,,,92.3,29
AVERAGE,,537,488,33%,203,120,145,126,126,147,245,378,350,,,93.8,29
MINIMUM,,267,330,103,142,111,100,90,70,80,223,174,15%,,,92.1,29
AN CHORAGE ALASKA,53 55,,,,,,,,,,,,,,,93.6,29
NUMBER OF SAMPLES,,7,8,7,10,8,9,2,4,6,6,6,10,,,94.7,29
MAXIMUM,,,637,466,930,365,230,181,227,239,670,454,,,,87.1,29
AVERAGE,,386,340,208,247,169,167,165,154,173,332,297,286,,,93.8,29
MINIMUM,,124,84,86,39,40,i120,150,,113,162,139,114,,,90.6,29
LO S ANGELES CALIF,,,,,,,,,,,,,,,,75.0,29
NUMBER OF SAMPLES,,,1,4,4,7,2,2,,,,,,,,94.8,29
MAXIMUM,,,1433,985,666,810,494,421,,,,,,,,85.4,29
AVERAGE,,,1433,667,431,452,472,347,,,,,,,,95.1,29
MIitNIMUM,,,1433,434,181,228,450,274,,,,,,,,83.6,29
PA SADENA CALIF,35,,,,,,,,,,,,,,,71.5,29
NUMBER OF SAMPLES,,3,6,6,5,7,9,4,2,2,4,3,4,,,94.7,29
MAXIMUM,,506,1177,507,738,686,530,656,360,1093,1429,890,1730,,,92.7,29
AVERAGE,,343,497,320,503,411,335,518,334,T24,1022,623,1039,,,87.9,29
MINIMUM,,178,210,174,297,166,150,426,309,355,395,390,361,,,92.6,29
BE RKELEY CALIF,54 55,,,,,,,,,,,,,,,94.0,29
NUMBER OF. SAMPLES,,4,6,4,3,7,15,3,2,3,4,5,4,,,92.6,29
MAXIMUM,,454,746,309,259,351,188,217,294,215,344,1030,870,,,94.1,29
AVERAGE,,2u0,558,166,149,201,114,193,228,187,226,310,441,,,92.5,29
MINIMUM,,140,339,76,76,105,41,150,162,159,143,104,146,,,92.5,29
SA N JOSE CALIF,54 55,,,,,,,,,,,,,,,91.5,29
NUMBER OF SAMPLES,,2,4,7,6,6,6,2,2,4,3,5,3,,,95.0,29
MAXIMUM,,719,205,204,436,243,145,227,143,332,262,465,849,,,93.6,29
AVERAGE,,564,128,141,172,120,99,165,136,165,198,217,443,,,93.7,29
MINIMUM,,409,55,57,32,47,48,103,129,,164,89,203,,,91.8,29
PORTLAND OREGON,53 55,,,,,,,,,,,,,,,87.8,29
NUMBER OF SAMPLES,,le,8,16,6,8,9,4,4,5,29,23,14,,,93.1,29
MAXIMUM,,456,300,664,338,280,275,226,230,240,1935,2356,1040,,,95.2,29
AVERAGE,,214,166,220,162,154,170,191,166,194,507,932,382,,,95.2,29
MINtMUM,,10,65,73,81,72,82,175,91,131,38,137,104,,,90.7,29
SUBURBAN,,,,,,,,,,,,,,,,94.0,30
MIDOLESEX CNTY MASS,54 35,,,,,,,,,,,,,,,88.6,30
NUMBER OF SAMPLES,,4,4,5,3,,,,,,,6,2,,,94.1,30
MAXIMUM,,150,117,247,,96,129,,,,153,,57,,,93.0,30
AVERAGE,,106,87,99,90,82,105,,,,138,100,54,,,95.2,30
MINIMUM,,50,65,48,66,61,61,,,,125,65,Si,,,91.5,30
LA KEHURST N J,55,,,,,,,,,,,,,,,93.0,30
NUMBER OF SAMPLES,,7,6,1,4,2,2,,,,,,,,,93.7,30
MAXIMUM,,113,135,520,118,97,89,,,,,,,,,90.3,30
AVERAGE,,B81,83,520,88,61,,,,,,,,,,84.3,30
MitNIMUM,,50,42,520,63,25,75,,,,,,,,,80.6,30
KA NAWHA co WwW VA,54,,,,,,,,,,,,,,,82.8,30
NUMBER OF SAMPLES,,2,4,3,3,6,5,3,,5,,4,2,,,94.8,30
MAXIMUM,,205,251,232,208,257,146,147,231,122,114,,251,,,92.9,30
AVERAGE,,136,158,138,168,183,111,118,201,87,103,147,174,,,93.2,30
MINIMUM,,67,114,75,138,103,6 3,80,,56,93,,97,,,80.3,30
HI LLSBOROUGH FLA,55,,,,,,,,,,,,,,,80.8,30
NUMBER OF SAMPLES,,8,7,7,9,4,2,4,,3,,3,8,,,95.2,30
MAXIMUM,,175,218,482,149,70,220,65,70,110,220,140,157,,,89.3,30
A VERAGE,,106,110,156,85,46,,56,65,73,134,99,117,,,94.2,30
MINIMUM,,43,28,55,15,12,23,50,59,44,48,64,59,,,92.5,30
FU LTON,53 55,,,,,,,,,,,,,,,93.0,30
NUMBER OF SAMPLES,,,8,10,10,5,5,4,,3,,2,4,,,92.1,30
MAXIMUM,,198,204,301,187,169,131,99,105,152,131,203,1638,,,86.2,30
AVERAGE,,128,124,119,72,95,104,77,65,108,106,144,115,,,93.4,30
MINIMUM,,77,62,24,31,48,83,57,29,82,62,85,66,,,92.8,30
HA M I LTON COUNTY OHIO,53 35,,,,,,,,,,,,,,,68.4,30
NUMBER OF SAMPLES,,6,279,12,3,5,3,4,,4,,7,7,,,89.1,30
MAXIMUM,,188,,322,95,210,220,37,126,76,136,362,388,,,95.2,30
A VERAGE,,125,140,144,71,134,169,35,69,59,99,183,201,,,94.3,30
M,,69,68,42,52,53,89,33,38,46,77,39,112,,,91.2,30
TO N KA BAY MINN,53 54,,,,,,,,,,,,,,,94.0,30
NUMBER OF SAMPLES,,3,4,4,4,4,4,3,,4,,6,4,,,95.9,30
,,161,,101,200,262,128,6 30,,61,91,243,65,,,94.9,30
A VERAGE,,120,83,64,120,,68,2 53,,49,72,140,,,,92.6,30
M,,76,57,41,77,45,41,53,,43,41,65,45,,,94.1,30
ED l nan MINN,54 55,,,,,,,,,,,,,,,75.7,30
NUMBER OF SAMPLES,,3,3,5,3,137,5,,,,,1,5,,,94.3,30
MAX ItLMUM,,349,232,152,285,,154,,,,,65,,,,72.6,30
A VERAGE,,181,154,93,112,60,75,,,,,65,124,,,93.3,30
M,,79,93,54,19,17,34,,,,,65,90,,,94.8,30
DE NVER COUNTY COLO,54,,,,,,,,,,,,,,,90.4,30
NUMBER OF SAMPLES,,3,3,5,4,153,4,,,4,,4,4,,,95.2,30
MAXIMUM,,132,140,133,86,,145,,140,87,141,123,115,,,93.5,30
A VERAGE,,102,104,96,44,B81,66,,83,54,,85,75,,,91.1,30
MINIMUM,,57,86,75,19,28,26,,43,30,51,54,46,,,91.2,30
SA LT LAKE CO UTAH,53 55,,,,,,,,,,,,,,,94.3,30
NUMBER OF SAMPLES,,6,2,4,3,4,7,5,,3,,5,5,,,95.2,30
MAXIMUM,,,307,261,87,52,100,70,77,54,100,130,355,,,90.4,30
AVERAGE,,143,179,106,69,47,28,93,72,43,76,70,147,,,90.8,30
MiNtiMUM,,109,52,63,58,40,24,38,68,36,,23,55,,,88.8,30
MU LTNOMAH CNTY ORE,54 55,,,,,,,,,,,,,,,87.3,30
NUMBER OF SAMPLES,,,1,1,,2,,1,,1,,5,,,,93.7,30
MAX,,,104,289,,1ie2,,76,,102,296,451,,,,82.8,30
AVERAGE,,,104,289,,B81,,76,,102,187,263,,,,92.4,30
MINIMUM,,,104,289,,50,,76,,102,100,88,,,,92.6,30
NONURBAN,,,,,,,,,,,,,,,,89.0,30
Li TCHFIELO CNTY CONN,54 55,,,,,,,,,,,,,,,86.0,30
NUMBER OF SAMPLES,,2,4,3,1,102,4,,,1,,,,,,94.7,30
MAXIMUM,,113,100,43,26,,76,,,81,80,,,,,93.0,30
AVERAGE,,97,81,23,26,58,56,,,81,42,,,,,91.0,30
MIiNtMUM,,,68,9,26,30,40,,,81,17,,,,,84.6,30
