Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
AVERAGE,,8,8,2,3,3,2,1,2,3,2,2,3,,,95.5,202
MIN MUM,,,1,1,,,1,,1,1,1,1,1,,,93.2,202
ALTOONA PA,56,,,,,,,,,,,,,,,93.3,202
NUMBER OF SAMPLES,,,1,1,2,3,,,1,2,,1,,,,94.4,202
MAX MUM,,,,1,1,3,,,1,,2,1,,,,95.1,202
AVERAGE,,,1,1,1,,,,1,,1,1,,,,94.9,202
MIN MUM,,,1,1,1,,,,1,,,1,,,,95.3,202
BRISTOL PA,55 56,,,,,,,,,,,,,,,91.0,202
NUMBER OF SAMPLES,,,,1,1,2,,2,1,4,2,2,2,,,93.2,202
MAX I MUM,,,2,1,,1,,5,,1,1,1,1,,,91.7,202
AVERAGE,,,2,1,,,,3,,1,1,1,1,,,95.5,202
MIN I MUM,,,2,1,,,,1,,1,1,1,1,,,89.6,202
CHESTER PA,55 56,,,,,,,,,,,,,,,94.0,202
NUMBER OF SAMPLES,,,1,,2,2,2,2,3,4,1,,1,,,94.8,202
MAX I MUM,,,3,,2,1,1,4,5,5,,,4,,,91.9,202
AVERAGE,,,3,,2,,1,2,3,3,,,4,,,95.6,202
MIN J MUM,,,3,,2,,1,,1,3,,,4,,,90.2,202
ER VE PA,56,,,,,,,,,,,,,,,80.2,202
NUMBER OF SAMPLES,,3,1,2,3,2,1,1,,3,4,2,3,,,95.5,202
MAX MUM,,1,,1,2,,1,,,1,3,1,1,,,95.6,202
AVERAGE,,,,,,,1,,,,1,1,,,,94.2,202
MIN MUM,,,,,,,1,,,,,1,,,,94.5,202
PJ TTSBURGH PA,56,,,,,,,,,,,,,,,76.2,202
NUMBER OF SAMPLES,,3,3,3,,,3,2,,2,2,2,,,,94.8,202
MAX I MUM,,3,3,,,,4,1,,3,3,6,3,,,90.8,202
AVERAGE,,1,1,4,,,2,1,,2,3,4,3,,,92.4,202
MIN I MUM,,1,1,3,,,1,1,,2,3,3,3,,,90.1,202
wii LLIAMSPORT PA,55 56,,,,,,,,,,,,,,,89.8,202
NUMBER OF SAMPLES,,,3,1,2,3,2,1,1,3,2,3,2,,,92.9,202
MAX MUM,,,5,3,4,4,,1,3,,1,3,3,,,95.8,202
AVERAGE,,,3,3,3,2,,1,3,,,2,2,,,95.4,202
MIN MUM,,,2,3,3,1,,1,3,2,,1,1,,,94.4,202
WASHINGTON OC,94,,,,,,,,,,,,,,,83.0,203
NUMBER OF SAMPLES,,1,6,1,5,6,6,4,7,6,,1,,,,95.2,203
MAXIMUM,,5,6,3,87,98,48,2,2,3,3,3,,,,92.1,203
AVERAGE,,5,4,3,27,18,19,,,,1,3,,,,95.2,203
MINIMUM,,5,3,3,2,,,,,,,3,,,,92.3,203
Lo UISVILLE KY,54 55,,,,,,,,,,,,,,,86.8,203
NUMBER OF SAMPLES,,2,3,1,2,4,4,13,13,12,6,1,6,,,94.5,203
MAXIMUM,,2,5,7,4,7,13,ii,9,15,9,3,15,,,94.5,203
AVERAGE,,1,3,7,2,1,5,4,3,4,4,3,4,,,92.8,203
MI NtMUM,,1,2,7,,,,1,1,1,,3,1,,,77.0,203
BA LTtMORE MD,57,,,,,,,,,,,,,,,73.8,203
NUMBER OF SAMPLES,,1,2,2,3,1,3,2,3,1,,,,,,94.8,203
MA X 1 MUM,,6,le,14,12,2,9,8,33,7,,,,,,82.2,203
AV ERAGE,,6,10,10,7,2,8,6,16,7,,,,,,93.3,203
Mi,,6,9,7,3,2,8,4,6,7,,,,,,89.2,203
CHAR LESTON W VA,54 55,,,,,,,,,,,,,,,90.5,203
NU MBER OF SAMPLES,,,1,3,5,5,3,2,1,1,,2,1,,,94.9,203
MA Xi MUM,,,20,19,106,25,74,9,10,20,20,1,30,,,87.6,203
AVERAGE,,,20,9,40,15,32,6,10,20,9,,30,,,94.5,203
M I NI MUM,,,20,4,6,8,4,4,10,20,2,,30,,,78.4,203
TAMP A FLA,54 55,,,,,,,,,,,,,,,83.8,203
NU MBER OF SAMPLES,,2,2,1,5,5,2,2,2,3,1,2,1,,,91.9,203
MA X 1 MUM,,1,9,,1,1,,,1,1,,,,,,80.6,203
AV ERAGE,,,5,,,,,,1,,,,,,,89.5,203
Mi Ni MUM,,,1,,,,,,1,,1,,,,,61.2,203
ATLA NTA GA,54 56,,,,,,,,,,,,,,,90.0,203
NU MBER OF SAMPLES,,1,2,4,4,3,1,3,1,,1,1,1,,,94.3,203
MA X1MUM,,8,55,6,23,18,3,3,3,,9,7,5,,,94.5,203
AY ERAGE,,8,29,4,10,8,3,1,3,,9,7,5,,,93.5,203
MI NIMUM,,8,4,3,2,2,3,1,3,,9,7,5,,,93.2,203
CH ATTANOOGA TENN,55 56,,,,,,,,,,,,,,,92.8,203
NUMBER OF SAMPLES,,1,5,3,2,2,,,4,4,5,3,2,,,95.2,203
MAXIMUM,,,,2,3,4,,3,2,3,3,2,4,,,95.2,203
AVERAGE,,,2,1,2,3,,3,1,2,2,1,2,,,94.9,203
MINIMUM,,,,1,1,3,,3,1,1,1,1,1,,,94.4,203
CH PEL,54 55,,,,,,,,,,,,,,,82.5,203
NUMBER OF SAMPLES,,4,7,6,3,10,20,14,9,8,16,13,,,,94.0,203
MAXIMUM,,1,,3,5,18,62,9,5,9,9,16,42,,,93.7,203
AVERAGE,,,10,2,3,4,14,1,1,2,2,3,10,,,95.5,203
MINIMUM,,,1,,1,,,,,,,,,,,82.0,203
EA ST ST LOU Is PLL,55 56,,,,,,,,,,,,,,,80.4,203
NUMBER OF SAMPLES,,4,2,2,2,,3,1,4,3,1,2,3,,,92.6,203
MAX,,5,3,10,8,,4,6,3,4,1,5,4,,,88.4,203
AVERAGE,,2,2,6,5,2,3,6,2,2,1,3,3,,,95.3,203
MINIMUM,,1,1,3,3,1,3,6,2,1,1,2,,,,92.8,203
EA ST CHICAG 0 INO,55 56,,,,,,,,,,,,,,,89.0,203
NUMBER OF SAMPLES,,6,5,14,7,4,6,10,5,7,6,8,8,,,94.7,203
MAX 1MUM,,5,20,14,13,16,20,30,29,4,5,3,4,,,81.6,203
AVERAGE,,3,4,5,7,10,,8,8,2,3,2,1,,,93.4,203
MINIMUM,,1,1,2,4,4,3,1,2,1,1,,,,,86.5,203
DE TROUT MIC,53 54,,,,,,,,,,,,,,,79.2,203
NUMBER OF SAMPLES,,,,1,2,1,1,,,,,16,,,,95.2,203
MAX1MUM,,,,37,1 08,51,53,,,,,105,,,,72.9,203
AVERAGE,,,,37,78,51,53,,,,,34,,,,89.3,203
,,,,37,48,51,53,,,,,1,,,,89.8,203
NCINNATI,54 55,,,,,,,,,,,,,,,84.7,203
NUMBER OF SAMPLES,,3,5,30,10,10,19,8,9,12,8,3,6,,,95.1,203
MAXIMUM,,57,20,65,741,22,5,3,4,4,6,70,10,,,92.6,203
AVERAGE,,20,7,15,23,2,,,1,2,2,25,,,,90.1,203
MINIMUM,,1,4,,,,,,,,1,2,1,,,93.2,203
YOUNGSTOWN QHIO,57,,,,,,,,,,,,,,,82.3,203
NUMBER OF SAMPLES,,,,1,2,1,1,2,2,1,2,,,,,94.5,203
MAXIMUM,,,,10,18,10,3,16,29,7,21,,,,,89.1,203
AVERAGE,,,,10,13,10,3,15,22,7,16,,,,,91.7,203
MINIMUM,,,,10,8,10,3,15,16,7,12,,,,,85.2,203
M iI LWAUKEE W a,57,,,,,,,,,,,,,,,65.0,203
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,92.7,203
MAXIMUM,,13,21,16,38,15,4,10,7,14,13,,,,,94.0,203
AVERAGE,,11,13,10,26,9,4,7,7,12,153,,,,,90.9,203
,,10,5,5,9,4,4,4,7,11,13,,,,,92.9,203
MI NNEAPOLIS MINN,54 55,,,,,,,,,,,,,,,84.2,203
NUMBER OF SAMPLES,,1,3,4,5,4,3,,5,4,3,2,1,,,94.8,203
MAXIMUM,,4,4,72,36,,2,,4,3,3,4,,,,94.9,203
AVERAGE,,4,2,44,15,,1,,1,2,1,2,2 2,,,88.8,203
MINIMUM,,4,,2,,,,,1,2,,1,,,,87.0,203
KA NSAS CiTyY MO,54 56,,,,,,,,,,,,,,,83.0,203
NUMBER OF SAMPLES,,4,2,8,6,5,3,2,4,1,1,1,,,,95.1,203
MAXIMUM,,4,3,60,31,1,3,1,5,2,,2,2,,,90.2,203
AVERAGE,,2,3,29,8,,1,1,2,2,,2,2,,,92.7,203
MINIMUM,,1,3,2,,,,1,1,2,,2,2,,,89.8,203
8T LOUIS MO,55 S6,,,,,,,,,,,,,,,80.2,204
NUMBER OF SAMPLES,,2,2,,2,3,2,2,3,1,1,3,2,,,95.4,204
MAXIMUM,,6,4,,5,2,3,2,30,3,3,1,,,,89.9,204
AVERAGE,,3,3,,4,1,2,1,il,3,3,,3,,,95.1,204
MIN I MUM,,1,2,,3,1,1,,,3,3,1,3,,,89.2,204
NEW ORLEANS LA,35,,,,,,,,,,,,,,,93.2,204
NUMB ER OF SAMPLES,,2,3,3,4,6,6,6,4,4,4,5,3,,,94.8,204
MAX I MUM,,,1,,,1,1,1,1,1,1,1,1,,,90.1,204
AVERAGE,,,,,,,,,,,,,,,,96.0,204
MIN I MUM,,,,,,,,,,,,,,,,69.0,204
FT WORTH TEXAS,54 55,,,,,,,,,,,,,,,91.0,204
NUMB ER OF SAMPLES,,2,2,3,2,4,2,2,2,2,2,2,2,,,95.2,204
MAX MUM,,1,1,518,1,,1,,,,1,1,3,,,95.5,204
AVER AGE,,1,1,17 3,,,1,,,,1,,1,,,88.2,204
MIN MUM,,1,1,,,,1,,,,1,,,,,89.3,204
HOUSTON TEXAS,55,,,,,,,,,,,,,,,95.0,204
NUMB ER OF SAMPLES,,1,5,8,5,8,14,7,3,6,6,9,7,,,94.6,204
MAX I MUM,,5,3,61,77,45,86,8,2,,4,1,7,,,93.9,204
AVERAGE,,5,1,13,17,12,18,3,1,2,1,1,2,,,93.2,204
MIN MUM,,5,1,,1,1,,,,1,,1,,,,92.0,204
BELLA I RE TEXAS,54 55,,,,,,,,,,,,,,,87.0,204
NUMBER OF SAMPLES,,3,3,3,2,3,3,2,3,,4,2,3,,,89.6,204
MAX I MUM,,3,4,,1,1,,11,12 7,2,2,2,3,,,92.0,204
AVERAGE,,2,2,1,1,,,8,,1,1,1,2,,,95.4,204
MIN I MUM,,1,,1,1,,,6,,1,1,1,2,,,88.4,204
DENVER COL,54 55,,,,,,,,,,,,,,,86.5,204
NUMB ER OF SAMPLES,,2,2,2,2,2,5,2,2,2,2,1,2,,,94.7,204
MAX 1 MUM,,2,2,10,20,4,24,7,5,3,4,10,6,,,91.0,204
AVERAGE,,2,1,7,12,3,10,5,3,2,4,10,4,,,94.9,204
MIN I MUM,,2,1,5,,3,2,4,2,2,4,10,3,,,88.3,204
SALT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,91.0,204
NUMBER OF SAMPLES,,3,3,2,2,2,6,2,2,2,2,2,3,,,95.1,204
MAX I MUM,,9,66,20,,20,10,9,10,20,10,10,20,,,90.9,204
AVERAGE,,7,31,13,9,12,3,7,9,14,10,10,11,,,94.8,204
MIN J MUM,,4,8,6,9,5,,6,8,8,10,10,5,,,90.6,204
ANCHORAGE ALASKA,54 55,,,,,,,,,,,,,,,94.2,204
NUMBER OF SAMPLES,,1,4,3,8,4,235,233,3,3,3,1,3,,,93.7,204
MAX 1 MUM,,3,33,48,750,257,,,168,138,130,7,37,,,89.1,204
AVERAGE,,3,11,17,162,99,94,233,89,96,67,7,,,,91.3,204
MIN I MUM,,3,,,1,,10,233,10,70,4,7,,,,89.3,204
LOS ANGELES CALIF,54,,,,,,,,,,,,,,,78.5,204
NUMBER OF SAMPLES,,,,3,3,5,2,2,,,,,,,,90.6,204
MAX MUM,,,,102,91,40,73,55,,,,,,,,94.9,204
AVERAGE,,,,94,42,21,36,40,,,,,,,,94.7,204
MIN MUM,,,,85,8,,,25,,,,,,,,94.4,204
SAN FRANCISCO CALIF,55 56,,,,,,,,,,,,,,,95.2,204
NUMBER OF SAMPLES,,3,2,2,1,3,2,,2,3,3,5,1,,,95.1,204
MAX I MUM,,4,1,1,1,1,1,1,1,1,1,1,1,,,92.5,204
AVERAGE,,2,,,1,1,1,,,,,,1,,,91.8,204
MIN MUM,,1,,,1,1,1,,,,,,1,,,94.0,204
PASADENA CALIF,54 56,,,,,,,,,,,,,,,91.5,204
NUMBER OF SAMPLES,,4,6,3,6,5,5,7,2,4,6,,,,,94.4,204
MAX MUM,,6,27,12,69,42,36,70,18,T1,131,,,,,93.2,204
AVERAGE,,3,7,6,26,9,is,20,9,21,45,,,,,92.9,204
MIN MUM,,,,2,1,,2,3,1,4,3,,,,,94.3,204
BERKELEY CALIF,54 55,,,,,,,,,,,,,,,93.0,204
NUMBER OF SAMPLES,,3,3,,2,2,2,3,2,3,4,5,4,,,96.1,204
MAX I MUM,,4,11,,21,,40,30,2,4,5,5,3,,,91.0,204
AVERAGE,,1,6,,14,,20,il,2,3,3,2,1,,,93.3,204
MIN I MUM,,,,,7,,,2,2,2,,,,,,90.9,204
SAN JOSE CALIF,34 56,,,,,,,,,,,,,,,88.6,204
NUMBER OF SAMPLES,,4,6,2,2,5,5,5,5,6,4,7,6,,,95.1,204
MAX I MUM,,8,22,2,24,4,4,9,8,10,8,6,8,,,93.3,204
AVERAGE,,5,6,1,,2,2,5,6,5,,3,4,,,94.3,204
MIN MUM,,4,1,1,,,,4,3,3,3,,,,,94.4,204
SAN LEANORO CALIF,55 56,,,,,,,,,,,,,,,81.4,204
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,94.3,204
MAX I MUM,,2,1,2,1,2,3,3,2,2,3,5,1,,,92.3,204
AVERAGE,,1,1,1,1,2,3,2,2,2,2,2,1,,,93.4,204
MioN I MUM,,1,1,1,1,2,3,2,2,2,2,1,1,,,88.5,204
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,95.2,204
NUMBER OF SAMPLES,,1,2,9,4,3,,2,7,5,21,20,,,,92.0,204
MAX MUM,,4,38,50,54,,,5,6,7,43,66,,,,94.5,204
AVERAGE,,4,38,21,28,,,4,3,3,6,13,,,,95.6,204
MIN MUM,,4,38,,1,,,4,1,1,,,,,,92.4,204
SEATTLE WASH,57,,,,,,,,,,,,,,,95.3,204
NUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,3,1,,,,,93.0,204
MAX t MUM,,18,20,17,8,37,17,16,15,9,13,,,,,91.2,204
AVE RAGE,,17,13,17,7,23,17,15,190,7,13,,,,,93.4,204
MIN I MUM,,16,6,i7,7,8,17,15,5,6,13,,,,,91.3,204
SUBURBAN,,,,,,,,,,,,,,,,96.0,205
MIODLESEX CNTY MASS,55,,,,,,,,,,,2,3,,,93.8,205
NUMBER OF SAMPLES,,2,1,2,,1,3,2,3,3,,,,,,93.5,205
MAXIMUM,,2,,2,,1,1,1,1,1,,1,1,,,92.4,205
AVERAGE,,1,1,1,,1,,1,,,1,,1,,,90.1,205
MENIMUM,,,1,1,,1,,1,,,1,,1,,,92.3,205
LA KEHURST N J,55 56,,,,,,,,,,,,,,,92.3,205
NUMBER OF SAMPLES,,2,1,3,3,2,1,1,,2,1,2,1,,,94.8,205
MAXIMUM,,,,5,2,1,,,,1,,1,,,,91.8,205
AVERAGE,,,,2,,,,,,,,,,,,95.5,205
MINIMUM,,,,,,,,,,,,,,,,92.0,205
KA NAWHA co W VA,54,,,,,,,,,,,,,,,84.2,205
NUMBER OF SAMPLES,,1,3,2,1,,3,3,1,,2,1,1,,,94.2,205
MAX1MUM,,,8,5,6,17,1,3,4,,5,,,,,93.9,205
AVERAGE,,,3,3,6,7,,1,4,,3,,,,,95.0,205
MINIMUM,,,,2,6,,,1,4,,1,,,,,92.8,205
HA MILTON COUNTY OHIO,54 95,,,,,,,,,,,,,,,93.5,205
NUMBER OF SAMPLES,,,1,3,,1,3,4,4,4,4,3,2,,,91.6,205
MAXIMUM,,,,26,,,,,17,5,,1,2,,,93.2,205
AVERAGE,,,,13,,,,,4,2,,,,,,95.0,205
MiN1IMUM,,,,7,,,,,,,,,,,,45.0,205
DE NVER COUNTY COLO,54,,,,,,,,,2,,,,,,90.3,205
NUMBER OF SAMPLES,,,1,1,1,,,1,,,2,1,,,,93.0,205
MAXIMUM,,,1,2,4,,,5,,,2,,2,,,90.9,205
AVERAGE,,,1,2,4,,,5,,2,1,5,2,,,93.8,205
MINIMUM,,,1,2,4,,,5,,2,,5,2,,,93.1,205
NONURBAN,,,,,,,,,,,,,,,,91.0,205
PT WORONZOF ALASKA,55 56,,,,,,,,,,,,,,,91.2,205
NUMBER OF SAMPLES,,1,,1,1,2,,1,2,1,1,,1 1,,,93.2,205
MAXIMUM,,1,,1,1,5,,4,5,3,3,10,,,,86.1,205
AVERAGE,,,,1,1,4,,4,3,3,3,10,,,,95.3,205
MINIMUM,,1,,1,1,4,,4,1,3,3,10,,,,92.5,205
