Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
MIN MUM,,,2,2,,,,2,2,,3,2,2,,,94.8,118
TRENTON N J,55 56,,,,,,,,,,,,,,,93.2,118
NUMBER OF SAMPLES,,3,2,1,,1,1,2,1,,1,1,3,,,94.6,118
MAX MUM,,2,4,3,,1,2,2,,,6,2,5,,,95.9,118
AVERAGE,,1,3,3,,1,2,1,,,6,2,4,,,95.2,118
MIN t MUM,,,2,3,,1,2,1,,,6,2,3,,,89.4,118
JERSEY CITY N oJ,36,,,,,,,,,,,,,,,74.0,118
NUMBER OF SAMPLES,,2,3,3,3,,2,2,2,1,,1,2,,,95.0,118
MAX I MUM,,4,12,4,3,,7,2,4,2,,3,3,,,87.8,118
AVERAGE,,3,7,3,2,,5,1,3,2,,3,2,,,95.5,118
MIN I MUM,,2,4,3,2,,4,,3,2,,3,2,,,90.2,118
NEW YORK N Y,54 56,,,,,,,,,,,,,,,91.5,118
NUMBER OF SAMPLES,,1,3,1,4,1,7,4,4,2,3,4,5,,,93.4,118
MAX MUM,,29,15,2,43,3,15,4,16,15,6,10,7,,,95.3,118
AVERAGE,,29,8,2,13,3,5,2,6,9,5,4,3,,,95.8,118
MIN MUM,,29,3,2,3,3,2,2,,4,5,2,,,,94.0,118
PHILADELPHI A PA,55 56,,,,,,,,,,,,,,,93.4,118
NUMBER OF SAMPLES,,17,13,13,13,18,12,13,13,10,8,8,9,,,95.1,118
MAX MUM,,15,6,9,7,140,9,14,8,18,5,,42,,,91.2,118
AVERAGE,,5,2,3,3,10,4,3,3,4,2,2,8,,,95.6,118
MIN I MUM,,,,,1,,2,2,2,2,,2,2,,,92.8,118
ALTOONA PA,56,,,,,,,,,,,,,,,95.7,118
NUMBER OF SAMPLES,,,1,1,2,3,,,1,2,2,,,,,95.0,118
MAX t MUM,,,3,,2,3,,,3,2,3,3,,,,92.2,118
AVERAGE,,,3,,2,2,,,3,1,2,3,,,,95.5,118
MIN MUM,,,3,,2,2,,,3,,1,3,,,,92.4,118
BRISTQ OF,55 56,,,,,,,,,,,,,,,78.0,118
NUMB ER. SAMPLES,,,1,1,1,2,,2,1,4,2,2,2,,,89.4,118
MAX 1 MUM,,,2,4,1,,,3,,8,2,5,2,,,91.5,118
AVERAGE,,,2,4,1,,,2,,3,2,4,1,,,96.3,118
MIN I MUM,,,2,4,1,,,2,,,2,4,,,,88.7,118
CHESTER PA,55 56,,,,,,,,,,,,,,,94.2,118
NUMBER OF SAMPLES,,,1,,2,2,2,2,3,4,1,,1,,,95.0,118
MAX I MUM,,,2,,3,2,7,2,4,6,,,4,,,91.9,118
AVERAGE,,,2,,2,1,3,2,3,3,,,4,,,95.8,118
MIN MUM,,,2,,2,,,2,3,2,,,4,,,94.0,118
ERIE PA,56,,,,,,,,,,,,,,,84.7,118
NUMBER OF SAMPLES,,3,1,2,3,2,1,1,,3,4,2,3,,,95.2,118
MAX MUM,,2,2,2,2,2,2,,,4,3,5,2,,,95.2,118
AVERAGE,,2,2,2,1,1,2,,,2,2,4,1,,,92.8,118
MIN I MUM,,2,2,2,,,2,,,2,2,3,1,,,89.6,118
PITTSBURGH PA,56,,,,,,,,,,,,,,,95.0,118
NUMBER OF SAMPLES,,3,3,3,,,3,2,,2,2,2,1,,,94.8,118
MAX MUM,,5,4,10,,,6,2,,7,8,6,4,,,95.8,118
AVERAGE,,4,3,6,,,4,2,,6,7,4,4,,,94.9,118
MIN l MUM,,2,2,3,,,3,2,,5,6,2,4,,,87.1,118
WILLEAMSPORT PA,95 56,,,,,,,,,,,,,,,80.5,119
NUMBER OF SAMPLES,,,3,1,2,3,2,1,1,3,2,3,2,,,94.2,119
MAXIMUM,,,3,2,3,6,3,2,2,6,3,5,6,,,91.6,119
AVERAGE,,,2,2,2,3,1,2,2,3,2,3,4,,,95.5,119
MINIMUM,,,2,2,2,2,,2,2,2,2,2,2,,,93.3,119
WA SHINGTON ODOC,55 56,,,,,,,,,,1,,,,,76.5,119
NUMBER OF SAMPLES,,1,2,,1,3,2,1,3,2,,1,,,,95.2,119
MAXIMUM,,,3,,2,3,4,3,2,5,2,,,,,94.8,119
AVERAGE,,,2,,2,1,3,3,2,3,2,,,,,95.4,119
MINIMUM,,,2,,2,,2,3,2,2,2,,,,,94.1,119
Lo VUISVILLE KY,54 55,,,,,,,,,,,,,,,79.4,119
NUMBER OF SAMPLES,,2,3,1,1,1,3,13,13,12,6,1,6,,,94.3,119
MAXIMUM,,3,6,26,6,5,20,23,10,25,7,4,38,,,95.0,119
AVERAGE,,2,5,26,6,5,9,,3,4,4,4,9,,,95.3,119
MINIMUM,,2,4,26,6,5,,,,,,4,2,,,95.6,119
CHARLESTON W VA,55,,,,,,,,,,,,,,,93.5,119
NUMBER OF SAMPLES,,,1,1,,2,2,2,1,1,3,2,1,,,94.5,119
MAX1MUM,,,2,3,,2,3,2,2,3,3,2,3,,,93.6,119
AVERAGE,,,2,3,,2,1,1,2,3,2,1,3,,,95.4,119
,,,2,3,,2,,,2,3,2,,3,,,95.6,119
TAMPA FLA,55,,,,,,,,,,,,,,,94.7,119
NUMBER OF SAMPLES,,2,1,1,3,2,1,2,2,3,1,2,,,,94.7,119
MAXIMUM,,2,2,2,2,2,2,2,6,6,3,2,,,,95.0,119
AVERAGE,,2,2,2,1,1,2,1,4,3,3,2,,,,94.9,119
MINIMUM,,2,2,2,,,2,,2,2,3,2,,,,94.4,119
ATLANTA GA,56,,,,,,,,,,,,,,,94.0,119
NUMBER OF SAMPLES,,1,1,3,2,1,1,3,1,,1,1,,,,95.0,119
MAXIMUM,,20,8,30,20,1,3,3,4,,6,7,2,,,95.2,119
AVERAGE,,20,8,11,10,1,3,1,4,,6,7,2,,,93.1,119
MiNITMUM,,20,8,,,1,3,,4,,6,7,2,,,82.3,119
CHATTANOOGA TENN,55,,,,,,,,,,,,2,,,85.5,119
NUMBER OF SAMPLES,,,,3,2,2,,1,4,4,5,3,,,,93.3,119
MAXIMUM,,,3,4,2,6,,2,2,3,5,4,,,,95.6,119
AVERAGE,,,1,2,1,4,,2,1,2,3,2,5,,,94.8,119
MINIMUM,,,,2,,2,,2,,2,2,2,3,,,95.0,119
CHICAGO fee,55,,,,,,,,,,,,,,,77.7,119
NUMBER OF SAMPLES,,2,3,6,3,8,11,9,6,4,10,10,,,,93.9,119
MAXIMUM,,2,100,10,20,40,9,10,30,40,199,40,20,,,94.6,119
AVERAGE,,2,39,5,10,8,5,3,9,23,27,13,10,,,95.4,119
MUM,,2,,2,,,3,,2,3,,3,,,,95.4,119
EAST ST LOUIS PEL,55,,,,,,,,,,,,,,,84.2,119
NUMBER OF SAMPLES,,4,2,2,2,2,3,1,4,3,1,2,3,,,94.1,119
MAXIMUM,,10,10,20,5,20,10,40,70,20,2,6,9,,,94.8,119
AYERAGE,,5,6,11,5,11,6,40,31,10,2,4,5,,,90.4,119
MINIMUM,,3,3,2,5,2,3,40,4,2,2,3,2,,,95.7,119
EA CHICAGO 1nd,56,,,,,,,,,,,,,,,70.2,119
NUMBER OF SAMPLES,,6,5,14,7,4,6,10,5,7,6,,8,,,94.4,119
MAX1 MUM,,5,8,20,30,20,20,14,6,20,30,3,10,,,88.6,119
AVERAGE,,3,5,10,10,9,5,4,2,7,13,,5,,,95.0,119
MINIEMUM,,,3,,3,3,,,1,3,6,2,1,,,86.7,119
NCINNATI OHIO,55,,,,,,,,,,,,,,,78.7,119
NUMBER OF SAMPLES,,2,,2,2,2,2,2,3,2,2,2,2,,,95.6,119
MUM,,4,,190,6,5,8,3,7,9,140,10,20,,,93.7,119
AVERAGE,,3,,6,5,4,6,2,4,5,72,6,20,,,94.3,119
MINIMUM,,3,,3,4,3,4,2,2,2,4,3,20,,,95.2,119
YOUNGSTOWN OHIO,57,,,,,,,,,,,,,,,91.7,119
NUMBER OF SAMPLES,,,,1,2,1,1,2,2,1,2,,,,,92.5,119
MAXIMUM,,,,,26,3,,15,70,,33,,,,,95.2,119
AVERAGE,,,,,23,3,,7,42,,26,,,,,95.8,119
MINtTMUM,,,,,20,3,,,15,,20,,,,,78.8,119
wl LWAUKEE WIS,57,,,,,,,,,,,,,,,68.8,119
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,95.4,119
MAXIMUM,,,43,,29,,,,,20,,,,,,95.5,119
AVERAGE,,,21,,9,,,,,10,,,,,,95.8,119
MINIMUM,,,,,,,,,,,,,,,,83.0,119
MI NNEAPOLIS MINN,54 55,,,,,,,,,,,,,,,74.2,119
NUMBER OF SAMPLES,,1,1,1,1,,2,,5,4,3,2,1,,,92.5,119
MAXIMUM,,2,,2,2,,1,,2,3,2,4,3,,,92.0,119
AVERAGE,,2,,2,2,,,,2,1,2,3,,,,95.6,119
MINIMUM,,2,,2,2,,,,2,,2,2,,,,94.6,119
KANSAS CITY MO,55 56,,,,,,,,,,,,,,,92.8,119
NUMBER OF SAMPLES,,4,2,3,3,3,2,2,4,1,1,1,1,,,95.0,119
MAXIMUM,,9,6,3,3,4,3,5,,2,2,2,8,,,95.8,119
AVERAGE,,4,4,2,1,1,2,3,3,2,2,2,8,,,93.9,119
MINIMUM,,2,3,2,,,2,1,1,2,2,2,8,,,94.3,119
ST LOUIS WO,55 56,,,,,,,,,,,,,,,81.2,119
NUMBER OF SAMPLES,,2,2,,2,3,2,2,3,1,1,3,2,,,94.5,119
MAXIMUM,,3,20,,5,7,8,9,30,7,3,5,10,,,93.8,119
AVERAGE,,2,12,,4,5,6,5,21,7,3,5,7,,,93.0,119
MINIMUM,,2,5,,3,3,4,2,4,7,3,5,4,,,94.5,119
NEW ORLEANS,54 55,,,,,,,,,,,,,,,89.2,120
NUMBER OF SAMPLES,,2,3,3,4,4,4,6,4,4,4,5,3,,,95.8,120
MAXIMUM,,,2,2,2,2,2,2,10,1,2,2,,,,94.5,120
AVERAGE,,,1,1,,,,1,2,1,1,1,3,,,90.8,120
MINIMUM,,,,,,,,,,1,,,2,,,79.7,120
FT WORTH TEXAS,54 95,,,,,,,,,,,,,,,88.0,120
NUMBER OF SAMPLES,,2,2,2,2,2,2,2,2,2,2,2,2,,,94.6,120
MAXIMUM,,2,2,2,2,1,1,3,2,2,2,3,2,,,95.5,120
AVERAGE,,2,2,2,1,,1,2,2,2,1,2,2,,,95.8,120
MI MUM,,2,2,2,1,,1,2,2,2,1,2,2,,,87.2,120
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,84.2,120
NUMBER OF SAMPLES,,,5,6,4,5,6,7,3,6,6,9,7,,,93.4,120
MAXIMUM,,,3,8,4,,3,5,4,7,S99,2,,,,92.1,120
AVERAGE,,,2,3,1,,,2,3,3,101,1,4,,,92.5,120
MINIMUM,,,,,,,,,3,,,,,,,91.0,120
BE LLAIRE TEXAS,54 55,,,,,,,,,,,,,,,90.8,120
NUMBER OF SAMPLES,,3,2,3,2,2,2,2,3,3,4,2,3,,,91.6,120
MAXIMUM,,2,,5,3,2,1,5,2,2,4,2,3,,,94.8,120
AVERAGE,,,,4,2,2,,5,2,2,3,1,2,,,94.9,120
MINIMUM,,,,3,2,2,,5,2,2,2,,2,,,91.0,120
DE NVER COL,54 55,,,,,,,,,,,,,,,93.2,120
NUMBER OF SAMPLES,,2,2,2,2,2,2,2,2,2,2,1,2,,,93.7,120
MAXIMUM,,8,20,20,3,6,5,,70,10,30,10,30,,,93.8,120
AVERAGE,,5,12,15,1,4,2,,39,5,16,10,20,,,92.5,120
MINIMUM,,3,,10,,3,,,8,,3,10,10,,,94.2,120
SA LT LAKE city UTAH,54 55,,,,,,,,,,,,,,,79.1,120
NUMBER OF SAMPLES,,3,2,2,2,2,2,2,2,2,2,2,3,,,94.7,120
MAXIMUM,,10,20,5,4,,4,,,,,10,5,,,82.0,120
AVERAGE,,5,ii,2,4,,2,,,,,7,3,,,89.2,120
MINIMUM,,,3,,4,,,,,,,5,3,,,93.6,120
SA N FRANCISCO CALIF,56,,,,,,,,,,,,,,,92.2,120
NUMBER OF SAMPLES,,3,2,2,1,3,2,5,2,3,3,5,1,,,95.5,120
MAXIMUM,,3,2,,,2,2,3,3,,2,3,1,,,93.3,120
AVERAGE,,2,1,,,,1,,1,,,,1,,,94.7,120
MINIMUM,,2,,,,,,,,,,,1,,,91.3,120
PA SADENA CALIF,55 56,,,,,,,,,,,,,,,92.2,120
NUMBER OF SAMPLES,,2,2,1,3,3,2,3,,2,2,,,,,92.3,120
MAXIMUM,,3,3,3,3,3,2,7,,3,2,,,,,95.0,120
AVERAGE,,2,1,3,2,2,1,3,,2,1,,,,,95.6,120
,,2,,3,2,2,,2,,2,1,,,,,95.9,120
SA N JOSE CALIF,56,,,,,,,,,,,,,,,76.4,120
NUMBER OF SAMPLES,,1,2,2,,3,3,3,3,2,1,2,3,,,94.0,120
MAX1MUM,,2,2,,,4,2,2,2,5,2,2,3,,,92.2,120
AVERAGE,,2,1,,,3,1,,2,4,2,1,1,,,94.8,120
MtNIMUM,,2,,,,2,,,2,3,2,,,,,93.2,120
SA N CALIF,55 56,,,,,,,,,,,,,,,76.2,120
NUMBER OF SAMPLES,,3,,2,1,1,2,7,4,1,3,7,1,,,92.2,120
MAXIMUM,,3,2,3,2,2,5,,6,2,6,6,2,,,88.7,120
AVERAGE,,2,2,2,2,2,5,3,4,2,4,3,2,,,95.8,120
,,2,2,2,2,2,5,2,3,2,3,2,,,,95.2,120
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,92.8,120
NUMBER OF SAMPLES,,1,,3,1,,,2,7,5,,,,,,94.8,120
M AX IMUM,,20,,5,1,,,4,,20,10,,,,,75.9,120
A VERAGE,,20,,2,1,,,3,,7,10,,,,,94.9,120
M,,20,,1,1,,,3,2,4,10,,,,,95.1,120
SUBURBAN,,,,,,,,,,,,,,,,95.0,120
Mii OOLESEX CNTY MASS,55,,,,,,,,,,,,,,,84.4,120
NUMBER OF SAMPLES,,2,1,2,,1,3,,3,3,1,2,3,,,95.5,120
MAXIMUM,,2,1,2,,,2,3,1,2,1,3,2,,,92.8,120
A VERAGE,,1,1,1,,,1,1,,,1,1,1,,,95.0,120
M,,,1,1,,,,,,,1,,,,,94.8,120
LA EHURST N J,25 56,,,,,,,,,,,,,,,89.8,120
UMBER OF SAMPLES,,2,,2,2,,1,1,,2,1,2,1,,,92.3,120
AXIMUM,,1,,1,2,1,2,,,2,,2,3,,,86.7,120
VERAGE,,,,,1,,2,,,1,,2,3,,,93.5,120
,,,,,,,2,,,,,2,3,,,95.7,120
KA NAWHA co Ww VA,55,,,,,,,,,,,,,,,88.2,120
NUMBER OF SAMPLES,,1,3,2,,2,1,,1,,2,1,1,,,94.5,120
MAXIMUM,,,3,2,,2,2,,2,,1,,,,,91.6,120
VERAGE,,,,2,,2,2,,2,,,,,,,93.8,120
,,,,2,,2,2,,2,,,,,,,91.0,120
OE VER COUNTY COLO,54 55,,,,,,,,,,,,,,,90.7,120
UMBER OF SAMPLES,,,1,,1,,,1,,2,2,1,1,,,93.6,120
AX IMUM,,,2,,,,,,,3,2,4,,,,74.5,120
VERAGE,,,2,,,,,,,2,2,4,,,,89.0,120
,,,2,,,,,,,1,2,4,,,,94.5,120
