Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
NUMBER OF SAMPLES,,2,,2,2,2,2,2,3,2,2,,2,,,90.8,113
MAX MUM,,2 2,,,3,3,,2,3,2,9,3,3,,,91.8,113
AVERAGE,,,,,,1,,2,1,1,4,,1,,,94.9,113
MIN I MUM,,,,,2,,,2,,,,2,,,,78.0,113
LOUIS MO,55 56,,,,,,,,,,,,,,,87.5,113
NUMB ER AOF SAMPLES,,2,,,2,3,2,2,3,1,1,3,2,,,83.6,113
MAX t,,,,,2,2,2,2,2,2,2,2,2,,,88.0,113
AVERAGE,,2,2,,2,2,,1,2,2,2,,1,,,95.6,113
MIN MUM,,2,2,,2,2,,,2,2,2,,,,,95.2,113
FT WORTH TEXAS,54 55,,,,,,,,,,,,,,,92.6,113
NUMBER OF SAMPLES,,,2,,2,2,2,2,2,2,2,2,2,,,94.5,113
MAX I MUM,,2,3,1,2,,,3,2,1,2,,2,,,88.5,113
AVERAGE,,7,2,1 1,1,,,2,1,,1,2,2,,,85.8,113
MIN I MUM,,,1,,,,,2,1,,1,,2,,,91.5,113
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,94.2,113
NUMBER OF SAMPLES,,,5,6,4,5,6,7,3,6,6,,7,,,94.2,113
MAX MUN,,,,,,3,,,,,40,,,,,93.8,113
AVERAGE,,,,,,,,,,,7,,,,,93.5,113
MIN MUM,,,,,,,,,,,,,,,,88.5,113
PASADENA CALIF,55 56,,,,,,,,,,,,,,,93.8,113
NUMBER OF SAMPLES,,2,2,1,3,3,2,3,,2,2,,,,,95.8,113
MAX MUM,,2,2,2,2,2,1,2,,2,2,,,,,95.5,113
AVERAGE,,2,1,2,,,,1,,1,1,,,,,95.9,113
MIN J MUM,,2,,2,,,,,,1,1,,,,,82.4,113
SAN JOSE CALIF,56,,,,,,,,,,,,,,,95.2,113
NUMBER OF SAMPLES,,1,2,2,,3,3,3,3,2,1,2,3,,,94.8,113
MAX MUM,,,2,,,2,,2,2,3,2,2,2,,,95.8,113
AVERAGE,,,2,,,,,1,2,3,2,1,,,,95.3,113
MIN 1 MUM,,,2,,,,,,2,3,2,,,,,86.3,113
SAN LEANDRO CALIF,55 56,,,,,,,,,,,,,,,92.8,113
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,95.9,113
MAX i MUM,,2,,2,2,2,2,,2,,2,2,,,,89.0,113
AVERAGE,,2,,1,2,2,2,,,,,1,,,,95.6,113
MIN MUM,,2,,,2,2,2,,,,,,,,,90.2,113
SEATTLE WASH,,,,,,,,,,,,,,,,95.0,113
NUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,3,1,,,,,95.8,113
MAX 1 MUM,,11,,,2,2,,2,,9,,,,,,87.4,113
AVERAGE,,5,,,1,,,1,,3,,,,,,95.0,113
MIN J MUM,,,,,,,,,,,,,,,,76.3,113
su BURBAN,,,,,,,,,,,,,,,,53.5,113
LAKEHURST W J,55 56,,,,,,,,,,,,,,,84.0,113
NUM BER OF SAMPLES,,2,1,2,2,2,1,1,,2,1,2,1,,,94.8,113
MAX t MUM,,2,1,1,2,2,3,,,2,,2,2,,,94.5,113
AVERAGE,,2,1,,1,1,3,,,1,,1,2,,,95.2,113
MIN 1 MUM,,2,1,,,1,3,,,,,,2,,,89.2,113
