Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
AVERAGE,,,,,24,,11,14,14,28,18,39,23,,,93.4,50
,,,,,24,8,8,8,7,23,15,31,23,,,94.8,50
SANGAMON COUNTY ILL,57,,,,,,,,,,,,,,,85.0,50
NUMBER OF SAMPLES,,,,1,2,1,2,2,2,2,1,2,1,,,93.0,50
MAXIMUM,,,,16,24,24,27,25,41,31,73,58,28,,,93.9,50
AVERAGE,,,,16,19,24,22,17,33,25,73,38,28,,,94.7,50
MINIMUM,,,,16,15,24,17,9,26,19,73,19,28,,,92.9,50
HURON COUNTY WICH,57,,,,,,,,,,,,,,,93.0,50
NUMBER OF SAMPLES,,,2,1,,2,4,4,4,4,5,4,4,,,94.8,50
MAXIMUM,,,15,12,,28,26,17,17,34,26,31,15,,,89.8,50
AVERAGE,,,15,12,,18,17,14,14,14,14,18,12,,,94.1,50
,,,15,12,,9,8,8,8,,,8,8,,,91.5,50
ELLIS COUNTY KANSAS,57,,,,,,,,,,,,,,,93.5,50
NUMBER OF SAMPLES,,,,,,1,1,2,2,1,2,,2,,,95.3,50
MAXIMUM,,,,,,8,6,25,26,6,9,,15,,,94.4,50
AVERAGE,,,,,,8,6,16,21,6,8,,it,,,93.8,50
MINIMUM,,,,,,8,6,8,17,6,8,,7,,,90.6,50
COOK COUNTY MINN,57,,,,,,,,,,,,,,,87.5,50
NUMBER OF SAMPLES,,,,2,1,3,2,1,3,2,,2,2,,,95.6,50
MAXIMUM,,,,15,23,31,8,32,44,29,,24,25,,,93.7,50
AVERAGE,,,,15,23,21,8,32,25,26,,19,16,,,95.3,50
MIN MUM,,,,15,23,14,8,32,16,23,,15,8,,,91.5,50
SHANNON COUNTY WMO,57,,,,,,,,,,,,,,,79.2,50
NUMBER OF SAMPLES,,,,,,,,,1,4,4,4,,,,95.9,50
MAXIMUM,,,,,,,,,16,30,15,15,18,,,93.3,50
AVERAGE,,,,,,,,,16,13,9,5,13,,,93.2,50
MINIMUM,,,,,,,,,16,,7,,8,,,94.8,50
PT WORONZOF ALASKA,55 57,,,,,,,,,,,,,,,92.4,50
NUMBER OF SAMPLES,,,3,5,4,4,4,5,4,4,5,7,7,,,93.9,50
MAXIMUM,,124,57,55,10,9,9,34,39,28,54,135,90,,,94.8,50
AVERAGE,,96,35,43,7,7,,19,17,16,26,36,30,,,95.2,50
MINE MUM,,67,20,22,4,4,4,9,4,6,7,7,,,,85.9,50
GRAND CANYON ARIZ,57,,,,,,,,,,,,,,,93.5,50
NUMBER OF SAMPLES,,,,,,,2,3,3,4,5,4,,,,95.4,50
MAXIMUM,,,,,,,19,9,9,84,8,9,19,,,93.9,50
AVERAGE,,,,,,,13,7,8,27,3,6,11,,,93.8,50
MINIMUM,,,,,,,8,5,8,8,,,8,,,85.5,50
HAWAII,57,,,,,,,,,,,,,,,88.0,50
NUMBER OF SAMPLES,,,2,2,2,2,2,2,2,2,2,2,1,,,95.6,50
MAXIMUM,,24,8,16,49,32,16,40,24,24,18,43,9,,,93.1,50
AVERAGE,,20,8,12,28,25,16,28,20,21,17,35,9,,,93.7,50
MINIMUM,,17,8,9,8,19,16,16,17,is,16,28,9,,,87.3,50
