Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Avg_Confidence,Page_Num
=== TABLE 1: Pages 1-8 ===,,,,,,,,,,,,,,,,,,,,,,
AVERAGE,,48,167,49,61,46,58,88,47,125,130,53,99,,,,,,,,94.6,45
MINIMUM,,32,84,44,38,38,52,45,42,39,76,45,33,,,,,,,,91.8,45
LORAIN OHIO,,,,,,,,,,,,,,,,,,,,,88.0,46
NUMBER OF SAMPLES,,2,2,2,2,2,3,2,,,,2,2,,,,,,,,95.3,46
MAXIMUM,,192,172,57,94,53,64,80,121,62,206,109,533,,,,,,,,93.0,46
AVERAGE,,146,157,49,89,S1,54,62,87,47,133,79,317,,,,,,,,92.7,46
MINIMUM,,100,142,41,84,50,40,44,54,32,91,49,101,,,,,,,,92.7,46
MUELWAUKEE wis,57,,,,,,,,,,,,,,,,,,,,59.7,46
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,3,2,2,,,,,,,,93.5,46
MAXIMUM,,104,170,73,129,28,42,61,62,134,86,85,97,,,,,,,,94.5,46
AVERAGE,,,118,62,107,18,42,53,53,124,63,67,96,,,,,,,,94.7,46
MIiENJMUM,,62,67,46,66,9,42,45,44,114,50,49,95,,,,,,,,88.5,46
RACINE WHS,57,,,,,,,,,,,,,,,,,,,,78.0,46
NUMBER OF SAMPLES,,2,1,3,2,2,2,2,2,1,2,2,2,,,,,,,,95.1,46
MAXIMUM,,77,64,102,81,71,60,72,67,76,70,212,95,,,,,,,,93.3,46
AVERAGE,,53,64,74,62,43,46,49,52,76,65,152,6%,,,,,,,,91.6,46
MENETMUM,,29,64,93,43,15,33,26,38,76,61,92,42,,,,,,,,88.1,46
DES MOINES,57,,,,,,,,,,,,,,,,,,,,91.0,46
NUMBER OF SAMPLES,,2,2,2,2,3,2,2,2,2,2,2,3,,,,,,,,95.2,46
MAX MUM,,176,159,B88,,95,183,41,97,47,34,66,106,,,,,,,,85.5,46
AVERAGE,,118,140,80,69,62,120,40,64,40,20,,68,,,,,,,,92.8,46
MI NtMUM,,60,,73,55,46,58,39,32,33,6,48,49,,,,,,,,82.8,46
KA NSAS CITY KANSAS,o5 57,,,,,,,,,,,,,,,,,,,,89.3,46
NUMBER OF SAMPLES,,,3,6,,6,5,7,5,5,1,,,,,,,,,,94.9,46
MAXIMUM,,,152,170,149,82,B2,146,231,285,,,,,,,,,,,88.3,46
AVERAGE,,,111,72,68,54,44,81,117,93,52,,,,,,,,,,94.7,46
MINEMUM,,,44,41,33,33,20,33,43,30,52,,,,,,,,,,92.8,46
wi CHITA KANSAS,57,,,,,,,,,,,,,,,,,,,,90.0,46
NUMBER OF SAMPLES,,2,3,1,3,1,3,3,2,1,2,3,2,,,,,,,,94.8,46
MAXEMUM,,40,61,25,31,41,47,41,45,47,52,37,50,,,,,,,,87.2,46
AVERAGE,,32,44,25,30,41,34,37,40,47,46,30,45,,,,,,,,95.5,46
,,24,32,25,29,41,25,35,36,47,40,18,40,,,,,,,,95.6,46
MI NNEAPOLIS MINN,55 57,,,,,,,,,,,,,,,,,,,,84.6,46
NUMBER OF SAMPLES,,6,6,6,6,7,,11,30,34,12,8,8,,,,,,,,91.2,46
MAXIMUM,,160,157,90,446,173,100,127,171,218,397,117,250,,,,,,,,91.7,46
AVERAGE,,94,116,65,114,95,64,62,75,84,138,72,109,,,,,,,,93.5,46
MINIMUM,,65,,26,35,55,18,9,25,30,28,23,4a,,,,,,,,87.2,46
DULUTH MINN,,,,,,,,,,,,,,,,,,,,,92.0,46
NUMBER OF SAMPLES,,1,2,3,1,3,2,2,2,2,3,2,2,,,,,,,,95.0,46
MUM,,63,70,280,46,79,38,69,132,63,107,65,13%,,,,,,,,92.0,46
AVERAGE,,63,63,,46,65,29,,91,51,84,,92,,,,,,,,93.9,46
MINIMUM,,63,57,75,46,57,20,50,50,40,65,40,47,,,,,,,,92.3,46
KANSAS CITY MO,S7,,,,,,,,,,,,,,,,,,,,88.5,46
NUMBER OF SAMPLES,,8,8,10,8,,5,11,14,11,11,9,4,,,,,,,,93.5,46
MAXIMUM,,497,301,161,315,115,231,119,200,300,369,199,,,,,,,,,94.3,46
AVERAGE,,206,1253,90,132,74,104,60,99,93,121,,159,,,,,,,,91.3,46
MENEMUM,,68,26,27,28,25,32,15,15,15,23,,69,,,,,,,,86.8,46
ST LOUIS MO,57,,,,,,,,,,,,,,,,,,,,87.8,46
NUMBER OF SAMPLES,,10,11,10,10,12,10,18,22,19,16,13,9,,,,,,,,95.0,46
MAXIMUM,,454,491,196,141,189,146,259,198,305,T45,358,503,,,,,,,,92.4,46
AVERAGE,,239,312,135,94,112,109,126,127,177,254,172,264,,,,,,,,93.2,46
MINIMUM,,114,103,60,76,28,41,22,46,59,67,89,116,,,,,,,,88.5,46
BRENTWOOD MO,55 56,,,,,,,,,,,,,,,,,,,,79.2,46
NUMBER OF SAMPLES,,2,,4,4,2,,2,4,5,3,4,2,,,,,,,,95.2,46
MAX EMUM,,,,109,,103,,102,82,203,257,437,137,,,,,,,,75.7,46
AVERAGE,,75,,75,33,69,,90,50,104,199,15%,117,,,,,,,,91.6,46
MENUMUM,,65,,25,15,35,,79,22,7,105,38,98,,,,,,,,90.6,46
BRECKENRIOG MO,295 56,,,,,,,,,,,,,,,,,,,,80.5,46
NUMBER OF SAMPLES,,4,3,2,4,2,,,1,4,2,3,1,,,,,,,,95.5,46
MAXIMUM,,172,540,215,121,126,,,93,344,578,338,179,,,,,,,,92.4,46
AVERAGE,,128,275,149,70,92,,,93,149,346,142,179,,,,,,,,94.9,46
MINIMUM,,65,89,83,36,58,,,93,50,115,42,179,,,,,,,,89.5,46
OMAHA NEB,,,,,,,,,,,,,,,,,,,,,94.5,46
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,2,2,3,2,,,,,,,,95.5,46
MAXIMUM,,63,49,94,40,62,49,84,49,72,121,96,158,,,,,,,,94.9,46
AVERAGE,,60,41,67,34,47,48,62,49,64,110,61,154,,,,,,,,93.6,46
MINIMUM,,57,34,40,31,33,48,41,49,57,100,58,150,,,,,,,,93.1,46
LJ NCOLN NES,57,,,,,,,,,,,,,,,,,,,,55.0,46
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,2,3,1,,,,,,,,,95.2,46
MAXIMUM,,43,50,49,100,62,48,44,48,86,45,67,175,,,,,,,,92.6,46
AVERAGE,,41,46,,75,47,43,40,47,79,34,67,100,,,,,,,,94.6,46
MINIMUM,,39,43,43,56,32,38,36,47,72,24,67,51,,,,,,,,94.7,46
BI SMARCK NO,,,,,,,,,,,,,,,,,,,,,75.3,46
NUMBER OF SAMPLES,,2,2,,2,2,2,2,3,1,3,2,1,,,,,,,,95.4,46
MAXIMUM,,27,70,60,42,27,34,41,44,35,90,56,36,,,,,,,,95.4,46
AVERAGE,,22,57,,39,22,29,33,31,35,60,,36,,,,,,,,94.6,46
MINIMUM,,17,44,17,36,17,25,26,17,35,35,47,36,,,,,,,,92.2,46
7 OUX FALLS sD,,,,,,,,,,,,,,,,,,,,,83.2,46
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,2,3,2,2,,,,,,,,95.8,46
MAXIMUM,,51,67,60,50,33,43,25,48,57,75,54,41,,,,,,,,92.0,46
AVERAGE,,37,59,42,33,29,34,is,46,43,45,42,35,,,,,,,,93.3,46
MI NUMUM,,23,,24,17,26,26,5,44,29,21,31,30,,,,,,,,80.8,46
LITTLE ROCK ARK,57,,,,,,,,,,,,,,,,,,,,95.5,47
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,3,174,136,2,2,,,,,,,,95.2,47
MAXIMUM,,97,40,i41,48,29,51,51,86,,,30,87,,,,,,,,91.5,47
AVERAGE,,68,32,86,44,28,50,40,,112,108,28,64,,,,,,,,95.2,47
MINIMUM,,39,24,32,39,a6,50,29,29,50,60,27,41,,,,,,,,88.4,47
NEW ORLEANS LA,55 57,,,,,,,,,,,,,,,,,,,,95.2,47
NUMBER OF SAMPLES,,11,10,12,9,9,3,8,7,12,10,10,10,,,,,,,,93.7,47
MAXIMUM,,296,416,558,207,138,73,109,100,228,,194,109,,,,,,,,87.9,47
AVERAGE,,102,150,112,75,,52,68,64,108,146,73,76,,,,,,,,94.8,47
MIN MUM,,40,37,24,24,16,40,,27,21,84,38,26,,,,,,,,91.6,47
BATON ROUGE LA,57,,,,,,,,,,,,,,,,,,,,95.0,47
NUMBER OF SAMPLES,,,3,2,2,2,2,2,3,1,3,2,,,,,,,,,93.8,47
MUM,,,112,176,103,126,105,137,143,109,270,251,315,,,,,,,,89.5,47
AVERAGE,,,95,132,83,120,99,97,119,109,207,153,175,,,,,,,,91.8,47
MINIMUM,,,86,88,63,114,93,58,,109,105,56,35,,,,,,,,91.6,47
ALBUQUERQUE NM,57,,,,,,,,,,,,,,,,,,,,93.0,47
NUMBER OF SAMPLES,,2,2,3,,2,2,2,1,2,2,2,2,,,,,,,,94.6,47
MAX 5 MUM,,315,287,180,,98,90,217,97,125,241,385,410,,,,,,,,81.6,47
AVERAGE,,293,225,114,,91,87,186,,99,216,289,280,,,,,,,,92.3,47
MINIMUM,,272,165,61,,85,85,156,97,74,192,193,151,,,,,,,,88.4,47
TULSA OKLA,57,,,,,,,,,,,,,,,,,,,,95.3,47
NUMBER OF SAMPLES,,3,,2,1,2,1,,3,1,2,3,2,,,,,,,,93.8,47
MAXIMUM,,44,,24,25,25,8,,42,67,24,28,41,,,,,,,,94.5,47
AVERAGE,,32,,20,25,16,8,,26,67,21,27,33,,,,,,,,95.4,47
MINIMUM,,22,,16,25,8,8,,17,67,18,25,26,,,,,,,,88.5,47
FT WORTH TEXAS,55 56,,,,,,,,,,,,,,,,,,,,95.4,47
NUMBER OF SAMPLES,,4,4,4,4,5,4,8,9,8,10,7,4,,,,,,,,93.3,47
MAXIMUM,,156,234,298,186,63,57,63,100,132,327,133,154,,,,,,,,92.8,47
AVERAGE,,119,111,118,78,45,39,49,64,86,109,83,101,,,,,,,,93.9,47
MINIMUM,,86,55,39,32,30,30,41,ai,50,32,47,82,,,,,,,,89.8,47
HOUSTON TEXAS,57,,,,,,,,,,,,,,,,,,,,95.3,47
NUMBER OF SAMPLES,,5,6,6,5,3,4,11,8,11,11,il,11,,,,,,,,93.9,47
MAXIMUM,,124,141,119,122,58,58,100,151,223,405,214,276,,,,,,,,94.5,47
AVERAGE,,70,71,67,55,38,39,50,70,122,144,,117,,,,,,,,94.1,47
MINIMUM,,36,39,42,38,27,28,21,12,26,57,20,63,,,,,,,,93.2,47
BELLAIRE TEXAS,55 56,,,,,,,,,,,,,,,,,,,,84.8,47
NUMBER OF,,3,1,3,,,,2,4,2,3,2,3,,,,,,,,95.9,47
MAXIMUM,,222,45,156,,,,,a9,56,97,145,60,,,,,,,,92.1,47
AVERAGE,,154,45,78,,,,33,59,48,74,89,59,,,,,,,,94.4,47
MINE MUM,,732,45,39,,,,16,41,40,,35,,,,,,,,,73.9,47
DALLAS TEXAS,57,,,,,,,,,,,,,,,,,,,,95.0,47
NUMBER OF SAMPLES,,2,2,3,1,3,2,2,2,2,2,3,1,,,,,,,,95.3,47
MAXIMUM,,58,107,122,137,81,84,58,36,65,89,147,97,,,,,,,,92.1,47
AVERAGE,,49,75,89,137,49,6 4,ST,37,53,54,111,97,,,,,,,,90.8,47
Mi NIMUM,,41,43,,137,17,45,57,37,42,19,58,97,,,,,,,,82.3,47
SAN TEXAS,57,,,,,,,,,,,,,,,,,,,,90.7,47
NUMBER OF SAMPLES,,2,3,1,3,2,2,2,2,2,3,2,2,,,,,,,,95.5,47
MAXIMUM,,32,77,43,66,49,79,47,45,32,76,46,76,,,,,,,,90.9,47
AVERAGE,,28,60,43,45s,35,47,34,33,27,57,34,59,,,,,,,,92.9,47
,,24,32,43,25,22,16,21,22,23,23,23,43,,,,,,,,93.2,47
EL PASO TEXAS,57,,,,,,,,,,,,,,,,,,,,92.0,47
NUMBER OF SAMPLES,,3,2,2,2,2,2,4,2,3,2,2,2,,,,,,,,95.3,47
MAXIMUM,,187,57,39,70,42,41,65,58,140,129,118,173,,,,,,,,94.7,47
AVERAGE,,125,43,28,63,35,29,53,Si,98,89,68,130,,,,,,,,92.3,47
MENEMUM,,,29,is,56,29,17,38,45,35,50,18,,,,,,,,,92.0,47
CORPUS CHRISTI TEXA,57,,,,,,,,,,,,,,,,,,,,90.5,47
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,3,1,2,3,,,,,,,,94.3,47
MAXUMUM,,22,15,31,25,77,29,28,43,48,49,60,36,,,,,,,,90.8,47
AVERAGE,,18,14,27,21,46,27,23,30,33,49,42,34,,,,,,,,94.0,47
MINIMUM,,15,14,23,16,15,26,19,18,25,49,24,30,,,,,,,,92.6,47
DENVER COL,55 57,,,,,,,,,,,,,,,,,,,,95.2,47
NUMBER OF SAMPLES,,,6,6,7,7,7,11,8,10,8,7,,,,,,,,,94.0,47
MUM,,385,209,209,183,127,146,195,180,161,272,339,424,,,,,,,,93.8,47
AVERAGE,,221,127,127,75,75,87,103,101,126,137,140,262,,,,,,,,93.0,47
MEN IMUM,,79,65,47,26,27,,59,17,70,86,49,47,,,,,,,,81.5,47
BOISE 1D0AHO,57,,,,,,,,,,,,,,,,,,,,66.0,47
NUMBER OF SAMPLES,,7,4,4,2,3,2,2,3,2,2,2,,,,,,,,,93.8,47
MAXIMUM,,130,109,175,BO,57,41,46,64,142,119,237,56,,,,,,,,90.7,47
AVERAGE,,104,80,127,66,48,33,39,52,91,118,197,56,,,,,,,,92.4,47
MI NEMUM,,81,51,80,53,40,25,32,41,41,118,158,56,,,,,,,,81.6,47
HELENA MONTANA,57,,,,,,,,,,,,,,,,,,,,91.0,47
NUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,2,3,1,,,,,,,,,95.5,47
MAXIMUM,,25,32,23,24,17,28,42,18,29,35,18,41,,,,,,,,91.2,47
AVERAGE,,22,32,25,20,11,18,25,17,28,25,18,20,,,,,,,,94.2,47
MINIMUM,,20,32,23,17,8,8,9,17,27,,18,,,,,,,,,93.9,47
SALT LAKE ciTY UTAH,55 57,,,,,,,,,,,,,,,,,,,,90.5,47
NUMBER OF SAMPLES,,6,4,2,4,10,5,10,13,6,6,4,,,,,,,,,93.4,47
MAXIMUM,,467,255,,104,192,101,112,153,225,177,315,370,,,,,,,,94.3,47
AVERAGE,,247,145,69,74,72,75,67,,143,121,212,229,,,,,,,,95.2,47
MINIMUM,,74,100,57,58,39,45,29,40,77,82,75,149,,,,,,,,93.0,47
CHEYENNE WYO,57,,,,,,,,,,,,,,,,,,,,93.3,48
NUMBER OF SAMPLES,,,96,as,44,,29,47,56,94,54,51,43,,,,,,,,84.1,48
MAXIMUM,,,,,,8,,,,,,,,,,,,,,,80.0,48
AVERAGE,,58,70,52,33,,21,34,47,74,41,35,36,,,,,,,,94.6,48
MINIMUM,,34,44,16,24,8,9,27,38,57,28,20,31,,,,,,,,88.0,48
ANCHORAGE ALASKA,55 57,,,,,,,,,,,,,,,,,,,,89.2,48
NUMBER OF SAMPLES,,1,3,2,2,3,3,,3,6,2,8,2,,,,,,,,95.9,48
MAXIMUM,,127,150,49,153,74,80,135,132,168,109,532,312,,,,,,,,93.3,48
AVERAGE,,127,100,,151,55,76,79,119,133,98,,191,,,,,,,,94.4,48
MINIMUM,,127,40,47,150,43,72,35,96,96,687,57,71,,,,,,,,92.5,48
PHOENIX ARIZ,57,,,,,,,,,,,,,,,,,,,,91.0,48
NUMBER OF SAMPLES,,2,2,2,2,3,2,2,2,2,3,2,2,,,,,,,,96.1,48
MAX IMUM,,314,242,86,86,120,59,106,77,212,177,303,587,,,,,,,,83.2,48
AVERAGE,,299,197,66,76,93,48,98,61,140,140,300,495,,,,,,,,95.7,48
MINIMUM,,265,153,47,66,75,37,91,46,69,82,297,404,,,,,,,,94.4,48
LOS ANGELES CALIF,57,,,,,,,,,,,,,,,,,,,,90.8,48
NUMBER OF SAMPLES,,2,2,3,2,2,2,2,2,1,2,3,1,,,,,,,,95.8,48
MAXIMUM,,249,477,561,490,150,183,106,229,233,389,533,,,,,,,,,91.1,48
AVERAGE,,210,458,291,317,94,151,71,179,233,315,345,525,,,,,,,,93.4,48
,,171,440,90,145,39,119,36,130,233,242,116,,,,,,,,,95.2,48
SAN FRANCISCO CALIF,55,,,,,,,,,,,,,,,,,,,,89.0,48
NUMBER OF SAMPLES,,6,5,6,5,9,7,8,5,8,5,6,4,,,,,,,,95.1,48
,,119,108,42,182,86,101,39,70,66,131,166,335,,,,,,,,93.5,48
AVERAGE,,80,53,28,63,26,50,26,44,36,59,63,150,,,,,,,,93.8,48
MUM,,54,24,15,17,9,9,9,17,18,8,19,40,,,,,,,,94.6,48
PASADENA CALIF,55 57,,,,,,,,,,,,,,,,,,,,88.0,48
NUMBER OF SAMPLES,,6,6,10,9,12,3,8,8,7,7,,3,,,,,,,,93.2,48
MAXIMUM,,712,543,276,,430,233,270,264,316,252,345,368,,,,,,,,94.0,48
AVERAGE,,343,247,206,201,163,198,177,209,205,153,224,2453,,,,,,,,91.8,48
MINIMUM,,132,111,49,9,65,142,80,117,83,76,85,92,,,,,,,,88.2,48
SAN JOSE CALIF,55 57,,,,,,,,,,,,,,,,,,,,90.2,48
NUMBER OF SAMPLES,,7,6,6,6,7,6,9,12,10,9,3,6,,,,,,,,93.7,48
MAXIMUM,,203,160,100,62,78,111,108,131,195,298,253,216,,,,,,,,93.8,48
AVERAGE,,102,99,68,42,55,62,42,78,120,133,136,89,,,,,,,,93.6,48
MINIMUM,,30,37,37,25,17,26,22,44,34,35,68,17,,,,,,,,91.8,48
SAN LEANORO CALIF,55 56,,,,,,,,,,,,,,,,,,,,93.4,48
NUMBER OF SAMPLES,,5,3,4,4,5,3,ii,21,17,13,13,4,,,,,,,,93.9,48
MAXIMUM,,536,165,172,147,162,237,269,331,631,439,490,,,,,,,,,90.8,48
AVERAGE,,176,115,,89,104,153,115,129,179,159,225,,,,,,,,,92.7,48
,,47,51,79,23,60,103,80,70,56,68,90,50,,,,,,,,87.7,48
SAN ODLEGO CALIF,,,,,,,,,,,,,,,,,,,,,78.0,48
NUMBER OF SAMPLES,,2,2,2,2,3,1,3,3,1,2,,2,,,,,,,,95.3,48
,,239,84,136,64,44,30,71,74,107,14.5,242,464,,,,,,,,94.6,48
AVERAGE,,187,71,97,48,35,30,47,62,107,98,182,324,,,,,,,,93.5,48
,,135,58,59,32,30,30,23,50,107,,90,192,,,,,,,,90.6,48
BURBANK CALIF,,,,,,,,,,,,,,,,,,,,,96.0,48
NUMBER OF SAMPLES,,2,2,3,2,2,2,2,3,1,2,4,1,,,,,,,,94.3,48
MAXIMUM,,570,300,275,234,91,721,113,297,103,274,362,607,,,,,,,,92.3,48
AVERAGE,,306,196,153,161,70,58,84,267,103,B2s,277,607,,,,,,,,91.8,48
MI,,42,92,55,88,50,46,56,245,103,173,96,607,,,,,,,,85.7,48
SAN CALI,57,,,,,,,,,,,,,,,,,,,,91.3,48
NUMBER OF SAMPLES,,,2,2,2,2,3,5,1,1,1,2,1,,,,,,,,95.0,48
MAX EMUM,,32,340,86,,105,170,187,112,459,231,790,167,,,,,,,,80.9,48
AVERAGE,,32,250,74,53,97,140,177,112,459,231,622,167,,,,,,,,94.2,48
MINIMUM,,32,160,62,49,B89,100,162,112,459,231,455,167,,,,,,,,92.6,48
HONOLULU HAWAII,56 57,,,,,,,,,,,,,,,,,,,,89.0,48
NUMBER OF SAMPLES,,2,2,2,3,8,11,7,8,5,4,6,4,,,,,,,,93.2,48
MAXIMUM,,26,67,60,63,93,66,36,,53,61,107,87,,,,,,,,92.2,48
AVERAGE,,25,61,48,39,51,32,23,29,40,46,63,43,,,,,,,,94.7,48
,,25,56,37,27,21,15,8,15,22,38,24,27,,,,,,,,93.0,48
LAS VEGAS NEVADA,57,,,,,,,,,,,,,,,,,,,,95.2,48
NUMBER OF SAMPLES,,1,1,2,4,2,3,2,2,3,2,2,2,,,,,,,,95.7,48
MAXIMUM,,108,132,122,60,39,6.9,,84,99,101,156,167,,,,,,,,90.8,48
AVERAGE,,108,132,80,50,35,58,48,65,79,93,102,140,,,,,,,,94.6,48
MINIMUM,,108,132,39,34,32,52,25,47,62,,49,114,,,,,,,,89.5,48
PORTLAND OREGON,57,,,,,,,,,,,,,,,,,,,,87.0,48
NUMBER OF SAMPLES,,6,6,13,7,3,3,13,46,23,8,3,6,,,,,,,,93.1,48
MAXIMUM,,187,180,400,104,219,86,124,140,253,438,243,206,,,,,,,,88.2,48
AVERAGE,,117,79,109,66,98,56,79,71,111,256,114,119,,,,,,,,92.7,48
,,72,35,35,32,8,41,35,25,42,69,13,28,,,,,,,,93.4,48
SEATTLE WASH,57,,,,,,,,,,,,,,,,,,,,90.0,48
NUMBER OF SAMPLES,,3,2,1,2,3,2,2,2,3,2,1,2,,,,,,,,95.5,48
MAXIMUM,,214,95,137,32,145,66,108,95,232,176,39,12s,,,,,,,,90.5,48
AVERAGE,,166,79,137,24,97,45,87,68,129,171,39,89,,,,,,,,92.4,48
MINIMUM,,132,63,137,16,66,25,66,41,69,167,39,54,,,,,,,,92.8,48
MIOODLESEX CNTY MASS,,,,,,,,,,,,,,,,,,,,,67.3,49
NUMBER OF SAMPLES,,,5,4,4,5,4,9,9,8,,5,,,,,,,,,94.4,49
MAXIMUM,,77,65,71,50,47,46,66,70,120,200,98,27,,,,,,,,93.5,49
AVERAGE,,45,43,57,31,37,38,36,47,71,95,68,22,,,,,,,,91.9,49
MINIMUM,,,,43,20,29,34,17,9,18,60,27,17,,,,,,,,91.4,49
LA KEHURST N J,55 56,,,,,,,,,,,,,,,,,,,,92.8,49
NUMBER OF SAMPLES,,,4,3,4,3,,4,2,4,,3,,,,,,,,,95.8,49
MAXIMUM,,56,124,33,61,49,,353,36,43,19,96,116,,,,,,,,88.1,49
AVERAGE,,41,66,32,43,35,,30,35,36,19,45,63,,,,,,,,95.6,49
MINIMUM,,32,25,31,25,24,,25,34,25,19,20,32,,,,,,,,94.2,49
KA NAWHA co W VA,55 56,,,,,,,,,,,,,,,,,,,,88.6,49
NUMBER OF SAMPLES,,,2,,1,2,,3,2,3,,3,,,,,,,,,95.4,49
MAXIMUM,,187,158,,46,49,,83,91,87,59,106,162,,,,,,,,92.6,49
AVERAGE,,111,107,,46,47,,72,70,55,,52,81,,,,,,,,87.3,49
MINEMUM,,36,57,,46,46,,53,50,35,53,25,36,,,,,,,,87.8,49
H I LLSBOROUGH C0 FLA,55,,,,,,,,,,,,,,,,,,,,76.0,49
NUMBER OF SAMPLES,,,1,4,2,4,,5,7,6,,4,,,,,,,,,95.5,49
,,32,61,80,5.0,39,,43,56,49,57,111,79,,,,,,,,94.2,49
AVERAGE,,27,61,25,30,27,,26,31,32,32,,49,,,,,,,,94.5,49
,,20,61,30,10,19,,16,13,13,19,30,19,,,,,,,,95.5,49
OE NVER COUNTY COLO,55 56,,,,,,,,,,,,,,,,,,,,90.7,49
NUMBER OF SAMPLES,,,3,5,4,5,4,8,3,4,,2,,,,,,,,,95.7,49
MAXIMUM,,158,,95,46,58,73,72,35,29,42,77,71,,,,,,,,92.6,49
AVERAGE,,75,54,6 3,31,42,62,31,29,19,27,73,45,,,,,,,,88.8,49
MINIMUM,,29,36,23,23,22,47,9,18,10,19,70,11,,,,,,,,93.0,49
LITCHFIELO CNTY CONN,56,,,,,,,,,,,,,,,,,,,,85.8,50
NUMBER OF SAMPLES,,,3,5,5,18,4,5,,18,,33,,,,,,,,,90.3,50
MAXIMUM,,24,96,41,27,,33,34,18,,,,25,,,,,,,,88.8,50
AVERAGE,,16,47,28,15,9,22,23,15,16,,32,19,,,,,,,,95.2,50
MINIMUM,,,16,16,8,1,16,15,8,16,,32,8,,,,,,,,92.8,50
NATNL PARK WME,57,,,,,4,,,,,,,,,,,,,,,83.6,50
ACADIA,,,,,,,,,,,,,,,,,,,,,91.0,50
NUMBER OF SAMPLES,,,,,2,2,1,3,2,2,1,3,2,,,,,,,,90.6,50
MAXIMUM -,,,,,31,19,21,28,19,19,20,39,20,,,,,,,,88.6,50
AVERAGE,,,,,20,14,21,19,14,19,20,26,19,,,,,,,,95.6,50
MINIMUM,,,,,9,10,21,12,10,19,20,20,18,,,,,,,,92.3,50
WORCESTER COUNTY WD,57,,,,,,,,,,,,,,,,,,,,91.0,50
NUMBER OF SAMPLES,,,,,,,,5,4,4,3,5,3,,,,,,,,90.9,50
MAXIMUM,,,,,,,,68,80,81,102,159,88,,,,,,,,94.1,50
AVERAGE,,,,,,,,S1,64,,78,93,,,,,,,,,91.2,50
MiNi MUM,,,,,,,,33,53,46,55,31,23,,,,,,,,73.5,50
SHENANDOAH PARK VA,57,,,,,,,,,,,,,,,,,,,,91.8,50
NUMBER OF SAMPLES,,,,,,3,4,3,3,3,3,4,2,,,,,,,,95.6,50
MAXIMUM,,,,,,25,17,17,61,17,18,25,34,,,,,,,,95.0,50
AVERAGE,,,,,,18,16,14,36,13,il,12,21,,,,,,,,94.6,50
MINIMUM,,,,,,15,16,9,9,8,,,8,,,,,,,,85.0,50
HOLLY RIVER PK W VWA,57,,,,,,,,,,,,,,,,,,,,90.3,50
NUMBER OF SAMPLES,,,,,,2,3,4,4,,3,3,2,,,,,,,,93.2,50
MAXIMUM,,,,,,,25,26,26,17,16,23,23,,,,,,,,88.5,50
AVERAGE,,,,,,17,22,20,21,14,10,18,19,,,,,,,,95.2,50
MIN MUM,,,,,,16,16,8,17,,8,16,16,,,,,,,,89.4,50
FLORIDA KEYS FLORID,57,,,,,,,,,,,,,,,,,,,,90.2,50
NUMBER OF SAMPLES,,,,,,,,,1,4,3,3,3,,,,,,,,86.6,50
MAXIMUM,,,,,,,,,24,30,17,17,25,,,,,,,,94.5,50
AVERAGE,,,,,,,,,24,19,,8,19,,,,,,,,92.6,50
MINIMUM,,,,,,,,,24,16,,,,,,,,,,,92.0,50
OATLAND ISLAND GA,57,,,,,,,,,,,,,,,,,,,,86.5,50
NUMBER OF SAMPLES,,,,,,2,2,2,2,1,3,2,2,,,,,,,,95.5,50
MAXIMUM,,,,,,52,55,32,31,31,158,26,20,,,,,,,,92.2,50
AVERAGE,,,,,,50,48,28,26,31,67,22,1.5,,,,,,,,95.1,50
MINIMUM,,,,,,49,42,25,,31,17,19,10,,,,,,,,92.5,50
JACKSON COUNTY MISS,57,,,,,,,,,,,,,,,,,,,,93.8,50
NUMBER OF SAMPLES,,,,,,,,,4,3,5,3,,,,,,,,,95.4,50
MUM,,,,,,,,,30,23,32,23,32,,,,,,,,82.3,50
AVERAGE,,,,,,,,,24,18,23,17,16,,,,,,,,95.5,50
MINIMUM,,,,,,,,,17,15,16,15,8,,,,,,,,90.8,50
FT DONELSON TENN,57,,,,,,,,,,,,,,,,,,,,85.0,50
NUMBER OF SAMPLES,,,,,1,2,2,3,2,2,2,2,1,,,,,,,,94.8,50
MAXIMUM,,,,,24,14,15,22,22,34,22,46,23,,,,,,,,93.0,50
AVERAGE,,,,,24,,11,14,14,28,18,39,23,,,,,,,,93.4,50
,,,,,24,8,8,8,7,23,15,31,23,,,,,,,,94.8,50
SANGAMON COUNTY ILL,57,,,,,,,,,,,,,,,,,,,,85.0,50
NUMBER OF SAMPLES,,,,1,2,1,2,2,2,2,1,2,1,,,,,,,,93.0,50
MAXIMUM,,,,16,24,24,27,25,41,31,73,58,28,,,,,,,,93.9,50
AVERAGE,,,,16,19,24,22,17,33,25,73,38,28,,,,,,,,94.7,50
MINIMUM,,,,16,15,24,17,9,26,19,73,19,28,,,,,,,,92.9,50
