Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
MENT MUM,,179,157,5,10,43,155,2332,T2,126,234,260,154,,,84.2,96
BUFFALO WN Y,57,,,,,,,,,,,,,,,79.8,96
NUMBER OF SAMPLES,,2,2,2,2,1,3,1,1,2,1,1,,,,92.5,96
MAXIMUM,,146,170,266,204,60,317,198,82,88,117,124,117,,,93.8,96
AVERAGE,,135,166,182,178,60,204,198,82,72,117,124,117,,,93.0,96
Mimi MUM,,123,163,99,152,60,138,198,82,57,117,124,117,,,87.6,96
PHILADELPHIA PA,54 57,,,,,,,,,,,,,,,82.2,96
NUMBER OF SAMPLES,,27,32,35,32,27,a7,35,35,41,39,47,53,,,92.5,96
MAXIMUM,,878,545,630,477,733,422,370,309,465,336,319,7939,,,89.2,96
AVERAGE,,314,293,258,218,209,186,213,173,182,223,2453,391,,,92.5,96
MINt MUM,,8,108,4,9,14,,53,,53,84,,161,,,86.3,96
ALTOONA PA,56,,,,,,,,,,,,,,,94.3,96
NUMBER OF SAMPLES,,,1,1,2,3,,,1,2,2,1,,,,95.0,96
MAXIMUM,,,115,112,78,116,,,105,118,153,111,,,,92.8,96
AVERAGE,,,115,112,63,103,,,105,88,106,111,,,,89.8,96
Mimi MUM,,,115,112,49,97,,,105,59,s9,111,,,,76.5,96
BRISTOL PA,56,,,,,,,,,,,,,,,96.0,96
NUMBER OF SAMPLES,,,,1,1,2,,2,1,4,2,2,,,,94.6,96
MUM,,,164,116,94,163,,249,,215,138,241,278,,,91.3,96
AVERAGE,,,164,116,94,136,,212,188,130,124,194,210,,,94.2,96
Mini Mun,,,164,116,94,110,,175,188,93,110,148,143,,,80.0,96
CHESTER PA,55 56,,,,,,,,,,,,,,,93.5,96
NUMBER OF SAMPLES,,,1,,2,2,2,2,3,4,1,,1,,,91.8,96
MAXIMUM,,,1553,,259,124,212,217,228,266,66,,118,,,90.7,96
AVERAGE,,,153,,173,99,1553,216,187,172,66,,118,,,92.6,96
MINIMUM,,,153,,87,75,95,215,127,89,66,,118,,,92.0,96
ERIE PA,,,,,,,,,,,,,,,,87.5,97
NUMBER OF SAMPLES,,132,1,130,3,2,1,1,,3,4,104,3,,,92.1,97
MAXIMUM,,,82,,85,144,93,65,,166,84,,69,,,87.0,97
AVERAGE,,88,82,96,55,108,93,65,,118,71,82,60,,,94.8,97
Mimi MU,,,82,63,38,73,93,65,,53,53,61,50,,,83.4,97
Pi TTSBURGH PA SAMPLES,56,,,,,,,,,,,,,,,82.4,97
MUMBER OF,,3,3,3,,,3,2,,2,2,2,1,,,95.3,97
MAXIMUM,,99,144,239,,,311,254,,231,185,388,120,,,94.8,97
AVERAGE,,73,69,213,,,192,226,,173,144,248,120,,,95.3,97
MINIMUM,,44,29,164,,,77,198,,115,104,108,120,,,92.7,97
wi LLIAMSPORT PA,55 56,,,,,,,,,,,,,,,90.6,97
NUMBER OF SAMPLES,,,3,1,2,3,2,1,1,3,2,3,2,,,95.1,97
MAXIMUM,,,237,143,196,215,284,161,143,222,265,204,200,,,92.2,97
AVERAGE,,,184,143,162,193,206,161,143,200,193,169,151,,,93.5,97
MINT MUM,,,134,143,128,161,129,161,143,161,121,125,102,,,81.5,97
WASHINGTON OC,56,,,,,,,,,,,,,,,94.3,97
NUMBER OF SAMPLES,,1,6,1,5,6,6,4,7,6,3,1,,,,89.8,97
MAXIMUM,,241,252,93,140,226,206,261,245,179,274,1853,,,,93.5,97
AVERAGE,,241,153,93,47,101,62,126,118,97,130,183,,,,94.4,97
,,241,27,93,5,5,1,59,153,8,3,183,,,,90.6,97
LOUISVILLE KY,54 57,,,,,,,,,,,,,,,87.8,97
NUMBER OF SAMPLES,,2,3,2,7,,4,13,13,12,6,1,6,,,90.4,97
MAXIMUM,,105,is5,180,157,32,300,335,283,415,340,159,300,,,92.5,97
AVERAGE,,101,115,155,41,15,127,208,172,155,163,159,168,,,93.6,97
MWINi MUM,,97,65,130,2,5,5,85,73,9,39,159,69,,,87.4,97
BALTIMORE MD,57,,,,,,,,,,,,,,,80.0,97
NUMBER OF SAMPLES,,2,2,32,3,1,3,2,3,1,,,,,,92.4,97
MAXIMUM,,254,153,197,241,65,127,95,141,106,,,,,,95.1,97
AVERAGE,,174,145,168,156,65,108,63,74,106,,,,,,94.8,97
,,94,1368,140,10,65,90,32,31,106,,,,,,91.6,97
CHARLOTTE NC,57,,,,,,,,,,,,,,,89.3,97
NUMBER OF SAMPLES,,2,2,2,2,2,3,2,2,3,1,2,3,,,94.3,97
MAXti MUM,,99,89,141,106,82,69,51,115,67,113,86,94,,,87.1,97
AVERAGE,,93,79,109,101,70,47,45,102,48,113,72,68,,,94.2,97
MUM,,87,70,,97,58,29,40,89,29,113,,29,,,91.2,97
NORFOLK V,,,,,,,,,,,,,,,,72.0,97
NUMBER OF SAMPLES,,2,2,3,1,2,2,3,1,1,1,3,2,,,93.8,97
MAXIMUM,,183,218,196,105,234,103,130,121,112,102,135,122,,,93.8,97
AVERAGE,,155,173,168,105,190,99,103,121,112,102,112,111,,,90.4,97
,,128,128,145,105,147,96,62,121,112,102,84,101,,,88.7,97
CHARLESTON WF,54 57,,,,,,,,,,,,,,,74.8,97
NUMBER OF SAMPLES,,,1,4,5,5,3,2,1,1,3,2,1,,,95.3,97
MAXI NUM,,,371,311,199,,250,3284,a34,305,366,65,461,,,79.2,97
AVERAGE,,,371,168,58,153,120,225,234,305,207,63,461,,,91.3,97
MINIMUM,,,371,53,,5,2,167,234,305,72,41,461,,,93.5,97
TAMPA FL,54 57,,,,,,,,,,,,,,,92.5,97
UMBER OF SAMPLES,,3,3,5,6,5,2,2,2,3,1,2,1,,,95.3,97
MAXIMUM,,90,150,142,131,134,95,81,83,124,108,112,173,,,88.5,97
AVERAGE,,66,73,49,61,,48,74,73,88,108,104,173,,,94.2,97
MINT MUM,,24,3,5,5,,,67,64,69,108,96,175,,,84.0,97
ATLAUTA OF,54 56,,,,,,,,,,,,,,,71.2,97
UMBER SAMPLES,,1,3,6,5,3,1,3,,,1,1,1,,,93.8,97
,,332,133,110,84,66,126,101,94,,119,70,148,,,91.0,97
AVERAGE,,332,46,50,34,37,126,61,94,,119,70,148,,,94.0,97
MINIMUM,,332,1,5,3,6,126,36,94,,119,70,148,,,90.7,97
CHATTANOOGA TENN,55 57,,,,,,,,,,,,,,,73.8,97
WUMBER OF SAMPLES,,3,,3,2,2,,1,4,4,5,3,2,,,92.6,97
MUM,,321,153,138,114,137,,146,145,167,220,91,275,,,93.0,97
AVERAGE,,195,102,113,96,117,,146,123,141,139,85s,209,,,93.6,97
MtniMUuM,,90,52,91,79,98,,146,104,112,1086,76,144,,,86.1,97
NASHVILLE TENN,57,,,,,,,,,,,,,,,87.0,97
WUMBER OF SAMPLES,,4,2,2,2,3,2,2,2,3,1,,,,,89.4,97
MAXIMUM,,154,128,180,68,31,34,76,97,77,76,,,,,92.3,97
AVERAGE,,111,83,113,51,18,34,44,63,51,76,,,,,92.6,97
MINIMUM,,69,39,47,34,9,34,12,29,,76,,,,,93.0,97
CHICAGO ie,54 57,,,,,,,,,,,,,,,73.2,97
NUMBER OF SAMPLES,,5,7,7,3,12,20,14,9,8,16,13,8,,,88.4,97
MUM,,254,435,252,248,410,358,328,318,318,486,5490,417,,,92.5,97
AVERAGE,,210,301,186,202,,137,190,154,218,209,245,2684,,,90.8,97
MiNi MUM,,168,142,i28,144,,2,92,67,108,68,,93,,,79.2,97
EAST ST LOUIS tLe,S5 56,,,,,,,,,,,,,,,81.2,97
NUMBER OF SAMPLES,,,2,2,2,2,3,1,4,3,1,2,3,,,94.3,97
MAXIMUM,,317,186,315,250,93,185,292,276,217,77,168,264,,,92.8,97
AVERAGE,,,166,210,216,,147,292,178,168,77,152,B11,,,87.5,97
MIME MUM,,199,147,105,1853,74,119,292,126,136,TT,137,131,,,80.4,97
EAST CHICAGO,55 56,,,,,,,,,,,,,,,80.2,97
NUMBER OF SAMPLES,,,5,14,7,4,6,10,5,7,6,8,8,,,94.0,97
MAXIMUM,,466,289,456,492,267,336,266,174,208,895,293,316,,,93.4,97
AVERAGE,,286,208,296,313,193,195,172,128,130,168,172,178,,,91.9,97
MINIMUM,,134,130,130,64,93,114,78,87,32,98,79,78,,,92.8,97
INDI AWAPOLIS 1ND,,,,,,,,,,,,,,,,32.0,98
NUMBER OF SAMPLES,,1,2,1,2,3,2,2,2,,4,,,,,91.1,98
MAXIMUM,,131,170,85,192,120,116,259,232,136,176,,112,,,94.2,98
AVERAGE,,131,151,85,175,66,110,212,208,93,121,113,111,,,89.5,98
MINIMUM,,131,132,85,159,48,104,166,184,,,97,110,,,89.0,98
DETROIT ws,54,,,,,,,,,,,,,,,71.7,98
MUMBER OF SAMPLES,,,2,3,4,2,1,,,,,a1,,,,90.7,98
MAXIMUM,,,134,29,148,,462,,,,,222,,,,90.0,98
AVERAGE,,,129,,91,3,462,,,,,74,,,,92.5,98
MIMI MUM,,,124,12,8,,462,,,,,,,,,72.7,98
CING I SAMPLES,54 55,,,,,,,,,,,,,,,70.8,98
UAxXT OF,,3,8,52,20,22,19,,9,is,8,3,6,,,88.2,98
MOM,,198,137,324,301,238,270,176,138,358,230,159,1732,,,90.4,98
AVERAGE,,156,60,82,52,53,83,52,49,92,104,89,a4,,,92.3,98
MINIMUM,,118,18,2,2,3,2,,1,2,6,,14,,,92.5,98
YOUNGSTOWN OW,57,,,,,,,,,,,,,,,84.7,98
WAXTMOM BER OF SAMPLES,,2,2,2,3,2,1,,2,,2,3,2,,,92.1,98
,,175,290,138,215,282,63,120,178,147,314,294,144,,,92.8,98
AVERAGE,,132,237,107,150,258,63,116,141,139,257,219,126,,,93.2,98
,,89,185,76,111,234,63,113,104,132,201,104,108,,,90.0,98
CLEVELAND 0,57,,,,,,,,,,,,,,,91.7,98
OF SAMPLES,,2,3,2,1,3,2,,2,2,2,3,2,,,94.5,98
MAXIMUM,,245,395,169,210,165,147,259,302,208,202,315,186,,,94.2,98
AVERAGE,,,315,128,210,124,118,237,251,139,141,217,146,,,93.1,98
MINIMUM,,138,156,88,210,95,89,215,200,71,60,145,106,,,90.6,98
MILWAUKEE,57,,,,,,,,,,,,,,,88.5,98
MUMBER OF SAMPLES,,2,2,2,3,2,,,2,2,1,,,,,91.1,98
MAXIMUM,,104,274,141,215,91,44,2132,105,96,120,,,,,93.4,98
AVERAGE,,63,173,112,161,83,44,153,102,96,120,,,,,92.7,98
MINIMUM,,22,73,84,113,75,44,94,100,96,1290,,,,,91.1,98
OES MOINES,57,,,,,,,,,,,,,,,91.7,98
NUMBER OF SAMPLES,,2,,2,2,3,,,2,2,2,2,3,,,94.8,98
MUM,,208,425,159,135,99,,103,129,188,115,143,,,,93.7,98
AVERAGE,,189,358,134,100,88,7,95,a2,120,93,143,54,,,93.4,98
MINIMUM,,171,292,110,66,82,58,87,35,53,72,143,35,,,88.5,98
WICHITA KANS,57,,,,,,,,,,,,,,,77.0,98
NUMBER OF SAMPLES,,2,3,1,3,1,3,,2,1,2,3,2,,,90.6,98
MAXIMUM,,59,81,66,55,49,64,105,126,68,167,68,87,,,90.5,98
AVERAGE,,44,52,66,41,49,51,79,,68,118,46,76,,,92.5,98
MINIMUM,,29,35,66,28,49,40,54,69,68,70,27,65,,,92.1,98
MINNEAPOLIS uM,54 55,,,,,,,,,,,,,,,61.0,98
AMPLES,,1,3,4,5,4,3,,5,4,3,2,1,,,95.1,98
MAXIMUM,,317,133,120,189,19,57,,153,90,142,154,190,,,91.1,98
AVERAGE,,317,48,35,45,11,29,,106,69,125,129,190,,,91.7,98
,,317,3,3,5,5,4,,65,24,109,105,190,,,92.6,98
KANSAS cit,54 56,,,,,,,,,,,,,,,83.8,98
NU R O SAMPLES,,4,3,8,7,5,3,,4,53,1,1,1,,,85.3,98
MAXIMUM,,310,234,215,102,59,124,125,217,,75,118,290,,,91.2,98
AVERAGE,,234,110,68,38,37,56,76,143,59,75,118,290,,,88.1,98
Mini MUM,,183,4,5,3,6,2,26,,59,75,118,290,,,86.1,98
LOUIS MO,55 56,,,,,,,,,,,,,,,88.2,98
WUMBER OF SAMPLES,,2,2,,3,3,2,,3,1,2,3,2,,,94.1,98
MAXIMUM,,316,439,,267,354,149,170,270,176,236,248,346,,,89.9,98
AVERAGE,,276,399,,182,238,130,133,212,176,183,195,288,,,91.0,98
Mimi MUM,,237,360,,125,107,1132,96,101,176,71,148,231,,,79.9,98
BISMARCK NO,57,,,,,,,,,,,,,,,95.3,98
NUMBER OF SAMPLES,,2,2,1,2,2,2,,3,,3,2,1,,,95.0,98
MAXIMUM,,39,68,56,91,36,73,53,65,24,44,142,38,,,91.9,98
AVERAGE,,34,61,56,71,34,45,41,50,a4,28,98,38,,,92.2,98
Mini MUM,,30,54,56,,32,18,30,41,a4,20,55,38,,,88.0,98
NEW ORLEANS,54,,,,,,,,,,,,,,,85.7,98
NUMBER OF SAMPLES,,3,5,5,4,6,6,,,4,3,5,3,,,94.4,98
MAXIMUM,,119,68,86,72,108,58,115,97,82,74,124,136,,,91.5,98
AVERAGE,,106,67,49,64,61,35,,60,52,39,64,117,,,95.5,98
,,84,22,12,49,2,1,24,25,29,9,42,94,,,90.3,98
TULSA OKLA,57,,,,,,,,,,,,,,,85.3,98
UMBER OF SAMPLES,,3,,2,1,2,1,,3,1,2,2,,,,92.0,98
MAXI MUM,,126,,53,,44,34,,103,a6,102,41,41,,,84.4,98
AVERAGE,,78,,47,,26,34,,69,86,89,33,30,,,90.3,98
MINIMUM,,39,,432,50,8,34,,42,86,77,a5,i9,,,88.9,98
FT WORTH TE,54 55,,,,,,,,,,,,,,,91.4,98
NUMBER OF SAMPLES,,2,4,5,4,,,,2,2,3,2,,,,93.3,98
MAXIMUM,,151,63,116,Tl,1323,77,79,45,74,68,101,101,,,88.5,98
AVERAGE,,118,47,61,21,65,66,70,35,35,47,,74,,,90.2,98
MENT MUM,,86,6,9,,2,56,61,25,37,35,59,49,,,84.8,98
HOUSTON TEXAS,534 57,,,,,,,,,,,,,,,87.0,99
NUMBER OF SAMPLES,,3,7,9,7,8,14,7,3,6,6,9,,,,91.4,99
MAXIMUM,,104,320,215,95,,160,109,196,268,108,175,336,,,92.7,99
AVERAGE,,62,91,89,53,76,52,56,98,160,63,58,175,,,90.0,99
,,,5,5,,,,15,13,36,18,25,94,,,91.5,99
BELLAIRE TEXAS,54 55,,,,,,,,,,,,,,,93.2,99
NUMBER OF SAMPLES,,3,3,4,2,4,4,4,7,5,4,2,3,,,91.0,99
MAXIMUM,,196,68,100,80,127,110,,175,109,123,79,89,,,90.7,99
AVERAGE,,92,45,62,61,86,64,22,,73,67,78,76,,,94.5,99
MINIMUM,,35,3,16,42,,8,6,6,,33,78,63,,,91.5,99
DENVER CO,54 55,,,,,,,,,,,,,,,93.2,99
WUMBER OF SAMPLES,,2,2,2,2,2,5,2,2,2,2,,2,,,91.9,99
MAXIMUM,,48,86,133,85,75,47,69,46,61,75,8a,273,,,87.3,99
AVERAGE,,42,80,109,68,62,20,63,45,42,53,83,138,,,92.1,99
Mini MUM,,36,74,87,,,2,58,45,23,32,82,4,,,84.3,99
SALT LAKE CITY UTAH,55,,,,,,,,,,,,,,,81.2,99
NUMBER OF SAMPLES,,3,3,2,2,2,6,2,2,2,2,2,3,,,93.0,99
MAXIMUM,,247,254,152,127,668,1112,93,109,105,250,i39,374,,,87.2,99
AVERAGE,,216,207,123,98,64,28,T6,102,89,188,134,204,,,90.9,99
Mimi mum,,179,149,93,70,61,,60,95,74,126,130,98,,,83.1,99
CHEYENNE WYO,57,,,,,,,,,,,,,,,71.3,99
NUMBER OF SAMPLES,,2,2,2,3,1,3,3,123,2,1,2,3,,,91.4,99
MAXIMUM,,81,45,50,69,48,75,56,,60,33,73,56,,,91.9,99
AVERAGE,,,40,48,57,48,55,532,86,54,33,67,41,,,88.9,99
MiMi MUM,,30,36,47,50,48,39,46,50,48,33,61,26,,,89.4,99
ER of,54 55,,,,,,,,,,,,,,,64.8,99
,,,4,4,8,3,7,1,3,3,,1,3,,,95.3,99
MAXIMUM,,74,199,67,123,a9,176,6,39,4,48,62,72,,,94.7,99
AVERAGE,,74,73,33,38,41,82,6,15,3,17,62,24,,,93.8,99
MINIT MUM,,74,7,18,,5,6,6,2,2,1,62,1,,,83.4,99
LOS ANGELES CALIF,54,,,,,,,,,,,,,,,95.0,99
HUMBER OF SAMPLES,,,3,6,,8,4,4,2,1,,2,1,,,92.2,99
MAXIMUM,,,242,281,204,249,185,170,185,148,1732,266,131,,,91.9,99
AVERAGE,,101,211,135,102,102,95,120,184,148,167,164,131,,,94.6,99
MINIMUM,,81,196,33,4,,,50,164,148,162,63,131,,,91.5,99
SAN FRANCISCO CALIF,55 37,,,,,,,,,,,,,,,87.2,99
WUMBER OF SAMPLES,,4,3,3,1,3,2,5,2,3,3,5,1,,,92.3,99
MAXIMUM,,216,60,62,108,74,74,78,57,73,122,167,205,,,88.6,99
AVERAGE,,138,54,47,108,63,71,48,56,55,92,105,205,,,93.2,99
MINIMUM,,23,44,35,108,58,69,24,56,46,59,62,205,,,92.7,99
PASADENA CALIF,54 56,,,,,,,,,,,,,,,93.0,99
NUMBER OF SAMPLES,,5,7,7,7,6,9,8,3,4,6,,,,,92.6,99
MAXIMUM,,410,256,207,189,346,321,269,267,,,,,,,93.7,99
AVERAGE,,217,121,116,88,227,145,161,167,344,331,,,,,92.1,99
MINIMUM,,,1,13,6,124,3,20,76,22,141,,,,,86.8,99
BERKELEY CALIF,54,,,,,,,,,,,,,,,92.7,99
NUMBER OF SAMPLES,,3,5,,2,2,2,3,2,3,4,5,4,,,94.8,99
MAXIMUM,,176,250,,7,9,5,3,8,4,6,74,97,,,94.2,99
AVERAGE,,74,82,,6,4,4,2,5,3,4,17,33,,,93.3,99
,,6,4,,,,4,2,2,3,2,2,2,,,94.7,99
SAW JOSE CALIF,54 56,,,,,,,,,,,,,,,90.4,99
NUMBER OF SAMPLES,,4,6,4,2,5,5,5,5,229,4,7,6,,,94.7,99
MAXIMUM,,232,111,B85,11,107,140,130,122,,74,1867,105,,,82.6,99
AVERAGE,,83,44,46,11,53,66,67,69,75,22,38,31,,,94.5,99
MINIMUM,,3,4,,11,,7,2,2,3,2,3,1,,,90.6,99
SAN LEANDRO CALIF,55 56,,,,,,,,,,,,,,,86.0,99
WUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,93.9,99
MAX MUM,,77,45,63,75,101,110,93,121,85,115,151,64,,,93.3,99
AVERAGE,,54,45,54,75,101,99,72,73,85,103,86,64,,,91.1,99
,,15,45,46,75,101,88,53,43,8s,86,49,64,,,94.1,99
HONOLULU,57,,,,,,,,,,,,,,,77.5,99
NUMBER OF SAMPLES,,2,2,2,3,2,1,3,3,2,1,3,2,,,92.6,99
MAXIMUM,,164,73,90,653,61,46,52,46,41,30,42,39,,,92.3,99
AVERAGE,,119,64,69,48,53,46,37,34,37,30,36,37,,,94.8,99
,,54,56,49,39,45,46,25,29,33,30,30,36,,,95.4,99
PORTLAND OREGON,54,,,,,,,,,,,,,,,94.0,99
NUMBER OF SAMPLES,,1,2,9,4,3,,2,7,5,ai,20,,,,93.7,99
MAXIMUM,,202,5,176,43,11,,103,184,176,388,295,,,,93.8,99
AVERAGE,,202,4,43,16,8,,96,108,133,142,144,,,,95.9,99
MINtTMUM,,202,4,7,2,5,,89,60,69,2,1,,,,90.0,99
SEATTLE WASH,57,,,,,,,,,,,,,,,94.7,99
NUMBER OF SAMPLES,,2,2,1,2,3,,2,2,3,1,,,,,94.3,99
MAXIMUM,,62,26,71,59,45,,28,2,76,34,,,,,91.0,99
AVERAGE,,40,20,71,29,19,,22,,206,34,,,,,93.1,99
MiniMuM,,18,15,71,,1,,16,2,2,34,,,,,88.9,99
SUBURBAN,,,,,,,,,,,,,,,,95.0,100
MIOOLESEX CNTY MASS,55,,,,,,,,,,,,,,,90.2,100
NUMBER OF SAMPLES,,2,1,2,,1,3,2,3,3,,2,,,,93.8,100
MAXIMUM,,146,75,102,,48,101,43,37,88,S1,123,79,,,89.7,100
AVERAGE,,96,75,67,,48,67,38,48,74,si,97,59,,,93.7,100
MINIMUM,,47,75,32,,48,44,33,43,54,,71,41,,,92.8,100
LA KEHURST N J,56,,,,,,,,,,,,,,,91.8,100
NUMBER OF SAMPLES,,2,1,3,,2,1,1,,2,,2,2,,,94.2,100
MAXIMUM,,144,78,137,225,75,107,55,,145,70,208,157,,,92.8,100
AVERAGE,,130,78,75,146,5 3,107,55,,102,70,179,157,,,90.8,100
MINIMUM,,117,78,12,96,31,107,55,,59,70,151,157,,,86.3,100
KA NAWHA co Ww VA,54 55,,,,,,,,,,,,,,,83.3,100
NUMBER OF SAMPLES,,1,3,2,,5,3,3,1,,,1,1,,,94.3,100
MAXIMUM,,63,257,101,186,281,192,234,204,,157,68,94,,,92.8,100
AVERAGE,,63,191,86,186,107,85,155,204,,118,68,94,,,93.0,100
MINIT MUM,,6 3,95,72,186,,6,89,204,,79,68,94,,,75.4,100
HA MILTON COUNTY OHIO,54,,,,,,,,,,,,,,,94.4,100
NUMBER OF SAMPLES,,,,4,,5,3,4,4,4,,3,2,,,95.5,100
MAXIMUM,,,,142,69,65,107,14,6,10,,7,2,,,95.3,100
AVERAGE,,,,104,41,26,63,9,4,5,,5,1,,,93.2,100
MINIMUM,,,,62,13,3,5,6,3,3,,4,,,,95.4,100
DE NVER COUNTY COLO,54 535,,,,,,,,,,,,,,,90.8,100
NUMBER OF SAMPLES,,,1,1,,,,1,,2,,1,1,,,94.6,100
MAXIMUM,,,63,38,31,,,35,,24,71,47,16,,,90.7,100
AVERAGE,,,63,38,51,,,35,,23,55,47,16,,,93.6,100
MINIMUM,,,63,38,Si,,,35,,22,39,47,16,,,91.0,100
NONURBAN,,,,,,,,,,,,,,,,91.0,100
PT WORONZOF ALASKA,55 56,,,,,,,,,,,,,,,91.2,100
NUMBER OF SAMPLES,,1,,1,,2,,,2,1,,1,1,,,92.4,100
MAXIMUM,,62,,22,45,46,,73,39,24,48,60,42,,,93.6,100
AVERAGE,,62,,22,45,43,,73,32,24,48,60,42,,,93.7,100
MINIMUM,,62,,,45,39,,73,25,24,48,60,42,,,93.0,100
