Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
AVERAGE,,,,,,1,,2,2,1,,1,,,,95.2,74
MINIMUM,,,,,,1,,2,2,,,,,,,90.8,74
CHESTER PA,55 56,,,,,,,,,,,,,,,88.2,74
NUMBER OF SAMPLES,,,1,,2,2,2,2,3,4,1,,1,,,94.5,74
MAXIMUM,,,4,,1,1,2,,9,5,1,,2,,,90.8,74
AVERAGE,,,4,,1,,1,,3,1,1,,2,,,94.8,74
MINIMUM,,,4,,1,,,,,,1,,2,,,84.8,74
ERIE PA,56,,,,,,,,,,,,,,,92.0,74
NUMBER OF SAMPLES,,3,1,2,3,2,1,1,,3,4,2,3,,,95.0,74
MAXIMUM,,6,,2,2,2,2,7,,1,2,2,2,,,92.3,74
AVERAGE,,3,,1,1,2,2,7,,,1,2,1,,,90.5,74
MINIMUM,,1,,1,,2,2,7,,,1,2,1,,,85.3,74
PITTSBURGH PA,56,,,,,,,,,,,,,,,90.3,74
NUMBER OF SAMPLES,,3,3,3,,,3,2,,2,2,2,1,,,94.0,74
MAXIMUM,,3,3,4,,,11,3,,3,3,4,3,,,92.1,74
AVERAGE,,2,2,3,,,4,2,,3,2,3,3,,,96.1,74
MINI MUM,,2,2,3,,,1,1,,3,1,2,3,,,85.8,74
WIiLLUAMSPORT PA,5 56,,,1,2,,,1,,,2,,2,,,86.3,75
NUMBER OF SAMPLES,,,,3,,3,,3,2,2,5,3,3,,,91.9,75
MAXIMUM,,,3,3,,2,2,3,2,1,4,,2,,,92.2,75
AVERAGE,,,2,3,5,2,1,3,2,1,4,,2,,,93.4,75
Mini MUM,,,,,,,,,,,,,,,,19.0,75
WASHINGTON OD,54 S6,,,,1,3,5,4,7,6,3,1,,,,90.8,75
NUMBER OF SAMPLES,,1,,,,,,,,,,,,,,95.0,75
UUM,,1,20,,1,1,5,7,12,19,11,1,,,,83.8,75
AVERAGE,,1,11,,1,1,3,3,5,9,7,1,,,,94.0,75
MINIMUM,,1,1,,1,1,,1,1,1,2,1,,,,86.4,75
LOUISVILLE KY,,2,3,1,1,1,3,13,13,132,6,1,6,,,90.2,75
NUMBER OF SAMPLES,,20,19,29,20,2,48,30,50,17,18,13,32,,,93.4,75
MAXIMUM,,19,15,29,20,2,17,9,13,,11,15,i9,,,86.9,75
AVERAGE,,48,10,29,20,2,1,,,,3,15,6,,,89.8,75
Mini MUM,,,,,,,,,,,,,,,,57.0,75
CHARLESTON W VA,,,1,1,,2,2,2,1,1,3,2,1,,,90.1,75
NUMBER OF SAMPLES,,,4,3,,6,2,2,3,2,190,3,17,,,90.2,75
MUM,,,4,3,,4,1,1,3,2,,,17,,,88.7,75
AVERAGE,,,4,3,,2,1,,3,2,2,2,17,,,92.2,75
MINIMUM,,,,,,,,,,,,,,,,72.0,75
TAMPA FLA,55,,1,1,3,2,,2,,3,1,2,1,,,90.2,75
NUMBER OF SAMPLES,,21,3,190,12,12,3,7,4,3,8,3,10,,,92.7,75
MAXIMUM,,15,8,10,6,,3,6,3,2,8,3,10,,,95.1,75
AVERAGE,,10,8,10,3,7,3,5,2,1,8,3,10,,,94.6,75
MINIMUM,,,,,,,,,,,,,,,,13.0,75
ATLANTA G,55 56,1,1,3,2,1,1,3,1,,1,1,1,,,92.3,75
NUMBER OF SAMPLES,,1,,2,1,35,,2,,,9,6,1,,,92.1,75
MAXIMUM,,1,,1,,35,,1,,,9,6,1,,,88.1,75
AVERAGE,,1,,,,35,,,,,9,6,1,,,94.2,75
CHATTANOOGA TENN,56,1,5,3,2,2,,1,4,4,,3,2,,,93.8,75
NUMBER OF SAMPLES,,,10,4,1,3,,4,2,6,8,3,19,,,95.2,75
MAXIMUM,,,3,3,,2,,4,1,3,3,2,10,,,89.4,75
AVERAGE,,5,,3,,2,,4,,,,1,1,,,95.4,75
MIA,,,,,,,,,,,,,,,,1.0,75
CHICAGO LL,54,4,7,6,3,8,12,14,9,8,16,13,8,,,85.0,75
NUMBER OF SAMPLES,,78,134,46,4,20,15,43,15,31,88,50,215,,,89.1,75
MAXIMUM,,27,59,132,2,6,4,,6,16,a1,10,60,,,86.6,75
AVERAGE,,2,4,2,1,2,2,1,1,,2,1,3,,,93.9,75
MINT MUM,,,,,,,,,,,,,,,,53.0,75
EAST 8ST LOUIS Peet,56,4,2,2,2,2,3,1,4,3,1,2,3,,,83.1,75
NUMBER OF SAMPLES,,,5,11,9,15,5,9,,9,,,11,,,92.7,75
MAXIMUM,,,3,7,8,9,3,9,5,4,1,4,8,,,92.0,75
AVERAGE,,2,2,4,,3,,9,4,2,,4,5,,,92.3,75
MUM,,,,,,,,,,,,,,,,83.0,75
EAST CHICAGO 7,55 56,6,,14,7,4,6,10,5,,6,8,8,,,84.7,75
NUMBER OF SAMPLES,,32,6,22,35,33,50,16,7,12,13,7,22,,,92.7,75
MAXIMUM,,8,3,10,15,20,16,7,4,4,7,4,8,,,91.7,75
AVERAGE,,1,1,1,4,7,5,3,1,2,4,2,3,,,91.7,75
MINIMUM,,,,,,,,,,,,,,,,46.0,75
CINCINNATI OHIO,54 55,3,3,2,2,2,5,8,9,12,8,3,6,,,93.8,75
MWUMBER OF SAMPLES,,16,39,13,14,,18,10,22,33,45,20,72,,,87.9,75
MAXIMUM,,7,23,9,9,3,10,6,9,17,a4,12,40,,,91.8,75
AVERAGE,,3,15,6,4,2,3,2,,2,7,1,1,,,93.8,75
MUNI MUM,,,,,,,,,,,,,,,,28.0,75
MINNEAPOLIS MINN,54 55,1,1,,1,,2,,5,4,3,,1,,,82.0,75
WUMBER OF SAMPLES,,1,,1,,,1,,20,6,10,3,2,,,92.5,75
MAXIMUM,,1,,1,1,,,,6,3,5,1,2,,,88.0,75
AVERAGE,,1,,1,1,,,,,2,1,,2,,,91.3,75
MINIMUM,,,,,,,,,,,,,,,,67.0,75
KANSAS CITY wo,55 56,,2,3,3,3,2,2,4,1,1,1,1,,,89.8,75
NUMBER OF SAMPLES,,4,,,,,,,,,,,,,,95.0,75
MAXIMUM,,9,6,9,3,3,3,2,4,1,,6,18,,,92.5,75
AVERAGE,,4,,5,2,1,1,1,2,1,,6,i8,,,93.2,75
MINE MUM,,2,5,4,1,,,,1,1,,,18,,,81.4,75
sTr LouIs moO,55 56,,2,,3,3,2,2,3,1,2,3,2,,,84.7,75
NUMBER OF SAMPLES,,2,,,,,,,,,,,,,,92.5,75
MAXIMUM,,4,10,,,5,23,4,5,8,4,4,,,,94.3,75
AVERAGE,,3,9,,4,3,ia,3,4,8,3,3,5,,,94.8,75
MINIMUM,,3,9,,2,2,2,3,4,8,3,2,3,,,91.4,75
MEW ORLEANS 14,55,,,,,4,4,6,4,4,3,5,3,,,81.3,75
NUMBER OF SAMPLES,,2,3,3,4,,,,,,,,,,,93.1,75
MAX1 MUM,,,11,19,39,9,5,29,15,10,12,1s,9,,,87.3,75
AVERAGE,,4,6,190,17,4,3,9,,,6,6,8,,,92.8,75
MUM,,3,3,5,,2,1,2,2,1,3,,7,,,88.9,75
FT WORTH TEXAS,54 55,2,3,3,2,2,2,2,2,2,3,,3,,,88.8,75
WUMBER OF SAMPLES,,8,2,4,6,2,3,3,10,4,4,4,5,,,91.7,75
MAXIMUM,,5,2,2,4,2,2,2,8,4,2,3,3,,,95.6,75
AVERAGE,,3,2,2,2,,2,2,6,4,1,2,,,,92.5,75
HOUSTON TEXAS,54 55,,5,6,,5,12,7,3,6,6,9,7,,,87.1,76
NUMBER OF SAMPLES,,,,,4,,,,,,,,,,,95.8,76
MAXIMUM,,,23,12,22,10,12,9,10,31,11,19,15,,,91.8,76
AVERAGE,,,9,8,14,5,6,6,5,13,9,9,8,,,94.2,76
MiMi MUR,,,3,2,7,1,3,3,3,5,7,2,2,,,85.8,76
BELLAIRE TEXAS,54 55,3,2,3,2,3,3,4,,,4,2,3,,,95.6,76
NUMBER OF SAMPLES,,9,5,7,19,15,18,8,i9,16,15,2,6,,,93.7,76
MAXIMUM,,4,3,5,14,7,11,4,5,,190,1,4,,,92.2,76
AVERAGE,,2,2,4,9,4,4,2,,4,6,1,1,,,92.4,76
Mil MUM,,,,,,,,,,,,,,,,30.0,76
DENVER COL,54 55,2,2,2,2,2,,2,2,2,2,1,2,,,93.2,76
NWUMBER OF SAMPLES,,9,4,7,,2,5,4,6,4,,6,13,,,90.7,76
MAXIMUM,,,2,,,,2,3,5,4,4,,10,,,94.1,76
AVERAGE,,6,,6,4,1,,,,,,,,,,95.4,76
MINT MUM,,4,,6,3,1,2,3,4,4,3,6,7,,,86.1,76
SALT LAKE CITY UTAH,54 55,3,2,2,2,2,2,2,2,2,2,2,3,,,94.3,76
NUMBER OF SAMPLES,,5,33,,3,2,3,9,2,2,4,3,10,,,94.1,76
MAXIMUM,,1,"21,",3,2,,2,5,2,2,2,3,6,,,93.3,76
AVERAGE,,,10,1,2,,2,1,2,2,,3,3,,,94.7,76
MINIMUM,,,,,,,,,,,,,,,,77.0,76
AMRCHORAGE ALASKA,54 55,1,2,2,2,,5,1,3,3,3,1,3,,,91.5,76
NUMBER OF SAMPLES,,9,3,1,4,,6,3,23,4,12,1,12,,,92.3,76
MAXIMUM,,9,2,1,2,,4,3,9,3,6,1,7,,,92.9,76
AVERAGE,,9,1,1,1,,3,3,2,2,1,1,1,,,90.2,76
Minti,,,,,,,,,,,,,,,,35.0,76
SAM FRANCISCO CALIF,56,3,2,116,1,3,2,5,2,3,3,,1,,,92.8,76
NUMBER OF SAMPLES,,432,93,,130,98,141,130,78,25,120,2609,8,,,88.8,76
MAXIMUM,,209,63,37,130,55,136,58,68,16,106,96,8,,,92.4,76
AVERAGE,,3,33,59,130,10,131,6,,,84,5,8,,,94.8,76
MINT MUM,,,,,,,,,,,,,,,,45.5,76
PASADENA CALIF,54 56,5,6,5,4,4,9,8,3,4,6,,,,,93.7,76
NUMBER OF SAMPLES,,11,9,10,5,2,8,18,6,22,30,,,,,91.8,76
MUN,,,4,,,,,8,,6,12,,,,,86.2,76
AVERAGE,,6,,3,2,,4,,4,,,,,,,95.5,76
Mint MUM,,2,,,,,,2,4,,,,,,,79.6,76
BERKELEY CALIF,54 55,,3,,,,1,,2,3,,,4,,,95.0,76
WUMBER OF SAMPLES,,3,,,,,,3,,,4,,,,,93.7,76
MAXIMUM,,10,20,,,,11,59,26,206,33,76,23,,,89.8,76
AVERAGE,,8,17,,,,11,46,21,19,25,28,16,,,93.3,76
Mini Mun,,6,13,,,,11,30,16,18,19,6,9,,,83.1,76
SAW JOSE CALIF,54 56,,6,2,,3,,5,,6,,,,,,94.2,76
NUMBER OF SAMPLES,,4,,,,,4,,5,,4,,6,,,95.5,76
MUM,,6,15,5,,10,28,9,24,10,14,12,15,,,90.0,76
AVERAGE,,4,6,4,,4,13,3,8,6,8,6,6,,,94.9,76
MINIMUM,,3,2,3,,1,4,1,2,1,2,4,3,,,93.7,76
SAN LEANODORO CALIF,55 56,,1,2,,,2,,,,3,7,,,,85.7,76
NUMBER OF SAMPLES,,3,,,1,1,,4,4,1,,,1,,,93.7,76
MAXIMUM,,15,3,14,5,17,16,15,26,13,29,11,1,,,93.9,76
AVERAGE,,,3,7,5,17,11,9,13,13,14,,1,,,92.5,76
MINIMUM,,2,3,1,5,17,6,3,4,13,6,2,1,,,89.7,76
SUBURBAN,,,,,,,,,,,,,,,,94.0,76
Mi OOLESEX CNTY MASS,35,,,,,,,,,,,,,,,80.4,76
NUMBER OF SAMPLES,,2,1,2,,1,3,2,3,3,1,2,3,,,94.4,76
MAXIMUN,,3,3,2,,1,2,4,4,3,5,7,2,,,94.2,76
AVERAGE,,2,3,1,,1,1,3,3,2,5,5,2,,,92.6,76
MINIMUM,,2,3,1,,1,1,2,2,1,5,3,2,,,95.7,76
LA KEHURST WN J,55 56,,,,,,,,,,,,,,,87.2,76
NUMBER OF SAMPLES,,2,1,3,3,2,1,1,,2,1,2,1,,,94.0,76
MAXIMUM,,4,4,3,1,,5,3,,1,7,3,3,,,95.2,76
AVERAGE,,3,4,1,,,5,3,,,7,2,3,,,95.0,76
MINIMUM,,2,4,,,,5,3,,,7,1,3,,,93.5,76
KA NAWHA CO WwW VA,55,,,,,,,,,,,,,,,81.7,76
NUMBER OF SAMPLES,,1,3,2,,2,1,3,1,,2,1,1,,,94.5,76
MAXIMUM,,1,3,4,,4,1,4,2,,1,1,2,,,95.1,76
AVERAGE,,1,2,3,,4,1,2,2,,1,1,2,,,93.5,76
MINIMUM,,1,2,3,,4,1,2,2,,1,1,2,,,94.9,76
HA MILTON COUNTY OHIO,54,,,,,,,,,,,,,,,91.8,76
NUMBER OF SAMPLES,,,1,,,,,3,4,4,4,3,2,,,88.3,76
MUM,,,6,,,,,3,8,3,4,4,22,,,84.0,76
AVERAGE,,,6,,,,,2,3,1,3,3,13,,,95.4,76
MINIMUM,,,6,,,,,1,1,1,3,3,5,,,93.8,76
DE NVER COUNTY COLO,54 55,,,,,,,,,,,,,,,90.2,76
NUMBER OF SAMPLES,,,1,1,1,,,1,,2,2,1,1,,,93.8,76
MAX1MUM,,,,1,3,,,,,2,3,3,,,,84.0,76
AVERAGE,,,,1,3,,,,,1,2,3,,,,95.5,76
MINIMUM,,,,1,3,,,,,1,2,3,,,,94.8,76
