Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
NUMBER OF SAMPLES,,,1,3,4,5,3,2,1,1,3,2,1,,,94.6,165
MAX I MUM,,,390,54,,20,60,40,90,90,70,,120,,,87.8,165
AVER AGE,,,30,25,39,10,23,35,90,90,26,,120,,,95.4,165
MIN I MUM,,,30,6,,,,30,90,90,2,,120,,,89.0,165
A MPA FLA,54 55,,,,,,,,,,,,,,,93.4,165
NUMB ER OF SAMPLES,,2,2,3,5,5,2,2,2,3,1,2,1,,,94.1,165
MAX I MUM,,1,2,16,3,1,5,,4,3,2,,,,,90.5,165
AVERAGE,,,1,6,1,,2,,3,1,2,,,,,95.1,165
MIN MUM,,,1,,,,,,2,,2,,,,,94.6,165
TLANTA GA,54 56,,,,,,,,,,,,,,,94.0,165
NUMBER OF SAMPLES,,1,3,6,4,3,1,3,1,,1,1,1,,,94.9,165
MAX I MUM,,30,14,28,13,15,3,5,3,,20,5,4,,,91.9,165
AVER AGE,,30,10,15,6,8,3,2,3,,20,,4,,,95.5,165
MIN MUM,,30,8,3,,2,3,,3,,20,5,4,,,94.5,165
HATTA NOOGA TENN,55 56,,,,,,,,,,,,,,,94.0,165
NUMBER OF SAMPLES,,1,5,3,2,2,,1,4,4,5,3,2,,,95.2,165
MAX MUM,,,50,20,19,76,,45,10,120,80,20,300,,,93.4,165
AVERAGE,,,16,12,9,68,,45,6,54,32,7,151,,,92.9,165
MIN 1 MUM,,,,8,,60,,45,2,1,,,3,,,89.4,165
HICAGO PLE,54 55,,,,,,,,,,,,,,,84.2,165
NUMBER OF SAMPLES,,4,7,6,3,,20,14,9,8,15,13,8,,,95.2,165
MAX MUM,,,30,10,20,60,40,40,27,60,60,53,48,,,93.2,165
AVERAGE,,10,22,4,13,13,12,11,9,27,19,13,18,,,95.2,165
MIN I MUM,,,7,,,,,,,9,4,,5,,,85.6,165
AST ST LOUIS Pee,55,,,,,,,,,,,,,,,79.8,165
NUMBER OF SAMPLES,,4,2,2,2,2,3,1,4,3,1,2,3,,,94.5,165
MAX MUM,,8,6,20,9,10,10,10,10,10,1,8,7,,,94.6,165
AVERAGE,,4,3,13,8,7,8,10,8,6,1,6,5,,,95.3,165
MiN 1 MUM,,,,6,7,,7,10,6,2,1,5,4,,,86.2,165
A ST CHICAGO InO,35 56,,,,,,,,,,,,,,,80.0,165
NUMBER OF SAMPLES,,6,5,14,7,4,6,10,,7,5,8,8,,,93.7,165
MAX MUM,,70,20,60,35,1 20,31,38,15,40,40,16,16,,,94.3,165
AVERAGE,,17,9,,17,49,17,14,5,19,20,6,6,,,95.4,165
MIN I MUM,,4,,4,7,,2,2,,5,8,,,,,92.0,165
0 E TRO T MICH,53 54,,,,,,,,,,,,,,,89.9,165
NUMBER OF SAMPLES,,,1,3,4,2,1,,,,,20,,,,94.8,165
MAX I MUM,,,54,264,42,27,72,,,,,252,,,,90.1,165
AVERAGE,,,54,124,32,21,72,,,,,73,,,,94.4,165
MIN I MUM,,,54,32,22,16,72,,,,,8,,,,90.6,165
NCINNATI OHIO,54 55,,,,,,,,,,,,,,,75.5,165
NUMBER OF SAMPLES,,3,5,44,20,22,19,8,9,12,7,3,6,,,90.3,165
MAX MUM,,18,21,183,114,232,54,17,19,50,62,929,40,,,94.6,165
AVERAGE,,6,13,28,26,24,19,7,7,15,17,341,13,,,95.2,165
MIN MUM,,,3,1,1,,4,,1,,,36,,,,93.5,165
OUNGSTOWN OHIO,57,,,,,,,,,,,,,,,81.3,165
NUMBER OF SAMPLES,,,,1,2,1,1,2,2,1,2,,,,,90.0,165
MAX I MUM,,,,16,69,18,9,47,66,13,90,,,,,91.7,165
AVERAGE,,,,16,44,18,9,41,57,13,85,,,,,92.8,165
MIN l MUM,,,,16,19,18,9,35,49,13,80,,,,,86.6,165
LWAUKEE wis,37,,,,,,,,,,,,,,,67.3,165
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,95.1,165
MAX MUM,,4,4,25,12,5,2,7,7,7,3,,,,,91.2,165
AVERAGE,,3,2,12,7,4,2,6,4,5,3,,,,,95.1,165
Min 1 MUM,,3,,,4,3,2,6,2,3,3,,,,,87.5,165
NNEAPOLIS MINN,54 55,,,,,,,,,,,,,,,91.5,165
NUMBER OF SAMPLES,,1,4,4,5,4,3,,5,4,3,,,,,95.8,165
MAX MUM,,8,,24,8,12,7,,7,6,4,,,,,95.8,165
AVERAGE,,8,7,10,5,6,4,,4,4,3,,,,,95.4,165
MIN MUM,,8,,3,3,,3,,1,3,1,,,,,94.0,165
KANSAS CITY SAMPLES,54 56,,,,,,,,,,,,,,,93.0,166
NUMBER OF,,4,2,,7,5,3,2,4,1,,,1,,,91.7,166
MAXIMUM,,4,6,41,32,6,5,3,10,8,,3,3,,,93.8,166
AVERAGE,,1,5,10,6,2,3,2,6,8,,3,3,,,94.8,166
MINIMUM,,,5,2,,,2,1,,8,,3,3,,,94.6,166
ST LOUIS WMO,55 56,,,,,,,,,,,,,,,77.4,166
NUMBER OF SAMPLES,,2,2,,2,3,2,2,3,1,1,3,2,,,95.6,166
MAXIMUM,,8,8,,3,5,10,5,30,4,2,6,10,,,93.0,166
AVERAGE,,5,4,,2,2,6,2,13,4,2,4,8,,,95.8,166
MINIMUM,,2,,,1,,3,,3,4,2,3,6,,,94.3,166
NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,92.4,166
NUMBER OF SAMPLES,,2,3,3,4,6,6,6,4,4,4,5,3,,,95.7,166
MAXIMUM,,,2,,,10,9,4,4,9,4,4,3,,,94.9,166
AVERAGE,,,,,,2,3,1,2,4,2,2,1,,,95.8,166
MINIMUM,,,,,,,,,1,,1,,,,,95.0,166
FT WORTH TEXAS,54,,,,,,,,,,,,,,,95.2,166
NUMBER OF SAMPLES,,2,3,3,4,4,2,2,2,2,2,2,2,,,95.9,166
,,,5,283,6,4,4,,2,2,2,,3,,,95.1,166
AVERAGE,,,2,94,2,1,4,,1,1,1,,1,,,95.6,166
MiNi MUM,,,,,,,4,,,,,,,,,60.0,166
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,95.0,166
NUMBER OF SAMPLES,,1,7,8,5,8,14,7,3,6,5,9,7,,,94.6,166
MAXIMUM,,140,84,29,9,18,36,18,19,90,4,5,30,,,93.0,166
AVERAGE,,140,24,13,4,4,8,6,9,38,2,2,13,,,95.5,166
MINIMUM,,140,2,2,,,,,,2,2,1,1,,,91.6,166
BELLAIRE TEXAS,54 55,,,,,,,,,,,,,,,93.5,166
NUMBER OF SAMPLES,,3,2,4,2,3,3,2,3,3,4,2,3,,,96.0,166
MAXIMUM,,16,3,57,,3,8,2,2,4,7,4,23,,,89.2,166
AVERAGE,,7,2,25,,1,2,2,2,3,4,3,9,,,95.1,166
MINIMUM,,3,1,4,,,,2,2,2,2,2,2,,,95.8,166
DENVER COL,54 55,,,,,,,,,,,,,,,94.0,166
NUMBER OF SAMPLES,,2,2,2,2,2,,2,2,2,2,1,2,,,95.4,166
MAXIMUM,,2,2,10,8,5,8,10,4,4,20,7,9,,,94.8,166
AVERAGE,,2,2,7,6,5,2,6,3,4,12,7,6,,,93.4,166
MINIMUM,,2,2,,5,5,,3,2,4,4,7,3,,,91.6,166
SALT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,93.7,166
NUMBER OF SAMPLES,,3,3,2,2,2,6,2,2,2,2,2,3,,,95.5,166
MAXIMUM,,3,6,6,6,6,5,4,4,3,3,5,8,,,95.6,166
AVERAGE,,2,3,4,4,4,2,2,3,2,1,4,5,,,93.7,166
MINIMUM,,,,3,3,3,,,3,2,,3,4,,,90.0,166
ANCHORAGE ALASKA,54 55,,,,,,,,,,,,,,,94.5,166
NUMBER OF SAMPLES,,1,2,2,7,4,7,1,3,3,3,,3,,,95.1,166
MAXIMUM,,7,,,374,48,53,34,17,23,18,,3,,,91.9,166
AVERAGE,,7,,,72,23,20,34,6,8,10,,1,,,91.6,166
MUM,,7,,,,9,3,34,,,,,,,,95.6,166
LOS ANGELES CALIF,54,,,,,,,,,,,,,,,76.8,166
NUMBER OF SAMPLES,,,1,3,4,6,2,2,,,,,,,,88.4,166
MAXIMUM,,,62,186,31,19,20,21,,,,,,,,92.3,166
AVERAGE,,,62,79,20,7,18,18,,,,,,,,95.4,166
MINIMUM,,,62,11,10,,17,15,,,,,,,,93.5,166
SAN FRANCISCO CALIF,55 56,,,,,,,,,,,,,,,90.8,166
NUMBER OF SAMPLES,,3,2,2,1,3,2,,1,3,2,,1,,,95.9,166
MAXIMUM,,,3,,2,2,2,3,,,,,,,,90.0,166
AVERAGE,,,2,,2,1,1,,,,,,,,,95.8,166
MINIMUM,,,1,,2,1,1,,,,,,,,,88.8,166
PASADENA CALIF,54 56,,,,,,,,,,,,,,,77.0,166
NUMBER OF SAMPLES,,4,5,3,4,,,7,2,4,6,,,,,95.0,166
MAXIMUM,,9,19,9,4,5,1,12,16,27,32,,,,,91.2,166
AVERAGE,,4,6,4,1,2,,6,12,11,17,,,,,95.8,166
MINIMUM,,,,1,,,,,9,1,,,,,,94.2,166
BERKELEY CALIF,54,,,,,,,,,,,,,,,90.7,166
NUMBER OF SAMPLES,,3,5,,1,2,2,3,2,3,4,5,4,,,92.9,166
MAXIMUM,,9,15,,1,2,13,20,14,16,17,12,35,,,93.9,166
AVERAGE,,6,10,,1,1,7,15,13,14,12,8,12,,,94.6,166
MINIMUM,,5,1,,1,1,2,11,12,13,10,4,1,,,89.5,166
SAN JOSE CALIF,54 36,,,,,,,,,,,,,,,90.8,166
NUMBER OF SAMPLES,,4,6,3,2,5,5,5,5,6,4,7,6,,,94.0,166
MAXIMUM,,10,11,2,5,2,13,16,13,17,14,13,16,,,94.5,166
AVERAGE,,6,6,,2,1,3,6,6,10,9,6,,,,95.7,166
MINIMUM,,1,,,,,,,2,4,,,,,,94.8,166
SAN LEANDRO CALIF,55 56,,,,,,,,,,,,,,,92.2,166
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,95.5,166
MAXIMUM,,2,2,2,,2,10,6,6,2,5,7,,,,91.5,166
AVERAGE,,,2,1,,2,7,3,4,2,3,2,,,,95.6,166
MINIMUM,,,2,1,,2,4,1,2,2,2,,,,,95.1,166
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,94.8,166
NUMBER OF SAMPLES,,1,2,9,4,3,,2,7,5,21,20,,,,95.5,166
MAXIMUM,,20,47,57,11,41,,20,30,30,60,90,,,,89.3,166
AVERAGE,,20,31,24,4,23,,15,20,12,33,39,,,,95.5,166
MINIMUM,,20,15,,,11,,10,10,6,6,7,,,,92.7,166
SEATTLE WASH,57,,,,,,,,,,,,,,,90.3,166
NUMBER OF SAMPLES,,2,2,1,2,,2,2,2,3,1,,,,,92.1,166
MAXIMUM,,24,5,7,5,13,12,21,5,16,6,,,,,91.8,166
AVERAGE,,15,4,7,3,,8,13,3,7,6,,,,,95.6,166
MINIMUM,,7,3,7,2,,4,5,2,3,6,,,,,95.3,166
MIDOLESEX CNTY MASS,,,,,,,,,,,,,,,,94.3,167
NUMBER OF SAMPLES,,,1,2,,1,3,2,3,3,,2,3,,,95.6,167
MAXIMUM,,,,5,,,2,,2,1,,3,190,,,87.7,167
AVERAGE,,,,3,,,1,,1,,,1,4,,,95.5,167
MiNi MUM,,,,2,,,,,,,2,,,,,47.2,167
LA KEHUR ST N,55 56,,,,,,,,,,,,,,,93.2,167
NUMBER OF SAMPLES,,,1,3,3,2,1,1,,2,,2,1,,,95.8,167
MAXIMUM,,,,9,9,,,,,,,2,,,,92.5,167
AVERAGE,,,,3,3,,,,,,,1,,,,95.5,167
MINIMUM,,,,,,,,,,,,,,,,56.0,167
KA NAWHA W VA,54,,,,,,,,,,,,,,,86.0,167
NUMBER OF SAMPLES,,,3,2,,5,3,3,1,,2,1,1,,,95.2,167
MAXIMUM,,,40,50,,34,17,7,10,,30,,2,,,93.6,167
AVERAGE,,,26,40,,il,8,4,10,,1s,,2,,,89.8,167
,,,20,30,,2,,2,10,,,,,,,96.0,167
Fu LTON CO GEORGIA,54,,,,,,,,,,,,,,,92.6,167
NUMBER OF SAMPLES,,,2,1,1,1,,,,,,,,,,93.4,167
MAXIMUM,,,36,33,1,1,,,,,,,,,,82.6,167
AVERAGE,,,22,33,1,1,,,,,,,,,,95.2,167
MINIMUM,,,9,33,1,1,,,,,,,,,,92.4,167
HA MILTON COUNTY OHIO,54 55,,,,,,,,,,,,,,,84.7,167
UMBER OF SAMPLES,,,1,4,2,5,3,4,4,4,4,3,2,,,94.0,167
MAXIMUM,,,iil,16,38,8,11,,8,13,8,8,4,,,93.1,167
AVERAGE,,,11,8,20,4,7,8,6,9,6,7,2,,,94.6,167
MINIMUM,,,iil,2,2,,4,3,4,6,3,6,1,,,89.2,167
DE NVER COUNTY COLO,54 55,,,,,,,,,,,,,,,87.0,167
NUMBER OF SAMPLES,,,1,1,1,,,1,,2,2,1,1,,,94.0,167
MAXIMUM,,,1,,4,,,4,,4,6,4,2,,,95.0,167
AVERAGE,,,1,,4,,,4,,3,5,4,2,,,93.8,167
MI,,,1,,4,,,4,,2,4,4,2,,,89.8,167
